index,pred_class,true_bbox,cam_bboxes,efficientnet_adv_iou
english_cocker_spaniel_24,12,"[37.448, 12.992, 106.624, 211.008]","[32, 30, 115, 129]",0.5833361785744491
Ragdoll_204,26,"[1.792, 58.912, 219.072, 113.34400000000001]","[74, 64, 127, 91]",0.4654357143145821
miniature_pinscher_47,21,"[110.47200000000001, 95.424, 58.24, 99.456]","[95, 100, 90, 88]",0.5968326728027347
samoyed_38,29,"[103.04, 37.0, 120.96000000000001, 149.184]","[113, 52, 111, 98]",0.6028163580246914
boxer_81,8,"[39.424, 38.344, 93.184, 133.504]","[63, 32, 96, 98]",0.41245196150890795
miniature_pinscher_9,2,"[39.688, 6.72, 117.376, 213.248]","[106, 94, 40, 29]",0.04634402152354944
newfoundland_74,22,"[38.0, 48.384, 119.168, 175.616]","[60, 59, 94, 105]",0.4716213108162169
Birman_82,6,"[3.5, 39.5, 220.5, 149.5]","[24, 51, 113, 93]",0.3187950765590517
Maine_Coon_2,20,"[21.0, 11.200000000000001, 180.69333333333333, 206.82666666666668]","[57, 46, 129, 108]",0.372790471694839
japanese_chin_40,17,"[78.4, 70.6, 72.128, 79.296]","[59, 53, 85, 77]",0.46566956755951433
Siamese_35,32,"[44.168, 40.32, 141.12, 180.544]","[62, 78, 111, 112]",0.48794331628433013
Abyssinian_223,0,"[60.480000000000004, 48.16, 119.46666666666667, 147.09333333333333]","[68, 67, 95, 107]",0.5784524261401897
Russian_Blue_84,9,"[42.112, 38.792, 152.768, 147.392]","[59, 56, 105, 111]",0.5176139507247336
Bombay_96,7,"[14.336, 50.848, 208.768, 120.96000000000001]","[39, 67, 140, 97]",0.5377668920453256
Maine_Coon_34,20,"[5.376, 32.304, 218.624, 168.448]","[34, 53, 106, 92]",0.2648073271098638
pomeranian_76,24,"[62.496, 21.504, 133.504, 202.496]","[68, 48, 116, 99]",0.4247979937134324
japanese_chin_5,17,"[2.688, 29.344, 220.864, 166.656]","[57, 54, 107, 87]",0.2529048413720327
Russian_Blue_81,27,"[5.824, 30.688, 212.352, 155.008]","[107, 75, 117, 86]",0.2861148774729991
Abyssinian_88,0,"[0.0, 39.616, 191.296, 148.736]","[47, 45, 120, 97]",0.40910142625657253
basset_hound_60,3,"[99.904, 39.344, 81.536, 144.704]","[95, 66, 96, 96]",0.5935678490604483
boxer_59,1,"[37.448, 24.64, 133.504, 198.912]","[49, 31, 115, 100]",0.433054522257842
Persian_86,23,"[38.344, 39.872, 131.264, 184.12800000000001]","[50, 49, 86, 95]",0.3380310436747878
Sphynx_4,33,"[86.2253052164262, 20.137624861265262, 66.3795782463929, 182.73029966703663]","[73, 25, 88, 128]",0.5703564963073479
staffordshire_bull_terrier_38,34,"[78.4, 38.752, 145.15200000000002, 156.352]","[71, 45, 118, 103]",0.4856459618452753
scottish_terrier_59,30,"[63.984, 34.048, 92.736, 126.784]","[72, 55, 89, 86]",0.6008747983347689
scottish_terrier_20,30,"[46.368, 4.48, 140.672, 219.52]","[70, 34, 94, 97]",0.2952689854214141
wheaten_terrier_9,35,"[57.608000000000004, 20.608, 128.576, 203.392]","[59, 43, 104, 110]",0.43745385381892254
leonberger_191,19,"[41.44, 4.032, 137.088, 219.072]","[65, 30, 120, 115]",0.4242117507182885
american_bulldog_28,1,"[80.00800000000001, 25.984, 75.712, 145.15200000000002]","[84, 0, 80, 108]",0.42787136181100954
leonberger_81,19,"[17.92, 50.368, 193.088, 141.568]","[20, 55, 110, 85]",0.34205128799221524
american_pit_bull_terrier_84,2,"[29.12, 29.688, 181.44, 164.416]","[35, 32, 126, 100]",0.4223703559534623
yorkshire_terrier_7,36,"[64.96000000000001, 66.608, 75.712, 78.848]","[43, 52, 107, 86]",0.5534455848584333
Sphynx_237,10,"[4.71578947368421, 29.505263157894735, 213.38947368421051, 168.5894736842105]","[146, 32, 78, 84]",0.16607566500022453
British_Shorthair_265,9,"[0.29396325459317585, 28.293963254593177, 223.41207349081364, 130.51968503937007]","[47, 50, 134, 97]",0.4457525909935009
pug_193,25,"[0.0, 42.93333333333334, 214.29333333333335, 152.32]","[96, 73, 96, 91]",0.26763754282200686
Persian_266,23,"[9.625, 61.90625, 170.84375, 105.0]","[106, 52, 95, 79]",0.25348591587750396
Siamese_56,6,"[0.896, 29.344, 223.104, 166.208]","[35, 34, 100, 94]",0.2534945188090499
Egyptian_Mau_33,11,"[33.81132075471698, 60.1542730299667, 179.24972253052164, 101.93118756936738]","[45, 78, 97, 84]",0.445949256485983
newfoundland_96,22,"[49.544, 0.0, 124.544, 205.632]","[60, 0, 99, 122]",0.4716083825616578
beagle_25,4,"[34.048, 48.16, 105.28, 141.12]","[73, 30, 87, 82]",0.23846612225664415
Sphynx_29,33,"[0.0, 28.896, 209.66400000000002, 163.968]","[46, 56, 114, 102]",0.338237734406499
pomeranian_39,24,"[57.344, 53.864000000000004, 135.296, 167.104]","[62, 56, 104, 96]",0.44160376719265376
British_Shorthair_59,9,"[62.272, 47.304, 161.728, 125.44]","[70, 68, 135, 101]",0.6720999777656415
beagle_93,4,"[29.568, 41.480000000000004, 142.912, 129.472]","[50, 49, 112, 83]",0.5024022332517738
pug_30,25,"[39.168, 6.272, 138.88, 195.328]","[52, 20, 134, 109]",0.49079341820981887
Egyptian_Mau_69,0,"[37.448, 38.976, 132.608, 152.768]","[86, 48, 93, 100]",0.39737793826549955
keeshond_8,18,"[57.53333333333333, 21.46666666666667, 127.86666666666667, 201.6]","[57, 38, 113, 121]",0.5265934503638459
saint_bernard_31,28,"[77.056, 75.08, 89.152, 101.248]","[67, 68, 95, 90]",0.6687192503451462
scottish_terrier_73,30,"[72.0, 18.666666666666668, 98.46666666666667, 205.33333333333334]","[69, 44, 93, 90]",0.3953439438080136
miniature_pinscher_95,21,"[55.368, 17.92, 112.896, 206.08]","[67, 43, 95, 113]",0.46141068600706325
Ragdoll_94,26,"[67.016, 62.272, 113.34400000000001, 138.43200000000002]","[61, 62, 100, 100]",0.5744004145801768
boxer_197,8,"[69.888, 69.21600000000001, 74.816, 77.952]","[73, 74, 88, 85]",0.6504694256208419
english_setter_50,12,"[25.984, 62.984, 147.84, 108.864]","[59, 49, 88, 75]",0.30992172109564453
wheaten_terrier_57,35,"[9.408, 28.448, 201.15200000000002, 152.768]","[91, 32, 99, 110]",0.35438157319828567
leonberger_68,19,"[9.584, 4.48, 202.94400000000002, 219.52]","[32, 46, 134, 115]",0.3459014070893934
scottish_terrier_87,30,"[71.68, 37.0, 110.208, 148.736]","[67, 50, 102, 88]",0.5096580573208265
great_pyrenees_200,15,"[103.04, 23.792, 107.072, 176.512]","[97, 33, 93, 98]",0.43722228139449054
Ragdoll_234,26,"[55.25333333333334, 59.36, 92.58666666666667, 135.14666666666668]","[59, 64, 96, 92]",0.6205276837190993
Abyssinian_33,0,"[23.89333333333333, 59.4, 151.32444444444445, 115.98222222222222]","[83, 68, 92, 93]",0.4874951082512573
saint_bernard_71,28,"[37.448, 24.192, 139.776, 168.448]","[55, 31, 101, 93]",0.3989384127282766
newfoundland_192,22,"[0.0, 31.584, 222.656, 154.112]","[65, 45, 115, 79]",0.26476103633249426
beagle_97,4,"[5.376, 56.232, 170.68800000000002, 126.336]","[28, 64, 140, 93]",0.6037829878977893
chihuahua_46,10,"[43.824, 48.384, 128.12800000000001, 142.464]","[39, 53, 93, 86]",0.40619972127204645
american_pit_bull_terrier_69,10,"[0.0, 29.792, 224.0, 165.76]","[97, 67, 105, 80]",0.22623069498069498
leonberger_29,19,"[68.992, 38.792, 130.368, 147.392]","[70, 57, 115, 93]",0.5565906083471837
saint_bernard_68,28,"[20.16, 75.488, 120.06400000000001, 82.432]","[55, 62, 104, 87]",0.49407909870342537
german_shorthaired_51,14,"[59.912, 40.32, 106.624, 153.216]","[65, 49, 95, 112]",0.6513021875416833
boxer_37,8,"[0.448, 49.096000000000004, 200.256, 105.72800000000001]","[66, 58, 117, 83]",0.45865739492674557
great_pyrenees_21,15,"[8.866666666666667, 47.2, 201.6, 130.2]","[0, 64, 129, 79]",0.35216922567695075
yorkshire_terrier_198,36,"[17.92, 39.647999999999996, 143.808, 149.184]","[73, 38, 91, 98]",0.3917529708485064
wheaten_terrier_53,30,"[0.448, 43.376, 159.04, 142.016]","[47, 62, 105, 86]",0.39980121263860774
Birman_55,32,"[53.01941747572816, 9.423948220064725, 131.93527508090617, 192.10355987055019]","[50, 90, 95, 84]",0.30182464352173916
chihuahua_7,31,"[84.224, 90.24000000000001, 85.568, 67.648]","[59, 87, 84, 66]",0.48258971392375677
staffordshire_bull_terrier_92,34,"[64.70400000000001, 46.144, 109.76, 160.38400000000001]","[60, 40, 101, 96]",0.4640309554080803
great_pyrenees_75,15,"[28.896, 14.784, 145.15200000000002, 181.44]","[92, 0, 86, 105]",0.2646957979791027
Russian_Blue_34,27,"[11.0, 35.392, 199.36, 188.16]","[86, 45, 106, 109]",0.30801157240584837
miniature_pinscher_40,21,"[90.048, 36.064, 75.264, 159.936]","[75, 44, 88, 114]",0.6047110762577659
Persian_36,23,"[0.0, 53.536, 223.552, 142.464]","[0, 71, 131, 103]",0.42366718459702113
yorkshire_terrier_63,36,"[46.408, 16.128, 137.088, 193.536]","[62, 48, 101, 110]",0.41874810784653366
english_cocker_spaniel_56,12,"[39.872, 53.576, 114.24000000000001, 132.16]","[61, 70, 94, 90]",0.5521245973350268
american_pit_bull_terrier_87,27,"[61.824, 57.16, 81.536, 124.992]","[55, 93, 81, 64]",0.4466716793583344
wheaten_terrier_40,35,"[39.24, 32.256, 146.496, 191.744]","[77, 52, 87, 122]",0.377860533682306
english_setter_83,13,"[4.032, 66.568, 175.616, 101.248]","[31, 82, 95, 76]",0.4060566837241488
Bombay_97,7,"[28.87111111111111, 27.0, 194.6311111111111, 161.77777777777777]","[52, 64, 172, 95]",0.5166667000746921
Ragdoll_36,26,"[37.448, 52.864000000000004, 142.016, 171.136]","[55, 78, 104, 104]",0.4450287059841857
boxer_67,8,"[0.0, 21.688, 222.656, 136.64000000000001]","[77, 29, 147, 94]",0.4481715471943369
Bengal_19,5,"[59.584, 39.424, 116.928, 143.808]","[89, 53, 95, 95]",0.47434571425925576
english_setter_35,13,"[10.752, 18.823999999999998, 212.352, 190.848]","[61, 31, 118, 136]",0.39598336957651065
Bombay_95,7,"[28.896, 2.688, 167.104, 220.864]","[36, 53, 139, 130]",0.4896055965605249
Siamese_28,18,"[2.688, 71.456, 178.304, 120.96000000000001]","[45, 74, 94, 93]",0.4053292432969837
pug_92,25,"[49.728, 59.400000000000006, 59.584, 104.384]","[45, 41, 88, 89]",0.4272865864440303
scottish_terrier_51,30,"[98.11200000000001, 53.984, 84.672, 142.016]","[96, 84, 93, 79]",0.5274186787961508
Bombay_87,7,"[12.992, 64.28800000000001, 150.976, 113.34400000000001]","[66, 62, 107, 96]",0.5043428013414052
Siamese_46,32,"[70.152, 16.576, 115.136, 207.424]","[64, 26, 105, 114]",0.45838732272692373
Sphynx_246,33,"[74.99065420560747, 21.98130841121495, 141.83177570093457, 193.64485981308408]","[78, 39, 81, 121]",0.35685425181092695
boxer_94,8,"[16.128, 29.344, 206.08, 166.656]","[43, 43, 135, 98]",0.38521487114305747
Birman_1,26,"[64.736, 38.976, 103.04, 185.024]","[74, 64, 97, 100]",0.4836987656463057
saint_bernard_55,28,"[3.136, 59.36, 215.936, 132.16]","[0, 46, 152, 86]",0.3511255676466945
samoyed_3,29,"[45.512, 1.792, 120.06400000000001, 219.52]","[64, 0, 97, 123]",0.4431607573700801
pug_61,25,"[28.224, 45.2, 195.776, 145.6]","[37, 57, 154, 110]",0.5942820051801745
miniature_pinscher_74,21,"[35.448, 8.064, 147.392, 210.56]","[79, 30, 96, 120]",0.3711954936537119
Abyssinian_36,0,"[78.4, 39.666666666666664, 69.06666666666666, 155.4]","[85, 62, 74, 98]",0.5160259940522085
american_bulldog_98,1,"[33.376, 75.264, 113.34400000000001, 148.736]","[119, 67, 50, 95]",0.12519894343673718
wheaten_terrier_44,35,"[60.480000000000004, 65.184, 91.84, 119.616]","[65, 65, 92, 93]",0.7086479213867349
leonberger_83,19,"[23.296, 46.816, 190.4, 148.288]","[56, 48, 107, 90]",0.34107770751805255
scottish_terrier_33,30,"[73.688, 33.152, 110.656, 149.632]","[75, 45, 116, 101]",0.6409626189253034
american_bulldog_44,1,"[44.616, 24.192, 134.4, 150.08]","[56, 0, 99, 115]",0.39839083638220013
samoyed_59,29,"[81.536, 47.088, 84.672, 87.808]","[67, 27, 93, 89]",0.5247193598872014
wheaten_terrier_25,35,"[59.504000000000005, 44.800000000000004, 116.48, 179.20000000000002]","[68, 59, 104, 126]",0.6277901785714286
leonberger_8,19,"[0.0, 55.368, 148.736, 131.264]","[26, 64, 102, 108]",0.5642378229921846
beagle_90,4,"[38.344, 23.744, 146.94400000000002, 199.808]","[46, 30, 115, 104]",0.40734880746841007
basset_hound_53,3,"[11.200000000000001, 0.896, 206.528, 222.656]","[47, 26, 141, 139]",0.4262069926642951
japanese_chin_41,17,"[41.664, 42.064, 174.272, 138.88]","[66, 32, 95, 95]",0.3207173537293056
Bombay_30,7,"[6.72, 31.584, 217.28, 134.848]","[33, 35, 104, 103]",0.3656000965992452
newfoundland_93,22,"[34.048, 57.568, 126.784, 114.688]","[52, 71, 115, 87]",0.6279927189375477
german_shorthaired_73,14,"[88.072, 43.456, 93.632, 173.824]","[78, 50, 85, 101]",0.43762404982806263
Birman_19,6,"[52.864000000000004, 45.96, 116.48, 137.536]","[86, 39, 100, 93]",0.3951076588207526
japanese_chin_64,17,"[26.432000000000002, 28.896, 197.568, 167.104]","[54, 56, 116, 106]",0.3724435051327163
samoyed_90,29,"[56.0, 37.0, 168.0, 148.288]","[61, 57, 134, 93]",0.500233137061471
pug_4,25,"[37.448, 21.952, 147.392, 185.472]","[65, 25, 114, 98]",0.40867555394035504
american_pit_bull_terrier_70,2,"[39.647999999999996, 30.912, 131.264, 167.104]","[61, 34, 95, 118]",0.5110614613174095
Russian_Blue_68,27,"[56.896, 41.44, 157.248, 142.016]","[63, 59, 122, 103]",0.5626970634434584
havanese_19,16,"[48.2, 18.368000000000002, 131.712, 190.4]","[67, 18, 96, 91]",0.3464568373925063
english_setter_55,13,"[39.344, 0.0, 140.672, 224.0]","[67, 57, 104, 102]",0.3366493890549851
shiba_inu_21,31,"[0.0, 28.0, 185.024, 166.656]","[48, 28, 88, 96]",0.27397118341205107
scottish_terrier_89,30,"[0.896, 32.480000000000004, 202.496, 146.94400000000002]","[86, 54, 98, 99]",0.32605657612508093
english_setter_80,12,"[22.400000000000002, 45.064, 201.6, 133.504]","[66, 55, 96, 80]",0.2853490389444369
Bombay_29,22,"[21.000000000000004, 57.68000000000001, 201.74, 137.76000000000002]","[88, 62, 117, 92]",0.3873098468411923
boxer_195,8,"[53.312, 75.488, 108.416, 90.496]","[46, 73, 104, 89]",0.7815593896735235
saint_bernard_53,28,"[66.752, 24.72, 155.008, 176.512]","[68, 41, 117, 100]",0.42761951157476574
saint_bernard_3,28,"[42.112, 40.544, 139.776, 154.56]","[86, 36, 102, 93]",0.3751726305555678
english_cocker_spaniel_25,12,"[37.896, 23.296, 147.392, 200.704]","[89, 40, 103, 113]",0.35861310716378314
wheaten_terrier_45,35,"[69.44, 56.672, 122.75200000000001, 126.336]","[67, 52, 95, 101]",0.5508239597055437
english_setter_56,13,"[0.0, 46.512, 223.552, 140.224]","[74, 43, 100, 106]",0.3233207252030312
Siamese_66,32,"[98.336, 58.688, 97.21600000000001, 165.312]","[96, 62, 97, 99]",0.5748742902215112
chihuahua_75,10,"[0.0, 32.032, 224.0, 163.968]","[65, 65, 110, 93]",0.2785277789394447
boxer_96,8,"[0.448, 8.344, 223.552, 207.424]","[44, 49, 141, 120]",0.3648906995460485
basset_hound_86,3,"[80.19200000000001, 89.55199999999999, 63.616, 81.536]","[64, 71, 96, 89]",0.4845322361510404
german_shorthaired_22,14,"[51.784, 3.584, 120.96000000000001, 214.144]","[72, 0, 92, 124]",0.42230956180399837
shiba_inu_41,31,"[29.568, 37.856, 139.328, 140.672]","[63, 37, 119, 101]",0.5046635923628617
Siamese_233,32,"[28.493333333333332, 1.4933333333333334, 167.25333333333333, 221.01333333333335]","[51, 62, 119, 106]",0.341239714583046
Birman_94,9,"[48.384, 47.752, 125.44, 80.64]","[96, 36, 97, 87]",0.461169044906597
British_Shorthair_31,9,"[0.0, 57.608000000000004, 221.312, 115.584]","[55, 65, 113, 88]",0.3887392860825716
Birman_21,6,"[0.448, 67.016, 190.4, 115.136]","[91, 68, 99, 91]",0.4109590090900173
Abyssinian_31,0,"[45.36, 1.6800000000000002, 127.68, 221.20000000000002]","[90, 27, 86, 153]",0.44275350561282784
american_bulldog_24,1,"[52.232, 24.64, 128.12800000000001, 192.64000000000001]","[51, 18, 110, 107]",0.4274628304158312
beagle_60,4,"[51.784, 51.968, 113.34400000000001, 137.088]","[63, 40, 94, 85]",0.41198878719276555
havanese_198,16,"[51.336, 82.432, 113.34400000000001, 109.312]","[40, 87, 96, 82]",0.5212278402578965
wheaten_terrier_200,35,"[70.336, 64.88, 88.70400000000001, 120.512]","[70, 71, 104, 89]",0.6550907380916282
pug_9,1,"[50.056, 83.328, 56.896, 96.768]","[60, 63, 78, 74]",0.28774752303856704
japanese_chin_42,17,"[58.056, 33.6, 112.0, 185.92000000000002]","[66, 30, 96, 97]",0.4235699600919096
basset_hound_9,3,"[0.0, 43.68, 155.45600000000002, 152.32]","[70, 36, 96, 90]",0.2782253159270251
Abyssinian_50,0,"[37.0, 0.0, 148.288, 217.28]","[69, 32, 103, 91]",0.2909061191595958
Bengal_23,5,"[18.368000000000002, 47.448, 204.73600000000002, 113.792]","[29, 55, 157, 77]",0.5189009106869026
newfoundland_27,22,"[47.936, 61.6, 131.264, 133.952]","[33, 49, 86, 93]",0.2875820838434534
Abyssinian_29,0,"[69.30000000000001, 24.360000000000003, 117.60000000000001, 136.92000000000002]","[64, 26, 90, 120]",0.6072485546480682
British_Shorthair_53,9,"[62.272, 41.480000000000004, 161.728, 144.256]","[55, 66, 121, 103]",0.4864762740108903
havanese_54,16,"[45.616, 30.016000000000002, 139.328, 193.984]","[49, 36, 115, 91]",0.38719961721906854
Bombay_88,7,"[6.720000000000001, 28.0, 164.64000000000001, 166.88000000000002]","[79, 41, 100, 109]",0.3556337974433921
Maine_Coon_70,20,"[0.0, 37.0, 202.94400000000002, 149.184]","[21, 62, 143, 103]",0.48649098694924137
english_cocker_spaniel_195,16,"[34.048, 45.472, 172.032, 146.048]","[60, 43, 94, 93]",0.3355890740296276
boxer_90,8,"[2.24, 52.232, 171.136, 133.056]","[53, 57, 113, 96]",0.47640228548979485
pomeranian_54,24,"[62.272, 38.304, 116.928, 146.94400000000002]","[64, 43, 103, 94]",0.56350101059838
staffordshire_bull_terrier_60,34,"[10.304, 54.472, 124.096, 131.264]","[27, 60, 87, 88]",0.4700007028106643
newfoundland_63,22,"[5.376, 28.448, 213.696, 164.416]","[25, 53, 182, 103]",0.5335414213412132
Ragdoll_90,26,"[42.56, 64.144, 128.576, 141.568]","[64, 77, 104, 98]",0.559930864905394
havanese_84,16,"[38.344, 20.16, 144.704, 175.168]","[51, 43, 106, 96]",0.40145954734027145
Bengal_70,5,"[39.2, 46.592, 113.792, 137.088]","[44, 57, 98, 103]",0.6470712875045032
american_bulldog_71,1,"[55.775999999999996, 26.88, 76.16, 183.68]","[61, 0, 90, 124]",0.37729425960262974
Sphynx_98,33,"[60.336, 11.200000000000001, 94.08, 198.912]","[67, 26, 89, 126]",0.582365832548105
Persian_22,23,"[0.0, 56.712, 186.816, 128.12800000000001]","[79, 68, 112, 92]",0.4078349722798369
american_bulldog_84,1,"[54.208, 28.448, 129.472, 167.552]","[47, 52, 110, 109]",0.4984361258308323
basset_hound_57,3,"[150.528, 96.688, 73.47200000000001, 47.04]","[85, 55, 90, 88]",0.110648451795588
Bengal_94,5,"[10.304, 43.136, 213.248, 106.176]","[35, 66, 155, 93]",0.5348595515419315
pug_22,25,"[40.768, 22.92, 182.336, 194.88]","[96, 41, 102, 104]",0.29853401158819876
pomeranian_35,23,"[48.608000000000004, 46.592, 106.624, 148.288]","[54, 36, 105, 116]",0.61607494455813
pug_23,25,"[18.272, 21.056, 183.68, 190.4]","[46, 27, 111, 100]",0.31739067578250807
British_Shorthair_61,9,"[58.016000000000005, 30.464000000000002, 99.904, 181.44]","[64, 49, 89, 96]",0.4713519687895089
pug_63,25,"[1.344, 62.088, 189.056, 120.96000000000001]","[70, 63, 111, 90]",0.43685091038785184
staffordshire_bull_terrier_65,34,"[4.928, 84.03999999999999, 204.288, 65.856]","[40, 83, 150, 77]",0.6531091282263812
Siamese_86,32,"[24.192, 43.68, 199.808, 128.12800000000001]","[0, 47, 126, 88]",0.32308466595391366
japanese_chin_193,16,"[57.792, 63.192, 140.672, 105.28]","[64, 56, 77, 73]",0.32981673640423576
beagle_39,4,"[31.808, 65.184, 122.75200000000001, 129.92000000000002]","[68, 61, 94, 89]",0.432568790716541
chihuahua_82,10,"[78.4, 38.448, 64.96000000000001, 121.408]","[71, 95, 92, 80]",0.3818371988722988
Abyssinian_44,0,"[10.181818181818182, 7.751515151515152, 157.93131313131315, 207.03030303030303]","[68, 23, 95, 137]",0.3980540145079474
german_shorthaired_84,14,"[0.0, 69.36, 172.928, 117.376]","[36, 72, 121, 128]",0.6338559551440915
leonberger_38,19,"[92.96000000000001, 76.608, 99.904, 146.496]","[81, 67, 88, 101]",0.4192959144910824
Siamese_99,32,"[4.032, 32.616, 166.208, 165.312]","[52, 70, 108, 118]",0.46381998661011964
english_setter_70,13,"[28.224, 39.056, 175.168, 154.56]","[37, 51, 127, 93]",0.4362493461467763
boxer_21,8,"[0.0, 41.480000000000004, 217.28, 143.36]","[92, 52, 132, 100]",0.3936990453879187
japanese_chin_75,17,"[167.552, 28.448, 56.448, 163.52]","[59, 39, 95, 94]",0.0
Abyssinian_96,0,"[86.688, 54.208, 72.128, 157.696]","[78, 55, 87, 128]",0.6953189058259334
Russian_Blue_62,27,"[70.336, 63.984, 76.608, 122.75200000000001]","[63, 67, 89, 102]",0.7324882870806941
Egyptian_Mau_90,11,"[37.536842105263155, 4.126315789473684, 133.22105263157894, 211.0315789473684]","[59, 54, 96, 123]",0.4200065229038173
Persian_70,23,"[53.128, 38.528, 126.784, 172.48]","[45, 92, 108, 95]",0.4190767164456222
pug_37,25,"[76.16, 43.272, 86.016, 91.84]","[76, 56, 97, 81]",0.7601699029849825
Birman_80,6,"[13.44, 24.240000000000002, 185.472, 160.38400000000001]","[85, 68, 104, 90]",0.31465631552596746
great_pyrenees_32,15,"[7.168, 57.568, 109.312, 137.088]","[19, 55, 106, 93]",0.5499926820302743
newfoundland_193,22,"[0.0, 80.904, 148.288, 105.28]","[60, 62, 102, 92]",0.3480427576110779
Siamese_76,32,"[42.784, 4.928, 142.912, 205.184]","[58, 40, 102, 111]",0.3861099215630455
Abyssinian_228,0,"[1.4933333333333334, 28.0, 197.12, 168.0]","[41, 68, 147, 116]",0.5149147727272727
yorkshire_terrier_22,36,"[34.048, 37.448, 182.784, 148.288]","[43, 57, 125, 98]",0.4519515746253184
miniature_pinscher_25,21,"[45.696, 39.647999999999996, 102.592, 151.872]","[59, 59, 94, 104]",0.5778115644158205
newfoundland_34,22,"[42.608000000000004, 31.36, 155.45600000000002, 191.744]","[65, 53, 111, 109]",0.40590107818727417
shiba_inu_76,31,"[73.92, 39.688, 82.432, 146.048]","[66, 60, 99, 100]",0.601876685149577
japanese_chin_58,17,"[54.656, 37.408, 119.616, 125.44]","[69, 41, 101, 91]",0.6125442188813728
havanese_95,16,"[40.376, 12.544, 139.328, 170.24]","[64, 30, 116, 80]",0.3898566854154406
yorkshire_terrier_89,36,"[54.656, 48.2, 151.424, 136.64000000000001]","[63, 62, 97, 88]",0.41255498464785073
saint_bernard_38,28,"[86.384, 34.944, 63.168, 151.872]","[62, 30, 99, 81]",0.37509767222274604
pug_44,25,"[50.44, 28.224, 135.296, 195.328]","[65, 30, 97, 101]",0.3707179781183238
havanese_74,16,"[10.752, 42.336, 213.248, 114.24000000000001]","[74, 73, 112, 69]",0.3172224772261846
wheaten_terrier_54,35,"[31.584, 47.488, 101.248, 173.376]","[60, 35, 83, 122]",0.40478988535753624
Siamese_85,32,"[82.856, 11.648, 102.144, 197.568]","[94, 27, 97, 107]",0.46762172679275654
scottish_terrier_79,30,"[27.232, 2.688, 133.504, 169.792]","[34, 44, 113, 83]",0.4137566946724326
Abyssinian_221,0,"[8.96, 26.46666666666667, 182.93333333333334, 176.21333333333334]","[53, 59, 110, 107]",0.3651277561785696
scottish_terrier_40,30,"[27.133333333333333, 7.933333333333334, 175.0, 216.06666666666666]","[39, 53, 107, 106]",0.2999603297042359
samoyed_85,29,"[71.68, 28.896, 100.352, 155.904]","[72, 30, 93, 100]",0.5944285474734845
saint_bernard_20,28,"[150.08, 109.536, 73.92, 77.952]","[147, 105, 77, 85]",0.8803990588235291
Russian_Blue_85,27,"[60.032000000000004, 42.824, 163.968, 142.912]","[68, 73, 119, 97]",0.49259602072367054
pomeranian_85,24,"[37.0, 27.776, 148.288, 195.776]","[60, 33, 109, 105]",0.3942306066048478
american_pit_bull_terrier_97,2,"[39.872, 28.0, 176.512, 168.0]","[42, 34, 101, 100]",0.34059467695707724
Persian_30,23,"[23.344, 0.448, 176.512, 223.552]","[46, 35, 127, 113]",0.3636883327802398
miniature_pinscher_71,21,"[44.800000000000004, 64.776, 102.144, 97.664]","[59, 65, 102, 87]",0.683217950137239
staffordshire_bull_terrier_58,1,"[26.896, 1.792, 164.864, 221.312]","[52, 0, 129, 120]",0.41530091684793774
staffordshire_bull_terrier_34,34,"[78.848, 53.16, 77.952, 103.936]","[66, 57, 97, 89]",0.7081271699508411
Siamese_92,32,"[0.0, 49.056, 210.56, 136.64000000000001]","[104, 53, 120, 87]",0.3096412347087185
saint_bernard_82,28,"[34.048, 53.536, 189.952, 142.464]","[65, 49, 100, 92]",0.3178784256216657
wheaten_terrier_37,35,"[37.0, 7.6160000000000005, 149.184, 216.38400000000001]","[61, 34, 123, 108]",0.411511024587777
Birman_76,6,"[0.448, 33.824, 223.552, 162.17600000000002]","[19, 55, 122, 103]",0.3466026758387674
Siamese_39,32,"[17.92, 47.304, 154.112, 122.304]","[91, 36, 104, 95]",0.30902725729899505
samoyed_52,29,"[52.68, 6.72, 130.816, 217.28]","[61, 0, 107, 120]",0.41591695909032095
boxer_9,8,"[48.712, 17.472, 138.88, 206.528]","[53, 18, 106, 93]",0.3436925882066493
shiba_inu_40,31,"[90.496, 46.816, 98.56, 116.48]","[65, 39, 125, 101]",0.6155205381419389
miniature_pinscher_29,21,"[15.232000000000001, 43.024, 118.272, 153.216]","[54, 62, 84, 94]",0.40301239978366216
Siamese_75,32,"[32.896, 9.856, 159.04, 214.144]","[43, 65, 137, 134]",0.5390301875508882
pomeranian_21,24,"[79.296, 61.192, 109.76, 107.968]","[73, 65, 97, 78]",0.5732546899250393
British_Shorthair_218,9,"[0.0, 20.96, 186.66666666666669, 189.65333333333334]","[59, 55, 112, 103]",0.32585770528683916
staffordshire_bull_terrier_28,34,"[43.456, 56.263999999999996, 106.624, 117.376]","[64, 53, 96, 90]",0.5454240044775479
Siamese_227,32,"[38.0, 7.466666666666667, 144.10666666666668, 216.53333333333333]","[82, 30, 101, 103]",0.32946754363275127
havanese_29,16,"[41.664, 42.376, 113.792, 139.776]","[27, 44, 94, 87]",0.40173262839293383
Egyptian_Mau_92,11,"[52.02452316076294, 59.81471389645777, 117.7983651226158, 133.66757493188013]","[71, 97, 89, 85]",0.48044491405960676
samoyed_50,29,"[85.568, 31.584, 138.43200000000002, 164.416]","[106, 36, 99, 99]",0.4306156579784899
