index,pred_class,true_bbox,cam_bboxes,densenet_adv_iou
great_pyrenees_62,15,"[53.536, 65.856, 128.576, 126.336]","[103, 79, 81, 73]",0.35254037813754324
scottish_terrier_94,30,"[45.92, 28.672, 87.808, 139.776]","[68, 45, 67, 70]",0.3721709481545938
Abyssinian_46,0,"[37.0, 38.08, 142.464, 126.784]","[112, 29, 76, 79]",0.24378857350706218
Bombay_205,7,"[9.666666666666668, 0.9333333333333333, 203.46666666666667, 223.06666666666666]","[57, 57, 81, 76]",0.13563465384618398
Russian_Blue_204,27,"[0.448, 59.400000000000006, 218.17600000000002, 125.888]","[46, 75, 64, 63]",0.14680106772005022
samoyed_78,29,"[41.856, 8.96, 150.08, 215.04]","[89, 25, 68, 64]",0.13484871560564524
Ragdoll_30,6,"[77.952, 33.408, 146.048, 166.656]","[97, 68, 69, 67]",0.1899360165536133
Birman_88,6,"[11.648, 28.448, 211.45600000000002, 153.216]","[40, 36, 70, 66]",0.14259944750647804
wheaten_terrier_5,35,"[0.0, 32.888, 215.488, 107.52]","[117, 62, 73, 73]",0.23000293298842406
miniature_pinscher_28,21,"[101.696, 38.544, 60.928000000000004, 148.288]","[99, 42, 67, 89]",0.5663104463363537
Russian_Blue_45,27,"[37.448, 6.272, 148.736, 217.728]","[66, 53, 73, 74]",0.16681081294818983
english_setter_94,13,"[59.848, 38.976, 126.336, 185.024]","[82, 55, 69, 74]",0.21843670785763175
shiba_inu_75,31,"[80.864, 42.112, 42.112, 129.472]","[70, 38, 68, 69]",0.3686793604892037
chihuahua_57,10,"[0.896, 41.480000000000004, 191.744, 144.256]","[100, 67, 79, 82]",0.2341991286740795
pug_90,25,"[57.496, 52.864000000000004, 116.928, 154.112]","[61, 76, 67, 70]",0.26026625607807946
saint_bernard_64,28,"[44.800000000000004, 51.296, 102.144, 144.704]","[46, 59, 75, 67]",0.3399716231714292
yorkshire_terrier_82,36,"[66.304, 39.0, 142.464, 138.43200000000002]","[85, 42, 68, 74]",0.25515201653721264
pomeranian_46,24,"[0.0, 37.448, 224.0, 125.44]","[111, 59, 77, 67]",0.1836037149234694
american_pit_bull_terrier_194,2,"[42.56, 49.653333333333336, 181.44, 144.85333333333335]","[91, 56, 72, 69]",0.1890253524090048
basset_hound_25,3,"[74.136, 70.784, 107.968, 138.43200000000002]","[76, 77, 66, 65]",0.28702897637724056
german_shorthaired_20,14,"[52.64, 5.824, 98.56, 153.216]","[59, 22, 73, 77]",0.3722277699456975
basset_hound_69,3,"[54.576, 32.704, 120.96000000000001, 145.15200000000002]","[72, 74, 67, 70]",0.26712100520935395
Birman_199,6,"[19.712, 37.448, 204.288, 147.84]","[80, 56, 80, 70]",0.18541856535277584
Ragdoll_44,26,"[0.448, 37.0, 223.104, 142.016]","[67, 70, 78, 75]",0.18463381062394174
german_shorthaired_72,14,"[53.576, 71.68, 108.416, 152.32]","[82, 91, 73, 84]",0.3713229868393638
Birman_44,6,"[69.888, 54.432, 129.472, 141.568]","[85, 69, 72, 67]",0.2631881587333369
staffordshire_bull_terrier_55,35,"[72.128, 44.616, 65.856, 137.088]","[68, 31, 81, 74]",0.360026979453667
Persian_41,6,"[0.0, 37.0, 224.0, 148.736]","[45, 58, 134, 80]",0.321758974674207
Abyssinian_22,0,"[33.6, 49.056, 156.8, 122.75200000000001]","[41, 65, 86, 75]",0.33510821886105846
Egyptian_Mau_74,11,"[97.888, 28.224, 91.84, 185.92000000000002]","[124, 47, 62, 94]",0.34131985882804483
Maine_Coon_24,20,"[42.376, 31.36, 101.248, 191.744]","[67, 42, 71, 82]",0.29989136774654446
yorkshire_terrier_25,36,"[64.512, 37.408, 87.808, 131.712]","[91, 46, 66, 77]",0.3959205072200235
english_cocker_spaniel_23,12,"[37.896, 32.704, 147.392, 191.296]","[68, 54, 78, 77]",0.21301271455315898
beagle_34,4,"[6.72, 30.616, 155.008, 169.792]","[61, 37, 77, 71]",0.20771972412624815
chihuahua_33,10,"[41.032, 46.144, 115.584, 174.272]","[55, 55, 71, 76]",0.2678838955023631
saint_bernard_21,28,"[10.752, 33.824, 99.008, 85.12]","[0, 38, 87, 67]",0.5584441120205428
Sphynx_242,33,"[6.0927999999999995, 25.3008, 217.5488, 173.824]","[28, 46, 74, 73]",0.14285259966847436
pug_25,25,"[34.496, 50.44, 131.264, 135.744]","[59, 72, 75, 65]",0.2735951177264066
Bombay_38,7,"[46.08, 49.92, 136.32, 120.32000000000001]","[111, 57, 64, 60]",0.23411747078213963
Bengal_57,5,"[6.72, 47.712, 178.752, 143.36]","[101, 68, 83, 73]",0.23644059876652726
leonberger_85,19,"[26.88, 63.392, 174.72, 118.72]","[35, 62, 71, 67]",0.22350348080921892
Abyssinian_212,27,"[38.266666666666666, 20.533333333333335, 117.60000000000001, 195.06666666666666]","[64, 75, 64, 68]",0.189713616136817
american_pit_bull_terrier_25,14,"[11.648, 45.168, 206.528, 120.96000000000001]","[35, 66, 78, 66]",0.20607144701698468
miniature_pinscher_53,21,"[28.448, 25.088, 137.536, 198.016]","[86, 39, 67, 74]",0.18204965054175015
yorkshire_terrier_73,36,"[32.448, 22.848, 159.488, 182.784]","[95, 43, 70, 77]",0.18489389698997574
pug_31,25,"[70.70400000000001, 68.544, 75.264, 121.408]","[77, 73, 73, 71]",0.5196060738230223
yorkshire_terrier_87,36,"[0.0, 37.0, 223.552, 147.84]","[69, 82, 100, 69]",0.20877504080517248
scottish_terrier_26,36,"[70.784, 39.24, 88.70400000000001, 146.048]","[79, 80, 72, 77]",0.4279414986853636
japanese_chin_33,28,"[56.896, 56.672, 93.184, 106.624]","[95, 70, 76, 79]",0.37549152411080067
pomeranian_53,24,"[55.104, 55.775999999999996, 108.416, 110.208]","[75, 59, 76, 67]",0.42616903771183934
Bengal_2,5,"[19.78666666666667, 23.6, 188.16, 169.86666666666667]","[129, 137, 53, 20]",0.033164266491525964
saint_bernard_96,28,"[36.288000000000004, 67.568, 139.328, 102.144]","[38, 57, 79, 70]",0.31162923673639015
pug_54,25,"[69.888, 57.608000000000004, 90.496, 128.576]","[77, 64, 72, 66]",0.40840132064831314
saint_bernard_89,28,"[9.408, 53.032, 139.328, 118.272]","[28, 56, 67, 69]",0.28054565672183807
scottish_terrier_37,30,"[55.816, 70.336, 96.32000000000001, 112.896]","[73, 78, 70, 70]",0.45061023440383896
basset_hound_70,3,"[0.896, 29.792, 169.344, 164.864]","[73, 75, 72, 80]",0.2063131153082351
boxer_78,8,"[0.0, 42.336, 223.552, 153.66400000000002]","[42, 58, 72, 71]",0.14881275313165748
Persian_66,23,"[17.472, 25.992, 184.576, 162.17600000000002]","[117, 36, 65, 68]",0.14765918084097876
Abyssinian_75,0,"[65.77894736842106, 60.12631578947368, 94.90526315789472, 163.28421052631577]","[79, 85, 81, 79]",0.41293112713951213
Persian_268,23,"[0.64, 37.64, 223.36, 147.20000000000002]","[30, 70, 70, 65]",0.13838792123458327
scottish_terrier_23,30,"[87.808, 47.856, 107.968, 129.472]","[76, 53, 80, 66]",0.30496157561338455
staffordshire_bull_terrier_79,34,"[83.776, 25.784, 74.368, 161.728]","[80, 41, 69, 66]",0.3506494168633561
British_Shorthair_268,9,"[43.186440677966104, 5.905838041431262, 131.1939736346516, 197.00188323917138]","[77, 30, 74, 66]",0.18896935955084956
american_bulldog_203,1,"[44.168, 39.424, 119.168, 178.304]","[93, 34, 72, 78]",0.23459744043125094
english_setter_81,13,"[33.6, 46.856, 166.656, 116.48]","[41, 44, 75, 62]",0.22601315893673335
japanese_chin_69,17,"[28.448, 4.032, 159.936, 218.17600000000002]","[105, 63, 74, 67]",0.14208666379429447
Egyptian_Mau_27,11,"[59.36, 28.672, 132.608, 189.504]","[87, 67, 69, 103]",0.2828122448123873
miniature_pinscher_70,21,"[73.696, 34.944, 78.848, 153.216]","[77, 39, 72, 82]",0.4887103615369593
pug_34,25,"[49.728, 21.856, 174.272, 190.4]","[92, 59, 91, 75]",0.20568759316065757
japanese_chin_25,17,"[64.06400000000001, 41.888, 135.744, 138.88]","[73, 73, 74, 72]",0.28262063368943874
wheaten_terrier_93,35,"[0.448, 47.263999999999996, 212.8, 148.288]","[64, 51, 69, 69]",0.15087613495867416
keeshond_83,18,"[0.0, 28.448, 223.552, 167.552]","[48, 62, 126, 105]",0.3532089245335592
wheaten_terrier_3,35,"[0.448, 42.0, 223.552, 139.328]","[88, 54, 75, 77]",0.18541079920520873
shiba_inu_95,31,"[75.712, 24.192, 142.016, 191.296]","[89, 76, 69, 74]",0.18794797255702939
newfoundland_191,22,"[70.784, 65.408, 153.216, 158.144]","[57, 37, 128, 80]",0.20619787099948228
Egyptian_Mau_25,11,"[4.032, 23.240000000000002, 218.624, 178.752]","[99, 66, 83, 79]",0.16778627713950733
english_cocker_spaniel_198,12,"[49.448, 29.12, 112.0, 147.392]","[79, 37, 73, 74]",0.3272371828670678
beagle_92,3,"[72.128, 72.80000000000001, 92.288, 102.144]","[71, 72, 70, 72]",0.5127781168483141
Bombay_34,7,"[63.168, 59.568, 88.70400000000001, 100.8]","[71, 69, 64, 68]",0.48672667720286766
pug_91,25,"[60.480000000000004, 93.408, 107.072, 89.152]","[100, 96, 76, 67]",0.4475987690165157
yorkshire_terrier_97,36,"[37.0, 29.12, 146.94400000000002, 115.584]","[89, 62, 73, 71]",0.305162828168349
basset_hound_48,3,"[128.8, 0.0, 66.752, 146.496]","[57, 47, 67, 81]",0.0
Maine_Coon_77,20,"[21.056, 46.816, 202.94400000000002, 108.416]","[30, 59, 69, 70]",0.2195217391729282
Egyptian_Mau_83,11,"[10.560669456066947, 3.7489539748953975, 204.31799163179917, 207.12970711297072]","[32, 65, 155, 88]",0.3223037572033047
Birman_3,6,"[0.0, 28.0, 197.568, 164.864]","[118, 32, 72, 72]",0.15915583180920995
basset_hound_63,3,"[17.024, 54.472, 129.92000000000002, 116.48]","[83, 78, 65, 68]",0.2859732700722799
yorkshire_terrier_26,36,"[38.792, 26.88, 146.94400000000002, 176.96]","[91, 58, 70, 80]",0.2153580249636131
staffordshire_bull_terrier_44,34,"[43.008, 66.568, 113.792, 118.72]","[67, 78, 72, 76]",0.4050517101804323
newfoundland_29,22,"[72.57600000000001, 58.464, 102.592, 135.296]","[93, 69, 71, 80]",0.4092134337757198
Ragdoll_69,26,"[0.0, 29.344, 224.0, 166.656]","[72, 89, 87, 75]",0.17478797214450295
pug_20,25,"[97.21600000000001, 80.864, 126.336, 114.688]","[89, 69, 69, 68]",0.21638399735679129
english_cocker_spaniel_191,12,"[72.57600000000001, 50.848, 151.424, 121.85600000000001]","[75, 47, 67, 66]",0.22256772328378244
samoyed_99,29,"[3.136, 41.44, 219.96800000000002, 154.112]","[47, 76, 74, 70]",0.1528036741919332
chihuahua_197,10,"[56.413333333333334, 0.0, 102.29333333333334, 174.72]","[59, 0, 68, 93]",0.35383591252334734
Abyssinian_25,0,"[37.0, 23.744, 108.416, 126.784]","[68, 42, 78, 77]",0.43226010256674136
newfoundland_40,22,"[0.0, 57.608000000000004, 168.89600000000002, 128.12800000000001]","[78, 66, 78, 75]",0.27032888601546234
Persian_42,23,"[4.928, 39.096000000000004, 216.38400000000001, 153.216]","[111, 101, 66, 61]",0.12143517576475941
wheaten_terrier_192,35,"[63.984, 117.824, 103.488, 83.328]","[62, 113, 71, 72]",0.5095177503104491
Bengal_53,12,"[51.52, 56.712, 172.48, 117.824]","[57, 67, 66, 64]",0.2078506579166159
staffordshire_bull_terrier_67,34,"[20.608, 55.368, 140.224, 129.92000000000002]","[53, 73, 85, 75]",0.3499305228453616
shiba_inu_23,31,"[50.176, 53.608000000000004, 158.144, 134.4]","[158, 46, 66, 59]",0.11461693095737804
Ragdoll_219,6,"[0.7466666666666667, 42.973333333333336, 174.72, 142.61333333333334]","[72, 63, 79, 71]",0.22510372831170325
miniature_pinscher_99,21,"[48.832, 46.408, 175.168, 138.88]","[58, 66, 71, 77]",0.2247266587209919
British_Shorthair_230,7,"[44.053333333333335, 93.70666666666666, 103.78666666666668, 56.0]","[77, 74, 79, 77]",0.5003826095146156
Maine_Coon_58,20,"[52.232, 57.792, 132.16, 162.17600000000002]","[79, 80, 71, 75]",0.24844656557023034
english_setter_40,13,"[0.0, 32.928, 167.552, 162.17600000000002]","[58, 69, 77, 73]",0.2068604116370305
japanese_chin_77,17,"[48.832, 26.92, 128.576, 180.544]","[101, 40, 74, 64]",0.20401811133839587
beagle_46,4,"[0.0, 51.096000000000004, 161.728, 134.848]","[55, 72, 95, 76]",0.3310605803783307
wheaten_terrier_68,35,"[64.06400000000001, 40.136, 121.408, 139.776]","[91, 51, 70, 74]",0.3052459053093278
Siamese_52,32,"[54.208, 30.240000000000002, 152.32, 165.312]","[83, 68, 71, 66]",0.18609768602562976
miniature_pinscher_56,21,"[51.336, 21.952, 100.352, 195.328]","[70, 44, 66, 79]",0.2659992984589396
newfoundland_90,22,"[61.032000000000004, 34.048, 98.56, 170.68800000000002]","[79, 72, 77, 90]",0.41193581271091106
basset_hound_196,8,"[29.12, 118.536, 80.19200000000001, 59.584]","[42, 94, 81, 78]",0.48000278966363047
staffordshire_bull_terrier_37,34,"[4.928, 37.168, 184.576, 152.32]","[68, 46, 98, 77]",0.26840131531981726
havanese_59,16,"[6.272, 41.928, 178.752, 143.36]","[59, 92, 72, 68]",0.1910568033604419
miniature_pinscher_195,21,"[60.10666666666667, 56.74666666666667, 99.30666666666667, 166.50666666666666]","[78, 74, 71, 77]",0.3306275528266534
Siamese_33,32,"[28.448, 6.272, 154.56, 217.728]","[77, 45, 80, 81]",0.1925589076210194
Birman_23,6,"[64.512, 42.448, 159.488, 138.43200000000002]","[91, 61, 65, 64]",0.18842079211961865
shiba_inu_28,31,"[78.848, 72.944, 106.176, 107.52]","[121, 65, 78, 73]",0.32175960655466807
Maine_Coon_35,20,"[39.872, 58.504000000000005, 134.4, 99.904]","[46, 71, 71, 73]",0.3860104509853268
Bengal_50,5,"[79.52000000000001, 17.92, 112.44800000000001, 206.08]","[90, 50, 64, 79]",0.21818228417297975
leonberger_60,19,"[87.584, 0.0, 51.072, 32.256]","[76, 91, 73, 69]",0.0
scottish_terrier_67,30,"[28.200000000000003, 0.896, 171.136, 223.104]","[83, 42, 79, 66]",0.1365596179729067
german_shorthaired_55,14,"[63.288000000000004, 49.728, 107.072, 146.496]","[71, 54, 75, 73]",0.34904582034533516
Bombay_201,7,"[42.22666666666667, 1.4933333333333334, 143.36, 221.01333333333335]","[65, 32, 68, 77]",0.1652544529741795
havanese_6,16,"[10.752, 7.6160000000000005, 192.64000000000001, 211.904]","[30, 56, 69, 71]",0.12001121017879593
yorkshire_terrier_54,36,"[45.616, 18.816, 140.672, 204.288]","[75, 57, 73, 75]",0.1905169432160645
Bengal_21,5,"[22.400000000000002, 66.12, 195.776, 107.52]","[38, 86, 114, 65]",0.35202175299467614
great_pyrenees_7,15,"[73.024, 79.968, 103.04, 76.16]","[51, 59, 82, 74]",0.29629092067298807
american_pit_bull_terrier_71,2,"[43.904, 65.184, 116.48, 130.368]","[43, 65, 79, 70]",0.3572286542007961
american_pit_bull_terrier_46,34,"[53.128, 0.0, 132.16, 224.0]","[68, 0, 84, 86]",0.24402239709443102
yorkshire_terrier_44,36,"[34.048, 42.824, 104.83200000000001, 141.568]","[67, 50, 66, 74]",0.32909151671866405
pug_77,25,"[44.352000000000004, 57.568, 141.12, 129.024]","[41, 56, 66, 63]",0.20783792148892985
samoyed_76,29,"[52.864000000000004, 50.848, 94.528, 140.224]","[66, 60, 70, 69]",0.3643882043300793
Egyptian_Mau_223,11,"[84.21621621621622, 55.351351351351354, 73.51351351351352, 136.64864864864865]","[95, 71, 67, 92]",0.5528761345575611
shiba_inu_94,31,"[90.048, 75.632, 82.88, 65.856]","[85, 74, 64, 61]",0.5970135473556564
Bengal_78,5,"[1.344, 43.72, 196.22400000000002, 135.296]","[36, 91, 104, 69]",0.2702995661205605
Ragdoll_77,6,"[33.344, 7.168, 157.696, 211.904]","[68, 29, 79, 71]",0.16785164730622934
saint_bernard_193,13,"[38.344, 74.368, 147.392, 149.632]","[93, 68, 71, 78]",0.22597158932708036
japanese_chin_35,17,"[48.384, 60.744, 92.288, 101.696]","[41, 63, 80, 71]",0.5202777197221985
staffordshire_bull_terrier_4,2,"[3.136, 40.544, 194.43200000000002, 154.112]","[58, 76, 82, 70]",0.19156126324310668
miniature_pinscher_24,21,"[55.088, 13.44, 137.536, 199.36]","[62, 29, 67, 92]",0.22480616427663921
chihuahua_32,10,"[47.263999999999996, 11.648, 115.136, 191.296]","[65, 27, 79, 75]",0.26901179870475606
Egyptian_Mau_51,11,"[0.448, 43.824, 129.024, 109.76]","[60, 51, 73, 80]",0.3847821239902349
Egyptian_Mau_57,11,"[0.0, 46.944, 198.464, 162.17600000000002]","[40, 104, 69, 79]",0.16935883488904335
wheaten_terrier_32,35,"[67.2, 57.608000000000004, 57.344, 77.504]","[68, 59, 78, 72]",0.6797491267085202
chihuahua_42,1,"[54.408, 0.0, 124.096, 224.0]","[76, 29, 77, 76]",0.2105224987106756
american_pit_bull_terrier_95,2,"[45.0, 60.480000000000004, 131.264, 150.528]","[67, 84, 70, 74]",0.2621602448573286
great_pyrenees_44,15,"[39.872, 89.864, 179.20000000000002, 65.408]","[36, 67, 79, 77]",0.2960714921961235
Bengal_37,5,"[24.192, 92.96000000000001, 146.048, 64.96000000000001]","[74, 81, 80, 68]",0.42925761045248695
beagle_70,4,"[64.06400000000001, 46.0, 115.584, 119.168]","[90, 41, 62, 78]",0.3213595286088607
pomeranian_19,24,"[25.088, 33.448, 134.4, 155.904]","[59, 59, 75, 62]",0.22191999105676755
Birman_42,6,"[38.448, 14.336, 133.056, 179.648]","[78, 27, 76, 72]",0.22892289992396866
english_cocker_spaniel_71,12,"[0.0, 65.408, 157.248, 158.592]","[86, 61, 85, 87]",0.22248736107099154
pug_53,25,"[47.752, 24.64, 123.648, 182.336]","[82, 36, 73, 68]",0.22017715389221598
american_bulldog_94,1,"[5.376, 38.448, 213.696, 144.256]","[40, 97, 83, 70]",0.1884715723177431
Russian_Blue_71,27,"[43.68, 75.264, 145.15200000000002, 127.232]","[86, 90, 66, 64]",0.22872020482684466
Sphynx_229,33,"[18.334519572953738, 17.580071174377224, 156.24199288256227, 192.91103202846975]","[46, 57, 81, 79]",0.21230355966024728
english_setter_46,13,"[50.176, 28.0, 171.136, 167.552]","[66, 89, 81, 74]",0.20903824255785133
Bombay_200,7,"[59.77333333333333, 30.613333333333333, 112.0, 173.97333333333333]","[88, 39, 63, 65]",0.21016151900674435
Maine_Coon_23,20,"[46.816, 0.0, 149.184, 222.656]","[57, 24, 67, 75]",0.151279268504944
american_bulldog_205,1,"[4.48, 60.296, 181.888, 112.0]","[113, 71, 80, 76]",0.2671059953185286
leonberger_61,19,"[9.408, 72.32, 206.528, 90.496]","[41, 74, 66, 63]",0.2224724113835307
Persian_94,23,"[68.36, 42.56, 117.376, 181.44]","[104, 69, 66, 63]",0.19524150308978552
shiba_inu_206,31,"[0.0, 76.872, 120.512, 109.76]","[66, 71, 69, 69]",0.2365570110028124
Russian_Blue_208,27,"[6.272, 40.584, 217.28, 142.464]","[82, 70, 77, 75]",0.1865636809820213
scottish_terrier_75,36,"[0.0, 19.136, 218.17600000000002, 188.16]","[126, 36, 74, 88]",0.1586280962957198
Sphynx_36,33,"[77.504, 46.856, 146.496, 137.984]","[77, 65, 80, 77]",0.3022376229480872
Ragdoll_95,0,"[0.0, 55.775999999999996, 162.624, 139.776]","[86, 63, 71, 75]",0.23426227958999873
leonberger_80,19,"[64.06400000000001, 63.224000000000004, 96.768, 97.21600000000001]","[76, 63, 77, 72]",0.5864148176683196
pug_72,25,"[26.432000000000002, 52.232, 150.528, 131.712]","[91, 55, 67, 65]",0.21965724059151118
Egyptian_Mau_222,11,"[1.1789473684210525, 48.78947368421053, 185.09473684210525, 136.16842105263157]","[79, 72, 68, 74]",0.1996503891489593
leonberger_36,19,"[28.896, 25.984, 147.84, 176.96]","[113, 29, 57, 57]",0.1241888621098612
chihuahua_60,33,"[117.824, 104.608, 66.752, 66.304]","[132, 96, 68, 69]",0.5342925781577454
yorkshire_terrier_200,12,"[56.0, 69.21600000000001, 128.576, 90.496]","[70, 72, 76, 77]",0.5029386633909783
saint_bernard_24,28,"[20.608, 85.344, 148.288, 107.072]","[102, 80, 69, 65]",0.24375824237125185
saint_bernard_200,28,"[88.70400000000001, 92.06400000000001, 114.688, 74.816]","[97, 97, 67, 64]",0.4997379284797751
Egyptian_Mau_70,35,"[5.824, 98.928, 168.448, 86.016]","[95, 98, 84, 79]",0.4143545427161674
beagle_27,4,"[84.488, 73.024, 77.504, 133.504]","[90, 74, 69, 77]",0.5134775031312522
english_setter_90,13,"[7.6160000000000005, 56.263999999999996, 196.672, 130.368]","[100, 65, 85, 73]",0.24200717863760587
japanese_chin_195,17,"[88.256, 31.136, 135.296, 164.864]","[118, 58, 72, 75]",0.2420934113819729
Bombay_77,7,"[26.328358208955223, 50.04477611940298, 175.1044776119403, 128.71641791044775]","[32, 53, 65, 68]",0.196106086330016
Sphynx_53,33,"[45.472, 23.744, 78.848, 83.328]","[62, 35, 69, 77]",0.6076430904374366
boxer_97,8,"[0.0, 6.272, 224.0, 216.832]","[39, 71, 126, 78]",0.20234559474616293
keeshond_31,18,"[21.952, 35.536, 166.208, 148.736]","[44, 51, 64, 70]",0.18122161344646975
Bengal_194,5,"[35.46666666666667, 16.8, 124.13333333333334, 201.6]","[76, 37, 62, 114]",0.28243440233236156
japanese_chin_8,17,"[34.944, 39.2, 171.136, 137.088]","[102, 40, 80, 81]",0.27620668686322697
Birman_99,26,"[13.621621621621621, 30.61261261261261, 200.28828828828827, 166.99099099099098]","[136, 29, 88, 70]",0.15543529262100922
havanese_38,16,"[36.288000000000004, 39.688, 164.416, 145.6]","[45, 57, 82, 76]",0.26032866510678887
Birman_8,6,"[45.472, 47.936, 127.68, 168.448]","[74, 91, 71, 68]",0.224480452175271
Ragdoll_29,6,"[41.216, 32.480000000000004, 169.344, 163.072]","[76, 92, 81, 73]",0.214120706416397
great_pyrenees_43,35,"[71.00800000000001, 46.144, 124.992, 150.528]","[65, 42, 72, 81]",0.2591010612011341
english_setter_96,13,"[42.336, 32.704, 119.616, 179.648]","[87, 40, 72, 109]",0.365213928604309
Russian_Blue_24,27,"[0.448, 39.24, 175.168, 145.15200000000002]","[101, 60, 66, 64]",0.16612925363382067
boxer_7,8,"[4.032, 5.448, 180.544, 212.352]","[84, 21, 75, 75]",0.14671790295177026
havanese_42,36,"[50.848, 10.304, 122.304, 190.4]","[70, 45, 77, 84]",0.27775533290239174
Sphynx_48,33,"[57.120000000000005, 26.88, 113.792, 159.04]","[64, 41, 72, 82]",0.3262332713943956
english_setter_43,13,"[47.128, 15.232000000000001, 145.15200000000002, 208.768]","[75, 39, 77, 86]",0.21852554977443206
beagle_19,4,"[69.888, 58.056, 90.048, 128.576]","[72, 60, 81, 71]",0.4967174135632723
Siamese_50,32,"[17.472, 11.896, 206.528, 201.15200000000002]","[89, 91, 79, 75]",0.14262151987816368
boxer_55,8,"[57.344, 36.504000000000005, 147.392, 170.68800000000002]","[69, 48, 70, 73]",0.20311593602091532
Persian_267,23,"[13.888, 50.296, 146.94400000000002, 142.912]","[38, 58, 66, 64]",0.2011422735620741
Siamese_72,32,"[0.896, 30.232, 216.38400000000001, 178.304]","[48, 56, 69, 65]",0.11624551785897418
pug_28,25,"[0.896, 37.0, 216.38400000000001, 148.736]","[37, 79, 105, 69]",0.22511122295303662
yorkshire_terrier_43,36,"[75.904, 73.47200000000001, 87.808, 103.488]","[74, 99, 67, 69]",0.4872428501405521
pomeranian_52,24,"[38.752, 21.504, 156.8, 202.496]","[70, 44, 83, 76]",0.19866857536314145
american_pit_bull_terrier_8,34,"[42.824, 17.472, 132.16, 188.16]","[88, 31, 75, 71]",0.21413727794386522
Bengal_196,5,"[2.245614035087719, 32.98245614035088, 221.19298245614033, 146.52631578947367]","[84, 58, 115, 90]",0.31934003998555927
great_pyrenees_5,15,"[54.656, 39.24, 102.144, 146.94400000000002]","[69, 30, 82, 72]",0.32639552497381336
saint_bernard_2,28,"[35.392, 29.344, 136.64000000000001, 139.328]","[75, 58, 73, 71]",0.2722481595162971
american_pit_bull_terrier_59,2,"[46.368, 16.576, 145.15200000000002, 206.528]","[92, 31, 73, 76]",0.1850693453849765
Birman_57,6,"[38.528, 28.0, 185.024, 163.968]","[54, 33, 68, 66]",0.14793321071531856
great_pyrenees_26,15,"[5.824, 59.808, 154.112, 117.376]","[96, 39, 78, 81]",0.1871933408119178
american_bulldog_75,1,"[28.448, 25.984, 166.656, 198.016]","[43, 34, 76, 66]",0.1519974460007328
beagle_43,14,"[61.824, 56.672, 97.664, 139.328]","[73, 66, 79, 68]",0.3947872273337784
great_pyrenees_30,15,"[70.336, 37.896, 95.424, 148.736]","[70, 62, 81, 73]",0.41417035368024285
saint_bernard_197,28,"[49.728, 47.712, 129.024, 124.992]","[68, 54, 70, 69]",0.2994983345600785
chihuahua_41,10,"[75.712, 49.096000000000004, 134.848, 136.64000000000001]","[75, 66, 77, 80]",0.3302047906842358
chihuahua_70,10,"[29.568, 38.792, 182.784, 146.94400000000002]","[97, 71, 83, 79]",0.2441266259743226
British_Shorthair_248,9,"[53.77333333333333, 41.81333333333333, 100.80000000000001, 139.62666666666667]","[51, 45, 70, 72]",0.33909932207037546
British_Shorthair_212,9,"[5.688000000000001, 8.512, 210.112, 215.488]","[51, 60, 91, 65]",0.13064139280157405
Persian_56,23,"[0.0, 20.896, 223.552, 181.888]","[80, 102, 75, 67]",0.12358149904161393
Birman_91,6,"[6.272, 55.856, 212.352, 107.072]","[39, 78, 79, 73]",0.25363996278427686
japanese_chin_84,17,"[51.296, 21.504, 137.536, 202.496]","[72, 37, 74, 67]",0.1780220034058707
Bombay_49,7,"[0.0, 26.74074074074074, 224.0, 136.19753086419752]","[137, 75, 66, 70]",0.15143446337926034
Ragdoll_6,26,"[9.706666666666667, 57.266666666666666, 176.21333333333334, 112.37333333333333]","[127, 43, 74, 79]",0.1746889866821566
saint_bernard_76,28,"[46.368, 56.448, 128.576, 101.248]","[93, 75, 63, 71]",0.34359950879229306
Maine_Coon_222,23,"[0.0, 26.48, 223.25333333333333, 174.72]","[68, 82, 66, 62]",0.1049047255897471
newfoundland_56,22,"[144.256, 108.68, 79.744, 65.856]","[63, 77, 75, 70]",0.0
Egyptian_Mau_8,11,"[22.400000000000002, 56.04, 198.24, 130.66666666666669]","[36, 78, 82, 72]",0.22792409942185102
japanese_chin_27,17,"[35.392, 54.472, 135.296, 131.264]","[84, 70, 72, 76]",0.30811688416523403
japanese_chin_79,17,"[28.672, 81.312, 136.192, 89.152]","[69, 72, 84, 75]",0.4269415972042354
Abyssinian_216,0,"[32.85333333333333, 28.746666666666666, 191.14666666666668, 167.25333333333333]","[76, 74, 79, 79]",0.19521476923550532
havanese_55,35,"[25.984, 44.128, 135.296, 141.568]","[73, 40, 78, 76]",0.287848650327188
havanese_2,35,"[0.0, 6.272, 215.488, 180.544]","[130, 41, 77, 81]",0.16031331458595727
samoyed_197,29,"[44.576, 32.704, 140.224, 189.504]","[67, 32, 74, 72]",0.19815523809608054
Abyssinian_201,0,"[70.93333333333334, 90.72, 150.08, 105.28]","[68, 93, 79, 74]",0.35142420325089985
samoyed_58,29,"[54.472, 57.344, 107.968, 162.17600000000002]","[87, 59, 69, 69]",0.2719045908951829
wheaten_terrier_193,35,"[25.088, 68.016, 187.71200000000002, 111.552]","[124, 66, 71, 72]",0.23568347323864447
Bengal_4,5,"[36.288000000000004, 37.856, 187.71200000000002, 142.912]","[59, 62, 84, 84]",0.26302548985867225
