index,pred_class,true_bbox,cam_bboxes,densenet_iou
basset_hound_60,3,"[99.904, 39.344, 81.536, 144.704]","[111, 80, 71, 72]",0.4283909578321231
boxer_59,1,"[37.448, 24.64, 133.504, 198.912]","[67, 48, 78, 82]",0.24085362820531805
Persian_86,23,"[38.344, 39.872, 131.264, 184.12800000000001]","[61, 59, 66, 66]",0.18022805706822226
Sphynx_4,33,"[86.2253052164262, 20.137624861265262, 66.3795782463929, 182.73029966703663]","[80, 33, 70, 115]",0.5709475569806141
staffordshire_bull_terrier_38,34,"[78.4, 38.752, 145.15200000000002, 156.352]","[90, 45, 87, 78]",0.299011154724545
scottish_terrier_59,30,"[63.984, 34.048, 92.736, 126.784]","[86, 58, 64, 69]",0.37559193288622866
scottish_terrier_20,30,"[46.368, 4.48, 140.672, 219.52]","[76, 33, 74, 81]",0.19410422226540427
wheaten_terrier_9,35,"[57.608000000000004, 20.608, 128.576, 203.392]","[77, 37, 74, 70]",0.19807788136206456
leonberger_191,19,"[41.44, 4.032, 137.088, 219.072]","[76, 33, 81, 90]",0.24273992572489114
american_bulldog_28,1,"[80.00800000000001, 25.984, 75.712, 145.15200000000002]","[83, 25, 76, 83]",0.5262434371388705
leonberger_81,19,"[17.92, 50.368, 193.088, 141.568]","[34, 59, 69, 65]",0.16407486915990221
american_pit_bull_terrier_84,14,"[29.12, 29.688, 181.44, 164.416]","[63, 48, 86, 77]",0.22197908707331962
yorkshire_terrier_7,16,"[64.96000000000001, 66.608, 75.712, 78.848]","[66, 62, 75, 69]",0.7588273510592309
Sphynx_237,10,"[4.71578947368421, 29.505263157894735, 213.38947368421051, 168.5894736842105]","[145, 36, 79, 75]",0.15055731960051688
British_Shorthair_265,9,"[0.29396325459317585, 28.293963254593177, 223.41207349081364, 130.51968503937007]","[63, 57, 99, 76]",0.25802758075358523
pug_193,25,"[0.0, 42.93333333333334, 214.29333333333335, 152.32]","[115, 88, 68, 63]",0.13124533349925335
Persian_266,26,"[9.625, 61.90625, 170.84375, 105.0]","[127, 55, 69, 65]",0.16079810076441492
Siamese_56,6,"[0.896, 29.344, 223.104, 166.208]","[57, 46, 67, 61]",0.11021618067793479
Egyptian_Mau_33,11,"[33.81132075471698, 60.1542730299667, 179.24972253052164, 101.93118756936738]","[55, 84, 69, 68]",0.25679846728427
newfoundland_96,22,"[49.544, 0.0, 124.544, 205.632]","[77, 22, 71, 78]",0.21624169751833586
beagle_25,4,"[34.048, 48.16, 105.28, 141.12]","[75, 49, 65, 61]",0.26338972922839266
Sphynx_29,33,"[0.0, 28.896, 209.66400000000002, 163.968]","[74, 59, 80, 91]",0.21176218665972762
pomeranian_39,24,"[57.344, 53.864000000000004, 135.296, 167.104]","[74, 74, 69, 65]",0.1983766922935749
British_Shorthair_59,9,"[62.272, 47.304, 161.728, 125.44]","[83, 90, 87, 76]",0.3259204292619304
beagle_93,4,"[29.568, 41.480000000000004, 142.912, 129.472]","[60, 69, 81, 71]",0.31081274133293363
pug_30,25,"[39.168, 6.272, 138.88, 195.328]","[83, 37, 75, 68]",0.1880035132209143
Egyptian_Mau_69,0,"[37.448, 38.976, 132.608, 152.768]","[97, 58, 64, 62]",0.19587073158501728
keeshond_8,18,"[57.53333333333333, 21.46666666666667, 127.86666666666667, 201.6]","[69, 43, 74, 78]",0.22391255772381943
saint_bernard_31,28,"[77.056, 75.08, 89.152, 101.248]","[89, 83, 70, 69]",0.5350933912609825
scottish_terrier_73,30,"[72.0, 18.666666666666668, 98.46666666666667, 205.33333333333334]","[81, 48, 69, 72]",0.24571569256741904
miniature_pinscher_95,21,"[55.368, 17.92, 112.896, 206.08]","[90, 42, 74, 82]",0.26081416326882717
Ragdoll_94,26,"[67.016, 62.272, 113.34400000000001, 138.43200000000002]","[78, 72, 74, 77]",0.36315114374158264
boxer_197,8,"[69.888, 69.21600000000001, 74.816, 77.952]","[79, 78, 74, 73]",0.6793711480796393
english_setter_50,13,"[25.984, 62.984, 147.84, 108.864]","[70, 67, 77, 78]",0.37317203115814224
wheaten_terrier_57,35,"[9.408, 28.448, 201.15200000000002, 152.768]","[102, 40, 75, 71]",0.17328575548951985
leonberger_68,19,"[9.584, 4.48, 202.94400000000002, 219.52]","[57, 60, 92, 79]",0.16314155916454973
scottish_terrier_87,30,"[71.68, 37.0, 110.208, 148.736]","[80, 54, 75, 75]",0.3431573520625559
great_pyrenees_200,15,"[103.04, 23.792, 107.072, 176.512]","[115, 42, 76, 76]",0.30561666609595645
Ragdoll_234,26,"[55.25333333333334, 59.36, 92.58666666666667, 135.14666666666668]","[75, 66, 76, 75]",0.4284780024916928
Abyssinian_33,0,"[23.89333333333333, 59.4, 151.32444444444445, 115.98222222222222]","[96, 61, 84, 80]",0.3533841164096483
saint_bernard_71,28,"[37.448, 24.192, 139.776, 168.448]","[75, 39, 73, 68]",0.21083043551401737
newfoundland_192,22,"[0.0, 31.584, 222.656, 154.112]","[80, 54, 75, 68]",0.14862754928956748
beagle_97,4,"[5.376, 56.232, 170.68800000000002, 126.336]","[43, 86, 101, 67]",0.31380948380217666
chihuahua_46,10,"[43.824, 48.384, 128.12800000000001, 142.464]","[48, 57, 79, 73]",0.31593720394048896
american_pit_bull_terrier_69,34,"[0.0, 29.792, 224.0, 165.76]","[114, 60, 81, 78]",0.17015780129619415
leonberger_29,19,"[68.992, 38.792, 130.368, 147.392]","[84, 61, 81, 74]",0.3119405429109882
saint_bernard_68,28,"[20.16, 75.488, 120.06400000000001, 82.432]","[72, 69, 76, 68]",0.38612380685881303
german_shorthaired_51,14,"[59.912, 40.32, 106.624, 153.216]","[74, 47, 80, 89]",0.4358337946707505
boxer_37,8,"[0.448, 49.096000000000004, 200.256, 105.72800000000001]","[75, 70, 76, 66]",0.23690922592447283
great_pyrenees_21,15,"[8.866666666666667, 47.2, 201.6, 130.2]","[25, 65, 79, 65]",0.19563156803940218
yorkshire_terrier_198,36,"[17.92, 39.647999999999996, 143.808, 149.184]","[93, 53, 66, 74]",0.22765141882298093
wheaten_terrier_53,30,"[0.448, 43.376, 159.04, 142.016]","[56, 60, 88, 77]",0.30000587118928085
Birman_55,6,"[53.01941747572816, 9.423948220064725, 131.93527508090617, 192.10355987055019]","[61, 101, 65, 66]",0.16926257847310078
chihuahua_7,31,"[84.224, 90.24000000000001, 85.568, 67.648]","[74, 77, 75, 75]",0.5396734190869098
staffordshire_bull_terrier_92,34,"[64.70400000000001, 46.144, 109.76, 160.38400000000001]","[76, 55, 72, 73]",0.298572783919177
great_pyrenees_75,15,"[28.896, 14.784, 145.15200000000002, 181.44]","[98, 0, 67, 84]",0.16970350945185347
Russian_Blue_34,27,"[11.0, 35.392, 199.36, 188.16]","[114, 53, 73, 68]",0.13233247753354951
miniature_pinscher_40,21,"[90.048, 36.064, 75.264, 159.936]","[88, 47, 67, 74]",0.39432749341022855
Persian_36,23,"[0.0, 53.536, 223.552, 142.464]","[47, 92, 67, 65]",0.13674279914919046
yorkshire_terrier_63,36,"[46.408, 16.128, 137.088, 193.536]","[77, 53, 62, 79]",0.1846110020011091
english_cocker_spaniel_56,12,"[39.872, 53.576, 114.24000000000001, 132.16]","[86, 75, 73, 75]",0.33032951008804756
american_pit_bull_terrier_87,3,"[61.824, 57.16, 81.536, 124.992]","[54, 55, 72, 70]",0.4002427630707551
wheaten_terrier_40,35,"[39.24, 32.256, 146.496, 191.744]","[72, 43, 79, 100]",0.2812415880997001
english_setter_83,13,"[4.032, 66.568, 175.616, 101.248]","[33, 77, 72, 72]",0.2915509485354553
Bombay_97,7,"[28.87111111111111, 27.0, 194.6311111111111, 161.77777777777777]","[138, 62, 86, 70]",0.18987333443289128
Ragdoll_36,26,"[37.448, 52.864000000000004, 142.016, 171.136]","[52, 76, 82, 80]",0.2699138601383375
boxer_67,8,"[0.0, 21.688, 222.656, 136.64000000000001]","[110, 48, 86, 73]",0.20635217713103643
Bengal_19,5,"[59.584, 39.424, 116.928, 143.808]","[99, 66, 72, 73]",0.31257467537450045
english_setter_35,13,"[10.752, 18.823999999999998, 212.352, 190.848]","[73, 56, 96, 101]",0.23924817743107224
Bombay_95,7,"[28.896, 2.688, 167.104, 220.864]","[62, 48, 79, 86]",0.18408303392541261
Siamese_28,32,"[2.688, 71.456, 178.304, 120.96000000000001]","[112, 83, 72, 73]",0.23116360592900245
pug_92,25,"[49.728, 59.400000000000006, 59.584, 104.384]","[53, 60, 72, 72]",0.5516913868112955
scottish_terrier_51,30,"[98.11200000000001, 53.984, 84.672, 142.016]","[102, 67, 78, 80]",0.5189284666848564
Bombay_87,7,"[12.992, 64.28800000000001, 150.976, 113.34400000000001]","[85, 71, 72, 66]",0.2776962287947045
Siamese_46,32,"[70.152, 16.576, 115.136, 207.424]","[84, 32, 75, 79]",0.24809511457220482
Sphynx_246,33,"[74.99065420560747, 21.98130841121495, 141.83177570093457, 193.64485981308408]","[85, 42, 62, 71]",0.1602767489513009
boxer_94,8,"[16.128, 29.344, 206.08, 166.656]","[55, 52, 97, 76]",0.2146488306928662
Birman_1,6,"[64.736, 38.976, 103.04, 185.024]","[74, 71, 74, 80]",0.31051872270120806
saint_bernard_55,28,"[3.136, 59.36, 215.936, 132.16]","[26, 55, 71, 62]",0.14186383749391268
samoyed_3,29,"[45.512, 1.792, 120.06400000000001, 219.52]","[79, 17, 72, 75]",0.20488344020215454
pug_61,25,"[28.224, 45.2, 195.776, 145.6]","[47, 86, 104, 75]",0.27363634240881707
miniature_pinscher_74,21,"[35.448, 8.064, 147.392, 210.56]","[90, 34, 69, 74]",0.1645246693225567
Abyssinian_36,0,"[78.4, 39.666666666666664, 69.06666666666666, 155.4]","[86, 55, 69, 69]",0.3769030886644699
american_bulldog_98,1,"[33.376, 75.264, 113.34400000000001, 148.736]","[78, 77, 71, 78]",0.31463404029222625
wheaten_terrier_44,35,"[60.480000000000004, 65.184, 91.84, 119.616]","[80, 68, 72, 70]",0.45878518576518024
leonberger_83,19,"[23.296, 46.816, 190.4, 148.288]","[66, 54, 68, 61]",0.1469148837782847
scottish_terrier_33,5,"[73.688, 33.152, 110.656, 149.632]","[90, 59, 73, 95]",0.41883890676261293
american_bulldog_44,1,"[44.616, 24.192, 134.4, 150.08]","[64, 30, 75, 73]",0.27143261689003956
samoyed_59,29,"[81.536, 47.088, 84.672, 87.808]","[70, 40, 67, 66]",0.3804108933817479
wheaten_terrier_25,35,"[59.504000000000005, 44.800000000000004, 116.48, 179.20000000000002]","[86, 63, 74, 89]",0.31552397100667184
leonberger_8,19,"[0.0, 55.368, 148.736, 131.264]","[45, 70, 74, 77]",0.2918506822267128
beagle_90,4,"[38.344, 23.744, 146.94400000000002, 199.808]","[76, 50, 77, 68]",0.17833431069436415
basset_hound_53,3,"[11.200000000000001, 0.896, 206.528, 222.656]","[78, 38, 92, 88]",0.1760585648558668
japanese_chin_41,17,"[41.664, 42.064, 174.272, 138.88]","[74, 50, 71, 73]",0.21414793242323882
Bombay_30,7,"[6.72, 31.584, 217.28, 134.848]","[43, 48, 73, 68]",0.16942110525752924
newfoundland_93,22,"[34.048, 57.568, 126.784, 114.688]","[63, 78, 79, 70]",0.38031434122207847
german_shorthaired_73,14,"[88.072, 43.456, 93.632, 173.824]","[92, 39, 62, 68]",0.2380247065687893
Birman_19,6,"[52.864000000000004, 45.96, 116.48, 137.536]","[104, 51, 68, 69]",0.2782576534185179
japanese_chin_64,17,"[26.432000000000002, 28.896, 197.568, 167.104]","[59, 57, 86, 77]",0.20057912255927515
samoyed_90,29,"[56.0, 37.0, 168.0, 148.288]","[87, 62, 85, 79]",0.2695446569866617
pug_4,25,"[37.448, 21.952, 147.392, 185.472]","[86, 32, 78, 68]",0.19402212120476575
american_pit_bull_terrier_70,2,"[39.647999999999996, 30.912, 131.264, 167.104]","[68, 47, 74, 76]",0.2563969365253444
Russian_Blue_68,27,"[56.896, 41.44, 157.248, 142.016]","[84, 62, 75, 73]",0.24516683291046748
havanese_19,16,"[48.2, 18.368000000000002, 131.712, 190.4]","[78, 31, 72, 70]",0.20097324644143374
english_setter_55,13,"[39.344, 0.0, 140.672, 224.0]","[84, 69, 83, 79]",0.20808918212985833
shiba_inu_21,31,"[0.0, 28.0, 185.024, 166.656]","[56, 33, 75, 71]",0.17269135318053644
scottish_terrier_89,30,"[0.896, 32.480000000000004, 202.496, 146.94400000000002]","[102, 57, 67, 72]",0.16212089499354673
english_setter_80,13,"[22.400000000000002, 45.064, 201.6, 133.504]","[88, 55, 84, 71]",0.2215913630552893
Bombay_29,7,"[21.000000000000004, 57.68000000000001, 201.74, 137.76000000000002]","[122, 62, 77, 73]",0.2022546125134097
boxer_195,8,"[53.312, 75.488, 108.416, 90.496]","[60, 78, 74, 72]",0.5430520440726819
saint_bernard_53,28,"[66.752, 24.72, 155.008, 176.512]","[83, 53, 77, 73]",0.20544010893690243
saint_bernard_3,28,"[42.112, 40.544, 139.776, 154.56]","[94, 50, 76, 70]",0.2462532183999575
english_cocker_spaniel_25,12,"[37.896, 23.296, 147.392, 200.704]","[109, 62, 75, 78]",0.19775429567384378
wheaten_terrier_45,35,"[69.44, 56.672, 122.75200000000001, 126.336]","[77, 58, 74, 74]",0.35310814902914106
english_setter_56,13,"[0.0, 46.512, 223.552, 140.224]","[91, 71, 84, 72]",0.19293493422262142
Siamese_66,32,"[98.336, 58.688, 97.21600000000001, 165.312]","[93, 68, 82, 77]",0.35815945216815215
chihuahua_75,10,"[0.0, 32.032, 224.0, 163.968]","[76, 67, 84, 78]",0.17838846604215458
boxer_96,8,"[0.448, 8.344, 223.552, 207.424]","[68, 63, 94, 82]",0.16622798534875544
basset_hound_86,3,"[80.19200000000001, 89.55199999999999, 63.616, 81.536]","[78, 87, 66, 65]",0.7217430689445166
german_shorthaired_22,14,"[51.784, 3.584, 120.96000000000001, 214.144]","[85, 23, 63, 69]",0.16781931784219964
shiba_inu_41,31,"[29.568, 37.856, 139.328, 140.672]","[72, 58, 78, 71]",0.2825575305336667
Siamese_233,32,"[28.493333333333332, 1.4933333333333334, 167.25333333333333, 221.01333333333335]","[71, 57, 76, 79]",0.16242296229242179
Birman_94,27,"[48.384, 47.752, 125.44, 80.64]","[110, 45, 71, 70]",0.39765211694526403
British_Shorthair_31,9,"[0.0, 57.608000000000004, 221.312, 115.584]","[56, 77, 82, 76]",0.24362663222713055
Birman_21,6,"[0.448, 67.016, 190.4, 115.136]","[108, 82, 72, 68]",0.22333836258238704
Abyssinian_31,0,"[45.36, 1.6800000000000002, 127.68, 221.20000000000002]","[95, 16, 69, 83]",0.20277723014588908
american_bulldog_24,1,"[52.232, 24.64, 128.12800000000001, 192.64000000000001]","[69, 39, 73, 74]",0.21885882493752093
beagle_60,4,"[51.784, 51.968, 113.34400000000001, 137.088]","[73, 55, 69, 63]",0.27976389419404124
havanese_198,16,"[51.336, 82.432, 113.34400000000001, 109.312]","[55, 86, 73, 72]",0.4242178914914635
wheaten_terrier_200,35,"[70.336, 64.88, 88.70400000000001, 120.512]","[88, 75, 69, 66]",0.4260097393976177
pug_9,19,"[50.056, 83.328, 56.896, 96.768]","[47, 63, 74, 66]",0.3335260440955739
japanese_chin_42,17,"[58.056, 33.6, 112.0, 185.92000000000002]","[86, 40, 70, 71]",0.23867792598967297
basset_hound_9,3,"[0.0, 43.68, 155.45600000000002, 152.32]","[88, 50, 70, 68]",0.192310850236557
Abyssinian_50,26,"[37.0, 0.0, 148.288, 217.28]","[59, 35, 79, 78]",0.19124757348356228
Bengal_23,5,"[18.368000000000002, 47.448, 204.73600000000002, 113.792]","[34, 60, 153, 68]",0.44657499171035936
newfoundland_27,34,"[47.936, 61.6, 131.264, 133.952]","[39, 62, 76, 70]",0.25781670224617115
Abyssinian_29,0,"[69.30000000000001, 24.360000000000003, 117.60000000000001, 136.92000000000002]","[67, 35, 67, 83]",0.3296017625571022
British_Shorthair_53,26,"[62.272, 41.480000000000004, 161.728, 144.256]","[63, 70, 73, 82]",0.2565769338438563
havanese_54,16,"[45.616, 30.016000000000002, 139.328, 193.984]","[69, 45, 74, 69]",0.18891937367611694
Bombay_88,7,"[6.720000000000001, 28.0, 164.64000000000001, 166.88000000000002]","[87, 46, 73, 70]",0.18598642716914182
Maine_Coon_70,20,"[0.0, 37.0, 202.94400000000002, 149.184]","[57, 68, 95, 80]",0.25102393243358234
english_cocker_spaniel_195,16,"[34.048, 45.472, 172.032, 146.048]","[66, 50, 73, 74]",0.2150055781155445
boxer_90,8,"[2.24, 52.232, 171.136, 133.056]","[63, 62, 79, 74]",0.256733753777041
pomeranian_54,24,"[62.272, 38.304, 116.928, 146.94400000000002]","[89, 49, 69, 67]",0.26906271142287863
staffordshire_bull_terrier_60,2,"[10.304, 54.472, 124.096, 131.264]","[35, 66, 85, 78]",0.40701471520829474
newfoundland_63,22,"[5.376, 28.448, 213.696, 164.416]","[69, 57, 99, 79]",0.22259828530404505
Ragdoll_90,26,"[42.56, 64.144, 128.576, 141.568]","[82, 83, 75, 75]",0.3090277781684499
havanese_84,16,"[38.344, 20.16, 144.704, 175.168]","[63, 51, 73, 72]",0.20735764355547034
Bengal_70,5,"[39.2, 46.592, 113.792, 137.088]","[53, 71, 74, 79]",0.3747551760205395
american_bulldog_71,1,"[55.775999999999996, 26.88, 76.16, 183.68]","[63, 30, 74, 77]",0.3691545435214227
Sphynx_98,33,"[60.336, 11.200000000000001, 94.08, 198.912]","[86, 27, 72, 90]",0.32345949766649235
Persian_22,23,"[0.0, 56.712, 186.816, 128.12800000000001]","[101, 80, 66, 64]",0.17646793083586504
american_bulldog_84,1,"[54.208, 28.448, 129.472, 167.552]","[67, 77, 76, 77]",0.26976080224477333
basset_hound_57,3,"[150.528, 96.688, 73.47200000000001, 47.04]","[94, 62, 73, 72]",0.07590018834725602
Bengal_94,5,"[10.304, 43.136, 213.248, 106.176]","[43, 67, 139, 71]",0.43587486135955283
pug_22,25,"[40.768, 22.92, 182.336, 194.88]","[103, 53, 77, 81]",0.17552381507122886
pomeranian_35,23,"[48.608000000000004, 46.592, 106.624, 148.288]","[65, 62, 71, 65]",0.2918842939096225
pug_23,25,"[18.272, 21.056, 183.68, 190.4]","[69, 38, 75, 66]",0.1415390851462536
British_Shorthair_61,9,"[58.016000000000005, 30.464000000000002, 99.904, 181.44]","[64, 58, 78, 79]",0.3399427471536697
pug_63,25,"[1.344, 62.088, 189.056, 120.96000000000001]","[89, 76, 73, 69]",0.22026206562798892
staffordshire_bull_terrier_65,14,"[4.928, 84.03999999999999, 204.288, 65.856]","[56, 87, 81, 63]",0.3784408336065643
Siamese_86,32,"[24.192, 43.68, 199.808, 128.12800000000001]","[28, 47, 72, 74]",0.2081168751171954
japanese_chin_193,24,"[57.792, 63.192, 140.672, 105.28]","[62, 55, 71, 64]",0.2574373754227974
beagle_39,4,"[31.808, 65.184, 122.75200000000001, 129.92000000000002]","[79, 73, 69, 64]",0.27690096929786256
chihuahua_82,31,"[78.4, 38.448, 64.96000000000001, 121.408]","[78, 90, 76, 75]",0.5014849232373547
Abyssinian_44,0,"[10.181818181818182, 7.751515151515152, 157.93131313131315, 207.03030303030303]","[87, 30, 66, 95]",0.19176324786514257
german_shorthaired_84,14,"[0.0, 69.36, 172.928, 117.376]","[82, 71, 80, 74]",0.2916601418877087
leonberger_38,19,"[92.96000000000001, 76.608, 99.904, 146.496]","[92, 72, 70, 80]",0.34630073068924816
Siamese_99,32,"[4.032, 32.616, 166.208, 165.312]","[68, 76, 77, 75]",0.21018207961969873
english_setter_70,3,"[28.224, 39.056, 175.168, 154.56]","[54, 57, 64, 61]",0.14419756560469177
boxer_21,8,"[0.0, 41.480000000000004, 217.28, 143.36]","[118, 72, 76, 75]",0.18298989618398903
japanese_chin_75,17,"[167.552, 28.448, 56.448, 163.52]","[67, 57, 74, 73]",0.0
Abyssinian_96,0,"[86.688, 54.208, 72.128, 157.696]","[89, 72, 69, 82]",0.49743733227869075
Russian_Blue_62,27,"[70.336, 63.984, 76.608, 122.75200000000001]","[72, 74, 73, 74]",0.5744495302603048
Egyptian_Mau_90,11,"[37.536842105263155, 4.126315789473684, 133.22105263157894, 211.0315789473684]","[75, 43, 76, 78]",0.2108569332464286
Persian_70,23,"[53.128, 38.528, 126.784, 172.48]","[66, 106, 66, 69]",0.20825231278781073
pug_37,25,"[76.16, 43.272, 86.016, 91.84]","[92, 63, 72, 70]",0.6119448964967616
Birman_80,6,"[13.44, 24.240000000000002, 185.472, 160.38400000000001]","[100, 83, 66, 65]",0.14421747794940173
great_pyrenees_32,15,"[7.168, 57.568, 109.312, 137.088]","[29, 61, 73, 73]",0.35561366366901953
newfoundland_193,22,"[0.0, 80.904, 148.288, 105.28]","[80, 70, 78, 78]",0.2677267741777647
Siamese_76,32,"[42.784, 4.928, 142.912, 205.184]","[65, 52, 73, 74]",0.18422238087648576
Abyssinian_228,0,"[1.4933333333333334, 28.0, 197.12, 168.0]","[57, 68, 84, 71]",0.18009334415584413
yorkshire_terrier_22,36,"[34.048, 37.448, 182.784, 148.288]","[66, 67, 74, 79]",0.21568235961302948
miniature_pinscher_25,21,"[45.696, 39.647999999999996, 102.592, 151.872]","[73, 66, 73, 74]",0.3467076076672505
newfoundland_34,22,"[42.608000000000004, 31.36, 155.45600000000002, 191.744]","[75, 62, 89, 84]",0.2508072122099398
shiba_inu_76,31,"[73.92, 39.688, 82.432, 146.048]","[83, 69, 68, 68]",0.38408414012444136
japanese_chin_58,17,"[54.656, 37.408, 119.616, 125.44]","[82, 52, 73, 73]",0.355157016909894
havanese_95,16,"[40.376, 12.544, 139.328, 170.24]","[77, 32, 79, 75]",0.2497976457781454
yorkshire_terrier_89,36,"[54.656, 48.2, 151.424, 136.64000000000001]","[68, 67, 71, 72]",0.2470690114245329
saint_bernard_38,28,"[86.384, 34.944, 63.168, 151.872]","[73, 46, 76, 75]",0.4431526839695457
pug_44,25,"[50.44, 28.224, 135.296, 195.328]","[76, 40, 72, 73]",0.19888677074511682
havanese_74,16,"[10.752, 42.336, 213.248, 114.24000000000001]","[81, 72, 89, 67]",0.24477195027170529
wheaten_terrier_54,35,"[31.584, 47.488, 101.248, 173.376]","[65, 51, 68, 79]",0.30504088286751047
Siamese_85,32,"[82.856, 11.648, 102.144, 197.568]","[110, 32, 73, 77]",0.27853778703419546
scottish_terrier_79,30,"[27.232, 2.688, 133.504, 169.792]","[43, 35, 80, 79]",0.27880822159396246
Abyssinian_221,0,"[8.96, 26.46666666666667, 182.93333333333334, 176.21333333333334]","[57, 79, 91, 70]",0.19760949930819782
scottish_terrier_40,30,"[27.133333333333333, 7.933333333333334, 175.0, 216.06666666666666]","[62, 52, 81, 84]",0.17994446158593028
samoyed_85,29,"[71.68, 28.896, 100.352, 155.904]","[80, 43, 71, 70]",0.31766772913367936
saint_bernard_20,28,"[150.08, 109.536, 73.92, 77.952]","[156, 115, 68, 67]",0.7906686054777188
Russian_Blue_85,27,"[60.032000000000004, 42.824, 163.968, 142.912]","[86, 74, 78, 75]",0.24964798763176582
pomeranian_85,24,"[37.0, 27.776, 148.288, 195.776]","[84, 45, 75, 68]",0.1756728784346635
american_pit_bull_terrier_97,2,"[39.872, 28.0, 176.512, 168.0]","[83, 46, 72, 71]",0.17238811768362167
Persian_30,23,"[23.344, 0.448, 176.512, 223.552]","[84, 56, 73, 72]",0.13319948972844683
miniature_pinscher_71,21,"[44.800000000000004, 64.776, 102.144, 97.664]","[74, 60, 80, 73]",0.4591209531407725
staffordshire_bull_terrier_58,1,"[26.896, 1.792, 164.864, 221.312]","[69, 34, 88, 74]",0.1784775502570329
staffordshire_bull_terrier_34,34,"[78.848, 53.16, 77.952, 103.936]","[74, 62, 75, 72]",0.597668812188727
Siamese_92,32,"[0.0, 49.056, 210.56, 136.64000000000001]","[126, 45, 76, 78]",0.19325665586984478
saint_bernard_82,28,"[34.048, 53.536, 189.952, 142.464]","[85, 58, 64, 68]",0.16081993495155272
wheaten_terrier_37,35,"[37.0, 7.6160000000000005, 149.184, 216.38400000000001]","[87, 44, 80, 78]",0.19330237830681485
Birman_76,6,"[0.448, 33.824, 223.552, 162.17600000000002]","[37, 76, 81, 69]",0.15415902874923373
Siamese_39,32,"[17.92, 47.304, 154.112, 122.304]","[110, 42, 74, 75]",0.21536009428185376
samoyed_52,29,"[52.68, 6.72, 130.816, 217.28]","[72, 25, 75, 74]",0.19525958641117794
boxer_9,8,"[48.712, 17.472, 138.88, 206.528]","[72, 34, 74, 70]",0.18059724152063739
shiba_inu_40,31,"[90.496, 46.816, 98.56, 116.48]","[91, 53, 69, 68]",0.4087012318039104
miniature_pinscher_29,14,"[15.232000000000001, 43.024, 118.272, 153.216]","[43, 51, 83, 63]",0.28855764233025744
Siamese_75,32,"[32.896, 9.856, 159.04, 214.144]","[73, 68, 88, 85]",0.21962881593205377
pomeranian_21,24,"[79.296, 61.192, 109.76, 107.968]","[87, 67, 69, 67]",0.3901078939705275
British_Shorthair_218,9,"[0.0, 20.96, 186.66666666666669, 189.65333333333334]","[83, 68, 74, 78]",0.16304184075204886
staffordshire_bull_terrier_28,34,"[43.456, 56.263999999999996, 106.624, 117.376]","[71, 59, 73, 75]",0.4374715824852297
Siamese_227,6,"[38.0, 7.466666666666667, 144.10666666666668, 216.53333333333333]","[88, 45, 72, 69]",0.1592108837460301
havanese_29,16,"[41.664, 42.376, 113.792, 139.776]","[35, 57, 72, 70]",0.2793523180078651
Egyptian_Mau_92,11,"[52.02452316076294, 59.81471389645777, 117.7983651226158, 133.66757493188013]","[64, 86, 83, 82]",0.43224165037537127
samoyed_50,29,"[85.568, 31.584, 138.43200000000002, 164.416]","[122, 46, 71, 70]",0.21836137334487243
german_shorthaired_66,14,"[57.568, 28.672, 136.64000000000001, 194.43200000000002]","[78, 41, 75, 84]",0.23713461455444151
Sphynx_25,33,"[37.448, 26.432000000000002, 121.85600000000001, 197.568]","[68, 49, 78, 84]",0.27215127122277477
Russian_Blue_9,27,"[36.654545454545456, 40.96, 102.63272727272728, 141.7309090909091]","[30, 39, 74, 87]",0.3753682102967182
great_pyrenees_78,15,"[61.120000000000005, 41.216, 103.936, 156.352]","[78, 41, 74, 75]",0.3402075997772127
chihuahua_200,10,"[38.08, 42.18666666666667, 127.68, 151.57333333333335]","[100, 39, 81, 75]",0.22807750837094073
havanese_94,16,"[69.44, 70.56, 97.664, 83.776]","[81, 70, 76, 75]",0.6878798737278297
havanese_20,16,"[22.400000000000002, 39.688, 176.96, 146.048]","[99, 55, 72, 69]",0.19222543991581256
Ragdoll_263,26,"[0.8145454545454546, 19.330909090909092, 213.00363636363636, 187.75272727272727]","[52, 83, 88, 72]",0.15843163227639098
pomeranian_88,24,"[71.232, 93.408, 87.36, 102.144]","[85, 92, 67, 69]",0.5022008074346901
Ragdoll_74,26,"[19.712, 42.824, 203.84, 142.464]","[65, 63, 82, 75]",0.2117778676367914
keeshond_30,18,"[60.480000000000004, 58.464, 101.696, 128.576]","[75, 74, 73, 74]",0.41313386684087755
chihuahua_63,33,"[58.016000000000005, 21.504, 137.536, 202.048]","[57, 32, 77, 85]",0.23169814692934573
american_bulldog_23,1,"[21.056, 37.448, 151.872, 147.392]","[88, 46, 78, 78]",0.271792570620523
Persian_260,23,"[0.0, 52.98461538461538, 220.55384615384617, 141.2923076923077]","[90, 92, 62, 64]",0.12733227818566448
miniature_pinscher_196,21,"[33.973333333333336, 0.0, 141.12, 223.25333333333333]","[79, 25, 68, 78]",0.16835150209151983
beagle_69,4,"[62.72, 56.0, 161.28, 70.784]","[82, 61, 72, 69]",0.40664598902555305
pomeranian_57,24,"[28.448, 38.528, 135.744, 159.936]","[70, 59, 70, 69]",0.22247450960582252
scottish_terrier_88,30,"[58.688, 59.808, 104.384, 119.168]","[52, 70, 73, 69]",0.3546727231636014
