index,pred_class,true_bbox,cam_bboxes,mobilenet_adv_iou
american_pit_bull_terrier_39,2,"[39.872, 43.128, 180.544, 150.976]","[51, 63, 106, 71]",0.27610434364893954
Bombay_72,7,"[29.344, 5.376, 166.656, 218.624]","[69, 76, 120, 117]",0.3853437486509675
pomeranian_195,24,"[33.6, 34.0, 182.18666666666667, 152.32]","[70, 46, 86, 74]",0.22932777106744334
wheaten_terrier_72,35,"[96.32000000000001, 75.976, 36.736000000000004, 82.432]","[77, 86, 79, 64]",0.41009168478381247
keeshond_55,18,"[16.333333333333332, 46.333333333333336, 122.73333333333333, 134.4]","[49, 70, 101, 80]",0.41481417798629355
Maine_Coon_239,23,"[0.7466666666666667, 28.746666666666666, 207.57333333333335, 166.50666666666666]","[45, 66, 133, 92]",0.3540269161992635
miniature_pinscher_5,8,"[88.03200000000001, 123.2, 35.392, 61.376000000000005]","[82, 126, 72, 52]",0.45153540881760895
staffordshire_bull_terrier_93,2,"[70.56, 61.376000000000005, 95.424, 142.912]","[67, 70, 89, 82]",0.5029795530977735
great_pyrenees_84,15,"[30.464000000000002, 47.712, 193.536, 148.288]","[60, 48, 114, 86]",0.3416139004065876
leonberger_75,19,"[38.896, 5.824, 124.544, 217.728]","[38, 0, 142, 150]",0.5894939069937143
British_Shorthair_28,9,"[21.056, 72.32, 177.40800000000002, 85.568]","[101, 78, 98, 77]",0.4930276030708139
beagle_199,4,"[12.096, 41.032, 211.904, 145.15200000000002]","[39, 102, 44, 79]",0.11301018577112153
pug_194,25,"[23.893333333333334, 44.42666666666666, 191.14666666666668, 151.57333333333335]","[88, 67, 108, 76]",0.2833008107029757
american_pit_bull_terrier_48,12,"[21.504, 56.36, 140.672, 141.12]","[85, 69, 69, 56]",0.19464394037869925
Bombay_45,7,"[0.0, 27.09268292682927, 224.00000000000003, 169.3658536585366]","[44, 69, 140, 110]",0.40592597926267276
scottish_terrier_42,30,"[32.704, 43.68, 165.76, 151.424]","[44, 71, 91, 80]",0.29003935253935254
miniature_pinscher_198,21,"[9.068825910931174, 32.02024291497976, 161.4251012145749, 171.40080971659918]","[0, 46, 121, 88]",0.346019381091335
great_pyrenees_62,15,"[53.536, 65.856, 128.576, 126.336]","[84, 82, 105, 79]",0.4616917162643015
scottish_terrier_94,30,"[45.92, 28.672, 87.808, 139.776]","[62, 49, 87, 97]",0.5058305676479111
Abyssinian_46,0,"[37.0, 38.08, 142.464, 126.784]","[75, 37, 120, 116]",0.6009366270808162
Bombay_205,7,"[9.666666666666668, 0.9333333333333333, 203.46666666666667, 223.06666666666666]","[53, 62, 121, 100]",0.2665983287100107
Russian_Blue_204,27,"[0.448, 59.400000000000006, 218.17600000000002, 125.888]","[31, 71, 120, 96]",0.41943162205728635
samoyed_78,29,"[41.856, 8.96, 150.08, 215.04]","[74, 32, 95, 68]",0.20016606222712963
Ragdoll_30,26,"[77.952, 33.408, 146.048, 166.656]","[83, 58, 141, 121]",0.7009514121611934
Birman_88,6,"[11.648, 28.448, 211.45600000000002, 153.216]","[28, 42, 99, 98]",0.2994588397636039
wheaten_terrier_5,35,"[0.0, 32.888, 215.488, 107.52]","[83, 50, 109, 97]",0.4125316238444242
miniature_pinscher_28,21,"[101.696, 38.544, 60.928000000000004, 148.288]","[102, 36, 72, 84]",0.48677508649558526
Russian_Blue_45,27,"[37.448, 6.272, 148.736, 217.728]","[56, 38, 102, 115]",0.3622160007186721
english_setter_94,13,"[59.848, 38.976, 126.336, 185.024]","[72, 54, 115, 154]",0.7482423598575509
shiba_inu_75,31,"[80.864, 42.112, 42.112, 129.472]","[75, 55, 67, 67]",0.39628862212901866
chihuahua_57,10,"[0.896, 41.480000000000004, 191.744, 144.256]","[91, 68, 78, 70]",0.19739537551103337
pug_90,25,"[57.496, 52.864000000000004, 116.928, 154.112]","[54, 82, 70, 63]",0.22969809276255101
saint_bernard_64,28,"[44.800000000000004, 51.296, 102.144, 144.704]","[39, 55, 90, 76]",0.4204068563744783
yorkshire_terrier_82,36,"[66.304, 39.0, 142.464, 138.43200000000002]","[75, 40, 106, 95]",0.5106082683882613
pomeranian_46,24,"[0.0, 37.448, 224.0, 125.44]","[100, 61, 124, 76]",0.33539085276967934
american_pit_bull_terrier_194,2,"[42.56, 49.653333333333336, 181.44, 144.85333333333335]","[72, 68, 113, 74]",0.3181622376900359
basset_hound_25,28,"[74.136, 70.784, 107.968, 138.43200000000002]","[63, 71, 131, 90]",0.5709536035272453
german_shorthaired_20,14,"[52.64, 5.824, 98.56, 153.216]","[46, 30, 115, 105]",0.6150054132456989
basset_hound_69,3,"[54.576, 32.704, 120.96000000000001, 145.15200000000002]","[62, 69, 97, 92]",0.5082703305945149
Birman_199,6,"[19.712, 37.448, 204.288, 147.84]","[64, 61, 120, 105]",0.4171917720437457
Ragdoll_44,26,"[0.448, 37.0, 223.104, 142.016]","[68, 75, 102, 76]",0.24466347007808484
german_shorthaired_72,14,"[53.576, 71.68, 108.416, 152.32]","[58, 71, 105, 116]",0.7180378315240883
Birman_44,6,"[69.888, 54.432, 129.472, 141.568]","[64, 81, 112, 85]",0.4790082299276483
staffordshire_bull_terrier_55,14,"[72.128, 44.616, 65.856, 137.088]","[69, 191, 91, 33]",0.0
Persian_41,23,"[0.0, 37.0, 224.0, 148.736]","[55, 83, 117, 91]",0.3195678921041308
Abyssinian_22,0,"[33.6, 49.056, 156.8, 122.75200000000001]","[39, 62, 108, 88]",0.49377806388457357
Egyptian_Mau_74,11,"[97.888, 28.224, 91.84, 185.92000000000002]","[114, 57, 81, 97]",0.4176902299183646
Maine_Coon_24,20,"[42.376, 31.36, 101.248, 191.744]","[48, 67, 83, 82]",0.3505772327177914
yorkshire_terrier_25,36,"[64.512, 37.408, 87.808, 131.712]","[84, 55, 80, 84]",0.4574093022697784
english_cocker_spaniel_23,12,"[37.896, 32.704, 147.392, 191.296]","[48, 35, 128, 121]",0.5493075129869008
beagle_34,4,"[6.72, 30.616, 155.008, 169.792]","[39, 69, 61, 76]",0.17614571813595875
chihuahua_33,10,"[41.032, 46.144, 115.584, 174.272]","[57, 63, 76, 63]",0.23769979460068838
saint_bernard_21,28,"[10.752, 33.824, 99.008, 85.12]","[17, 62, 66, 48]",0.3759094731009813
Sphynx_242,33,"[6.0927999999999995, 25.3008, 217.5488, 173.824]","[0, 46, 131, 85]",0.27696989287104173
pug_25,25,"[34.496, 50.44, 131.264, 135.744]","[46, 67, 115, 86]",0.5550473260131613
Bombay_38,7,"[46.08, 49.92, 136.32, 120.32000000000001]","[83, 65, 99, 80]",0.482867283488163
Bengal_57,5,"[6.72, 47.712, 178.752, 143.36]","[39, 70, 151, 90]",0.5063678427407906
leonberger_85,19,"[26.88, 63.392, 174.72, 118.72]","[25, 66, 103, 87]",0.42080292817122705
Abyssinian_212,27,"[38.266666666666666, 20.533333333333335, 117.60000000000001, 195.06666666666666]","[42, 58, 106, 119]",0.5498730592715556
american_pit_bull_terrier_25,8,"[11.648, 45.168, 206.528, 120.96000000000001]","[41, 68, 137, 78]",0.4277543672928319
miniature_pinscher_53,21,"[28.448, 25.088, 137.536, 198.016]","[76, 34, 92, 104]",0.34099761447188065
yorkshire_terrier_73,36,"[32.448, 22.848, 159.488, 182.784]","[104, 43, 79, 85]",0.2303455507027249
pug_31,25,"[70.70400000000001, 68.544, 75.264, 121.408]","[71, 74, 82, 67]",0.5227352261977201
yorkshire_terrier_87,36,"[0.0, 37.0, 223.552, 147.84]","[38, 63, 160, 103]",0.4986395177491656
scottish_terrier_26,30,"[70.784, 39.24, 88.70400000000001, 146.048]","[73, 77, 92, 76]",0.49148427624535923
japanese_chin_33,17,"[56.896, 56.672, 93.184, 106.624]","[79, 78, 84, 47]",0.3168732426717374
pomeranian_53,24,"[55.104, 55.775999999999996, 108.416, 110.208]","[69, 65, 90, 64]",0.4820765234132354
Bengal_2,5,"[19.78666666666667, 23.6, 188.16, 169.86666666666667]","[146, 130, 49, 52]",0.07971938775510204
saint_bernard_96,28,"[36.288000000000004, 67.568, 139.328, 102.144]","[47, 64, 82, 67]",0.35812378787905763
pug_54,25,"[69.888, 57.608000000000004, 90.496, 128.576]","[68, 64, 91, 87]",0.6570194586664018
saint_bernard_89,28,"[9.408, 53.032, 139.328, 118.272]","[0, 61, 116, 63]",0.39336746165759606
scottish_terrier_37,30,"[55.816, 70.336, 96.32000000000001, 112.896]","[67, 78, 93, 95]",0.6959611905622269
basset_hound_70,3,"[0.896, 29.792, 169.344, 164.864]","[50, 60, 115, 118]",0.486053641446658
boxer_78,25,"[0.0, 42.336, 223.552, 153.66400000000002]","[35, 71, 89, 82]",0.21244825359053918
Persian_66,23,"[17.472, 25.992, 184.576, 162.17600000000002]","[101, 36, 90, 92]",0.27661041116816837
Abyssinian_75,0,"[65.77894736842106, 60.12631578947368, 94.90526315789472, 163.28421052631577]","[73, 77, 90, 106]",0.5904283806434718
Persian_268,23,"[0.64, 37.64, 223.36, 147.20000000000002]","[28, 65, 87, 94]",0.2487332790893235
scottish_terrier_23,30,"[87.808, 47.856, 107.968, 129.472]","[86, 63, 79, 70]",0.3830761780150274
staffordshire_bull_terrier_79,34,"[83.776, 25.784, 74.368, 161.728]","[68, 48, 106, 96]",0.4739312008513905
British_Shorthair_268,9,"[43.186440677966104, 5.905838041431262, 131.1939736346516, 197.00188323917138]","[58, 27, 122, 95]",0.4191214611843542
american_bulldog_203,1,"[44.168, 39.424, 119.168, 178.304]","[70, 30, 95, 133]",0.5160887780095984
english_setter_81,13,"[33.6, 46.856, 166.656, 116.48]","[45, 46, 141, 84]",0.6001859372153248
japanese_chin_69,17,"[28.448, 4.032, 159.936, 218.17600000000002]","[89, 67, 106, 75]",0.2106164577809835
Egyptian_Mau_27,11,"[59.36, 28.672, 132.608, 189.504]","[81, 77, 86, 105]",0.359335102104384
miniature_pinscher_70,21,"[73.696, 34.944, 78.848, 153.216]","[67, 41, 95, 88]",0.5138902619046725
pug_34,25,"[49.728, 21.856, 174.272, 190.4]","[66, 41, 129, 108]",0.4198739264343269
japanese_chin_25,17,"[64.06400000000001, 41.888, 135.744, 138.88]","[73, 84, 86, 65]",0.2965182699556987
wheaten_terrier_93,35,"[0.448, 47.263999999999996, 212.8, 148.288]","[56, 52, 101, 98]",0.31366771346795985
keeshond_83,18,"[0.0, 28.448, 223.552, 167.552]","[19, 59, 178, 125]",0.5940210559993719
wheaten_terrier_3,35,"[0.448, 42.0, 223.552, 139.328]","[73, 55, 114, 97]",0.3550255614911166
shiba_inu_95,31,"[75.712, 24.192, 142.016, 191.296]","[66, 65, 109, 90]",0.318671408080156
newfoundland_191,22,"[70.784, 65.408, 153.216, 158.144]","[21, 45, 181, 126]",0.41757121077297554
Egyptian_Mau_25,11,"[4.032, 23.240000000000002, 218.624, 178.752]","[22, 60, 202, 136]",0.6950495242143011
english_cocker_spaniel_198,12,"[49.448, 29.12, 112.0, 147.392]","[83, 38, 73, 88]",0.3891469201662428
beagle_92,3,"[72.128, 72.80000000000001, 92.288, 102.144]","[60, 76, 106, 84]",0.7328270965105842
Bombay_34,7,"[63.168, 59.568, 88.70400000000001, 100.8]","[69, 71, 89, 87]",0.7609757357940357
pug_91,25,"[60.480000000000004, 93.408, 107.072, 89.152]","[104, 101, 68, 63]",0.40747139402178345
yorkshire_terrier_97,36,"[37.0, 29.12, 146.94400000000002, 115.584]","[61, 66, 116, 75]",0.5122355016524477
basset_hound_48,3,"[128.8, 0.0, 66.752, 146.496]","[39, 41, 121, 119]",0.15758920328344125
Maine_Coon_77,20,"[21.056, 46.816, 202.94400000000002, 108.416]","[25, 67, 103, 86]",0.4025928707233536
Egyptian_Mau_83,11,"[10.560669456066947, 3.7489539748953975, 204.31799163179917, 207.12970711297072]","[56, 71, 139, 79]",0.2594734279948306
Birman_3,6,"[0.0, 28.0, 197.568, 164.864]","[109, 52, 91, 77]",0.20817827501225883
basset_hound_63,3,"[17.024, 54.472, 129.92000000000002, 116.48]","[69, 88, 93, 66]",0.3189914394305282
yorkshire_terrier_26,36,"[38.792, 26.88, 146.94400000000002, 176.96]","[73, 45, 113, 113]",0.4893461118588037
staffordshire_bull_terrier_44,34,"[43.008, 66.568, 113.792, 118.72]","[66, 73, 93, 76]",0.5045703568787646
newfoundland_29,22,"[72.57600000000001, 58.464, 102.592, 135.296]","[79, 73, 104, 100]",0.6558330803475823
Ragdoll_69,26,"[0.0, 29.344, 224.0, 166.656]","[31, 72, 167, 100]",0.44735005897520297
pug_20,25,"[97.21600000000001, 80.864, 126.336, 114.688]","[83, 70, 114, 74]",0.3789391815741278
english_cocker_spaniel_191,12,"[72.57600000000001, 50.848, 151.424, 121.85600000000001]","[70, 48, 91, 77]",0.3468828434221091
samoyed_99,29,"[3.136, 41.44, 219.96800000000002, 154.112]","[39, 69, 113, 85]",0.2833357703887101
chihuahua_197,10,"[56.413333333333334, 0.0, 102.29333333333334, 174.72]","[59, 0, 86, 93]",0.44749835995599807
Abyssinian_25,0,"[37.0, 23.744, 108.416, 126.784]","[44, 30, 91, 106]",0.7017613219177223
newfoundland_40,16,"[0.0, 57.608000000000004, 168.89600000000002, 128.12800000000001]","[72, 78, 94, 82]",0.3561871886166126
Persian_42,23,"[4.928, 39.096000000000004, 216.38400000000001, 153.216]","[82, 76, 109, 105]",0.34521251530741964
wheaten_terrier_192,35,"[63.984, 117.824, 103.488, 83.328]","[72, 124, 70, 64]",0.5195137683616946
Bengal_53,5,"[51.52, 56.712, 172.48, 117.824]","[65, 95, 159, 67]",0.524202902174647
staffordshire_bull_terrier_67,34,"[20.608, 55.368, 140.224, 129.92000000000002]","[35, 67, 128, 98]",0.6690879576929163
shiba_inu_23,31,"[50.176, 53.608000000000004, 158.144, 134.4]","[147, 59, 77, 68]",0.18681056214775438
Ragdoll_219,6,"[0.7466666666666667, 42.973333333333336, 174.72, 142.61333333333334]","[42, 69, 141, 96]",0.49970746396215604
miniature_pinscher_99,21,"[48.832, 46.408, 175.168, 138.88]","[56, 64, 94, 90]",0.3477570025205033
British_Shorthair_230,4,"[44.053333333333335, 93.70666666666666, 103.78666666666668, 56.0]","[31, 64, 82, 108]",0.3572683485333016
Maine_Coon_58,20,"[52.232, 57.792, 132.16, 162.17600000000002]","[68, 75, 103, 100]",0.4805633099292718
english_setter_40,13,"[0.0, 32.928, 167.552, 162.17600000000002]","[41, 42, 113, 117]",0.48655070312278603
japanese_chin_77,17,"[48.832, 26.92, 128.576, 180.544]","[100, 39, 78, 81]",0.2695452637315358
beagle_46,4,"[0.0, 51.096000000000004, 161.728, 134.848]","[0, 71, 158, 98]",0.7099919704401764
wheaten_terrier_68,35,"[64.06400000000001, 40.136, 121.408, 139.776]","[77, 47, 103, 93]",0.5644692136984655
Siamese_52,32,"[54.208, 30.240000000000002, 152.32, 165.312]","[65, 65, 100, 88]",0.3494792225833423
miniature_pinscher_56,21,"[51.336, 21.952, 100.352, 195.328]","[66, 40, 97, 101]",0.4172030397778512
newfoundland_90,22,"[61.032000000000004, 34.048, 98.56, 170.68800000000002]","[62, 64, 116, 114]",0.5879806298534576
basset_hound_196,4,"[29.12, 118.536, 80.19200000000001, 59.584]","[47, 101, 70, 80]",0.5570287484104092
staffordshire_bull_terrier_37,34,"[4.928, 37.168, 184.576, 152.32]","[58, 55, 119, 97]",0.4105693589632455
havanese_59,16,"[6.272, 41.928, 178.752, 143.36]","[47, 91, 121, 73]",0.3446905114548169
miniature_pinscher_195,21,"[60.10666666666667, 56.74666666666667, 99.30666666666667, 166.50666666666666]","[73, 77, 93, 95]",0.478368860354773
Siamese_33,32,"[28.448, 6.272, 154.56, 217.728]","[121, 116, 25, 30]",0.022286910604284654
Birman_23,6,"[64.512, 42.448, 159.488, 138.43200000000002]","[67, 56, 118, 100]",0.5344628238008414
shiba_inu_28,29,"[78.848, 72.944, 106.176, 107.52]","[90, 65, 104, 86]",0.5730726418941126
Maine_Coon_35,20,"[39.872, 58.504000000000005, 134.4, 99.904]","[47, 84, 93, 74]",0.5125456152191818
Bengal_50,5,"[79.52000000000001, 17.92, 112.44800000000001, 206.08]","[77, 47, 100, 131]",0.5433204520898874
leonberger_60,19,"[87.584, 0.0, 51.072, 32.256]","[59, 84, 102, 108]",0.0
scottish_terrier_67,30,"[28.200000000000003, 0.896, 171.136, 223.104]","[71, 42, 106, 85]",0.23598046757496915
german_shorthaired_55,14,"[63.288000000000004, 49.728, 107.072, 146.496]","[57, 86, 119, 82]",0.526887529272799
Bombay_201,7,"[42.22666666666667, 1.4933333333333334, 143.36, 221.01333333333335]","[49, 36, 113, 111]",0.39587215501434947
havanese_6,16,"[10.752, 7.6160000000000005, 192.64000000000001, 211.904]","[21, 63, 87, 67]",0.1427934974754443
yorkshire_terrier_54,36,"[45.616, 18.816, 140.672, 204.288]","[63, 45, 104, 102]",0.3691331020339748
Bengal_21,5,"[22.400000000000002, 66.12, 195.776, 107.52]","[45, 75, 141, 77]",0.5157760016549526
great_pyrenees_7,29,"[73.024, 79.968, 103.04, 76.16]","[61, 92, 67, 58]",0.3731583908396364
american_pit_bull_terrier_71,34,"[43.904, 65.184, 116.48, 130.368]","[35, 68, 91, 61]",0.31839559326200206
american_pit_bull_terrier_46,2,"[53.128, 0.0, 132.16, 224.0]","[104, 27, 60, 60]",0.12160584572812178
yorkshire_terrier_44,36,"[34.048, 42.824, 104.83200000000001, 141.568]","[66, 53, 84, 88]",0.40541570981384834
pug_77,25,"[44.352000000000004, 57.568, 141.12, 129.024]","[45, 62, 70, 65]",0.24989198515054167
samoyed_76,29,"[52.864000000000004, 50.848, 94.528, 140.224]","[54, 64, 100, 81]",0.5485543325026472
Egyptian_Mau_223,11,"[84.21621621621622, 55.351351351351354, 73.51351351351352, 136.64864864864865]","[99, 66, 68, 103]",0.5499058301630739
shiba_inu_94,31,"[90.048, 75.632, 82.88, 65.856]","[83, 75, 72, 71]",0.679756189483078
Bengal_78,5,"[1.344, 43.72, 196.22400000000002, 135.296]","[51, 86, 128, 75]",0.36160477072984687
Ragdoll_77,26,"[33.344, 7.168, 157.696, 211.904]","[56, 38, 106, 92]",0.2918326376413529
saint_bernard_193,28,"[38.344, 74.368, 147.392, 149.632]","[113, 73, 64, 73]",0.2070465569410867
japanese_chin_35,17,"[48.384, 60.744, 92.288, 101.696]","[44, 68, 85, 62]",0.5175650325988085
staffordshire_bull_terrier_4,34,"[3.136, 40.544, 194.43200000000002, 154.112]","[65, 78, 123, 64]",0.2627125895905463
miniature_pinscher_24,21,"[55.088, 13.44, 137.536, 199.36]","[58, 35, 90, 100]",0.32823742350580026
chihuahua_32,10,"[47.263999999999996, 11.648, 115.136, 191.296]","[61, 31, 99, 82]",0.3685802163519341
Egyptian_Mau_51,11,"[0.448, 43.824, 129.024, 109.76]","[52, 50, 86, 102]",0.5257045606023409
Egyptian_Mau_57,11,"[0.0, 46.944, 198.464, 162.17600000000002]","[25, 63, 153, 111]",0.5276501729812187
wheaten_terrier_32,35,"[67.2, 57.608000000000004, 57.344, 77.504]","[61, 63, 92, 85]",0.5086836483299176
chihuahua_42,1,"[54.408, 0.0, 124.096, 224.0]","[140, 142, 6, 6]",0.0012950803064908274
american_pit_bull_terrier_95,2,"[45.0, 60.480000000000004, 131.264, 150.528]","[68, 76, 97, 85]",0.4172801580788946
great_pyrenees_44,15,"[39.872, 89.864, 179.20000000000002, 65.408]","[44, 91, 65, 61]",0.3382784379805004
Bengal_37,21,"[24.192, 92.96000000000001, 146.048, 64.96000000000001]","[117, 87, 71, 80]",0.2953734056036695
beagle_70,31,"[64.06400000000001, 46.0, 115.584, 119.168]","[68, 64, 91, 74]",0.48889516409378936
pomeranian_19,24,"[25.088, 33.448, 134.4, 155.904]","[53, 57, 101, 62]",0.29885225462311366
Birman_42,6,"[38.448, 14.336, 133.056, 179.648]","[59, 29, 118, 117]",0.5362511138373772
english_cocker_spaniel_71,12,"[0.0, 65.408, 157.248, 158.592]","[46, 44, 132, 127]",0.3921465988609189
pug_53,25,"[47.752, 24.64, 123.648, 182.336]","[71, 35, 101, 91]",0.40426402479246815
american_bulldog_94,1,"[5.376, 38.448, 213.696, 144.256]","[41, 69, 108, 93]",0.3258190141754581
Russian_Blue_71,27,"[43.68, 75.264, 145.15200000000002, 127.232]","[63, 75, 115, 113]",0.7008542666979167
Sphynx_229,33,"[18.334519572953738, 17.580071174377224, 156.24199288256227, 192.91103202846975]","[43, 41, 117, 126]",0.48910440326791144
english_setter_46,13,"[50.176, 28.0, 171.136, 167.552]","[66, 66, 158, 111]",0.59503335889515
Bombay_200,7,"[59.77333333333333, 30.613333333333333, 112.0, 173.97333333333333]","[82, 52, 79, 60]",0.24326388280634142
Maine_Coon_23,20,"[46.816, 0.0, 149.184, 222.656]","[41, 20, 115, 109]",0.35157533586619316
american_bulldog_205,1,"[4.48, 60.296, 181.888, 112.0]","[130, 77, 66, 61]",0.16405585607868461
leonberger_61,19,"[9.408, 72.32, 206.528, 90.496]","[0, 85, 185, 76]",0.6877101499185073
Persian_94,23,"[68.36, 42.56, 117.376, 181.44]","[80, 70, 112, 83]",0.4022662831761665
shiba_inu_206,31,"[0.0, 76.872, 120.512, 109.76]","[65, 75, 78, 73]",0.2637062357627689
Russian_Blue_208,27,"[6.272, 40.584, 217.28, 142.464]","[56, 64, 125, 93]",0.37555026691186105
scottish_terrier_75,30,"[0.0, 19.136, 218.17600000000002, 188.16]","[129, 45, 95, 76]",0.1633314384820724
Sphynx_36,33,"[77.504, 46.856, 146.496, 137.984]","[72, 64, 120, 102]",0.5621325705004774
Ragdoll_95,31,"[0.0, 55.775999999999996, 162.624, 139.776]","[112, 67, 51, 73]",0.1623820308662754
leonberger_80,21,"[64.06400000000001, 63.224000000000004, 96.768, 97.21600000000001]","[78, 198, 68, 26]",0.0
pug_72,25,"[26.432000000000002, 52.232, 150.528, 131.712]","[73, 55, 106, 90]",0.46758751698283607
Egyptian_Mau_222,11,"[1.1789473684210525, 48.78947368421053, 185.09473684210525, 136.16842105263157]","[64, 58, 113, 116]",0.5200749803188709
leonberger_36,19,"[28.896, 25.984, 147.84, 176.96]","[92, 26, 105, 113]",0.33654235749370054
chihuahua_60,33,"[117.824, 104.608, 66.752, 66.304]","[136, 99, 62, 101]",0.4313274500389057
yorkshire_terrier_200,12,"[56.0, 69.21600000000001, 128.576, 90.496]","[74, 71, 86, 74]",0.546941499285746
saint_bernard_24,28,"[20.608, 85.344, 148.288, 107.072]","[91, 96, 76, 49]",0.23454584813358784
saint_bernard_200,28,"[88.70400000000001, 92.06400000000001, 114.688, 74.816]","[79, 95, 95, 78]",0.6218495512843163
Egyptian_Mau_70,11,"[5.824, 98.928, 168.448, 86.016]","[42, 108, 107, 62]",0.45785753474012597
beagle_27,4,"[84.488, 73.024, 77.504, 133.504]","[72, 74, 90, 77]",0.5276909604688526
english_setter_90,13,"[7.6160000000000005, 56.263999999999996, 196.672, 130.368]","[62, 66, 162, 131]",0.5779823529837712
japanese_chin_195,17,"[88.256, 31.136, 135.296, 164.864]","[106, 57, 118, 103]",0.5417001380606955
Bombay_77,7,"[26.328358208955223, 50.04477611940298, 175.1044776119403, 128.71641791044775]","[32, 61, 106, 88]",0.4138637043634365
Sphynx_53,33,"[45.472, 23.744, 78.848, 83.328]","[55, 31, 104, 110]",0.41401726529515964
boxer_97,8,"[0.0, 6.272, 224.0, 216.832]","[118, 71, 71, 86]",0.12571450971917691
keeshond_31,18,"[21.952, 35.536, 166.208, 148.736]","[0, 52, 197, 100]",0.5978637703607146
Bengal_194,11,"[35.46666666666667, 16.8, 124.13333333333334, 201.6]","[66, 120, 91, 66]",0.23999731471535984
japanese_chin_8,17,"[34.944, 39.2, 171.136, 137.088]","[97, 43, 92, 82]",0.32155914285434944
Birman_99,6,"[13.621621621621621, 30.61261261261261, 200.28828828828827, 166.99099099099098]","[138, 38, 86, 76]",0.1686236719763069
havanese_38,16,"[36.288000000000004, 39.688, 164.416, 145.6]","[40, 62, 106, 81]",0.3586620536917345
Birman_8,6,"[45.472, 47.936, 127.68, 168.448]","[50, 92, 117, 101]",0.5494377596013209
Ragdoll_29,6,"[41.216, 32.480000000000004, 169.344, 163.072]","[56, 96, 134, 96]",0.46582931969229346
great_pyrenees_43,15,"[71.00800000000001, 46.144, 124.992, 150.528]","[115, 75, 80, 83]",0.35291374294213335
english_setter_96,13,"[42.336, 32.704, 119.616, 179.648]","[69, 38, 109, 132]",0.5197444072120023
Russian_Blue_24,27,"[0.448, 39.24, 175.168, 145.15200000000002]","[79, 61, 110, 102]",0.36783903264030027
boxer_7,8,"[4.032, 5.448, 180.544, 212.352]","[71, 0, 108, 110]",0.29006960644641344
havanese_42,16,"[50.848, 10.304, 122.304, 190.4]","[72, 38, 90, 86]",0.3323788306531404
Sphynx_48,33,"[57.120000000000005, 26.88, 113.792, 159.04]","[67, 40, 82, 102]",0.46216380114206046
english_setter_43,13,"[47.128, 15.232000000000001, 145.15200000000002, 208.768]","[55, 22, 124, 141]",0.5769708112739611
beagle_19,4,"[69.888, 58.056, 90.048, 128.576]","[75, 60, 89, 71]",0.5081892487493942
Siamese_50,32,"[17.472, 11.896, 206.528, 201.15200000000002]","[38, 57, 186, 125]",0.559654065344693
boxer_55,8,"[57.344, 36.504000000000005, 147.392, 170.68800000000002]","[59, 54, 94, 77]",0.2877012025282554
Persian_267,23,"[13.888, 50.296, 146.94400000000002, 142.912]","[35, 53, 83, 79]",0.31223718933392985
Siamese_72,32,"[0.896, 30.232, 216.38400000000001, 178.304]","[44, 58, 78, 67]",0.13545129907045686
pug_28,25,"[0.896, 37.0, 216.38400000000001, 148.736]","[22, 65, 167, 93]",0.48256761955605404
yorkshire_terrier_43,36,"[75.904, 73.47200000000001, 87.808, 103.488]","[75, 94, 81, 86]",0.70626542474661
pomeranian_52,24,"[38.752, 21.504, 156.8, 202.496]","[62, 44, 114, 84]",0.3015932589850099
american_pit_bull_terrier_8,1,"[42.824, 17.472, 132.16, 188.16]","[77, 24, 112, 68]",0.25804922834089816
Bengal_196,5,"[2.245614035087719, 32.98245614035088, 221.19298245614033, 146.52631578947367]","[113, 58, 111, 83]",0.282415197050815
great_pyrenees_5,15,"[54.656, 39.24, 102.144, 146.94400000000002]","[65, 33, 94, 94]",0.5102493642856936
saint_bernard_2,28,"[35.392, 29.344, 136.64000000000001, 139.328]","[61, 61, 106, 74]",0.4120228754091905
american_pit_bull_terrier_59,2,"[46.368, 16.576, 145.15200000000002, 206.528]","[67, 28, 101, 121]",0.40766627071914163
Birman_57,6,"[38.528, 28.0, 185.024, 163.968]","[38, 35, 106, 107]",0.371300723142354
great_pyrenees_26,15,"[5.824, 59.808, 154.112, 117.376]","[94, 61, 81, 69]",0.23784363959773422
american_bulldog_75,2,"[28.448, 25.984, 166.656, 198.016]","[57, 54, 80, 135]",0.3272672282312429
beagle_43,4,"[61.824, 56.672, 97.664, 139.328]","[67, 59, 89, 73]",0.47746325688524915
great_pyrenees_30,15,"[70.336, 37.896, 95.424, 148.736]","[63, 67, 97, 87]",0.5259695473613187
saint_bernard_197,19,"[49.728, 47.712, 129.024, 124.992]","[86, 59, 81, 72]",0.36163028719552337
chihuahua_41,10,"[75.712, 49.096000000000004, 134.848, 136.64000000000001]","[69, 64, 95, 85]",0.3950526667541622
chihuahua_70,10,"[29.568, 38.792, 182.784, 146.94400000000002]","[55, 70, 138, 87]",0.44700080394200353
British_Shorthair_248,9,"[53.77333333333333, 41.81333333333333, 100.80000000000001, 139.62666666666667]","[59, 61, 88, 80]",0.5002000800320128
British_Shorthair_212,9,"[5.688000000000001, 8.512, 210.112, 215.488]","[29, 38, 159, 121]",0.42492134507345447
Persian_56,23,"[0.0, 20.896, 223.552, 181.888]","[31, 80, 161, 108]",0.42762887668369814
