,index,pred_class,true_bbox,cam_bboxes,resnet_adv_iou
1725,pug_53,25,"[47.752, 24.64, 123.648, 182.336]","[43, 0, 157, 163]",0.551361257330997
1726,american_bulldog_94,1,"[5.376, 38.448, 213.696, 144.256]","[28, 48, 156, 135]",0.6806514343003051
1727,Russian_Blue_71,27,"[43.68, 75.264, 145.15200000000002, 127.232]","[45, 62, 153, 144]",0.8243278081019353
1728,Sphynx_229,0,"[18.334519572953738, 17.580071174377224, 156.24199288256227, 192.91103202846975]","[35, 21, 142, 147]",0.6727779500477075
1729,english_setter_46,13,"[50.176, 28.0, 171.136, 167.552]","[40, 43, 166, 140]",0.7247912267858427
1730,Bombay_200,7,"[59.77333333333333, 30.613333333333333, 112.0, 173.97333333333333]","[47, 24, 153, 134]",0.554722759927796
1731,Maine_Coon_23,20,"[46.816, 0.0, 149.184, 222.656]","[18, 0, 152, 158]",0.5153099589305535
1732,american_bulldog_205,1,"[4.48, 60.296, 181.888, 112.0]","[65, 40, 159, 145]",0.455639950605432
1733,leonberger_61,19,"[9.408, 72.32, 206.528, 90.496]","[0, 55, 162, 133]",0.5225326249098515
1734,Persian_94,23,"[68.36, 42.56, 117.376, 181.44]","[63, 37, 161, 153]",0.604599218607854
1735,shiba_inu_206,31,"[0.0, 76.872, 120.512, 109.76]","[37, 50, 140, 138]",0.3920375550871814
1736,Russian_Blue_208,27,"[6.272, 40.584, 217.28, 142.464]","[42, 41, 162, 151]",0.7101347527693823
1737,scottish_terrier_75,36,"[0.0, 19.136, 218.17600000000002, 188.16]","[100, 0, 124, 160]",0.37623797527203956
1738,Sphynx_36,33,"[77.504, 46.856, 146.496, 137.984]","[63, 41, 138, 142]",0.7311100746645087
1739,Ragdoll_95,28,"[0.0, 55.775999999999996, 162.624, 139.776]","[0, 50, 124, 128]",0.646380134768193
1740,leonberger_80,8,"[64.06400000000001, 63.224000000000004, 96.768, 97.21600000000001]","[52, 29, 142, 136]",0.4871270654515326
1741,pug_72,25,"[26.432000000000002, 52.232, 150.528, 131.712]","[54, 31, 148, 155]",0.6095098161187208
1742,Egyptian_Mau_222,11,"[1.1789473684210525, 48.78947368421053, 185.09473684210525, 136.16842105263157]","[33, 61, 142, 140]",0.6404918619136177
1743,leonberger_36,19,"[28.896, 25.984, 147.84, 176.96]","[67, 0, 140, 153]",0.4142913720156953
1744,chihuahua_60,33,"[117.824, 104.608, 66.752, 66.304]","[94, 67, 130, 134]",0.25407144707233065
1745,yorkshire_terrier_200,35,"[56.0, 69.21600000000001, 128.576, 90.496]","[43, 42, 143, 136]",0.5982935878239405
1746,saint_bernard_24,28,"[20.608, 85.344, 148.288, 107.072]","[60, 49, 135, 130]",0.4390581935654908
1747,saint_bernard_200,28,"[88.70400000000001, 92.06400000000001, 114.688, 74.816]","[61, 56, 143, 145]",0.4138170922594644
1748,Egyptian_Mau_70,11,"[5.824, 98.928, 168.448, 86.016]","[46, 91, 136, 133]",0.5121406252001508
1749,beagle_27,4,"[84.488, 73.024, 77.504, 133.504]","[45, 46, 149, 146]",0.4030211855475399
1750,english_setter_90,13,"[7.6160000000000005, 56.263999999999996, 196.672, 130.368]","[58, 43, 166, 157]",0.5844622851527524
1751,japanese_chin_195,17,"[88.256, 31.136, 135.296, 164.864]","[76, 34, 148, 156]",0.8690223906023227
1752,Bombay_77,7,"[26.328358208955223, 50.04477611940298, 175.1044776119403, 128.71641791044775]","[0, 26, 152, 140]",0.49825669894397123
1753,Sphynx_53,33,"[45.472, 23.744, 78.848, 83.328]","[33, 0, 141, 154]",0.3025811063829787
1754,boxer_97,8,"[0.0, 6.272, 224.0, 216.832]","[19, 46, 205, 146]",0.6162193376834204
1755,keeshond_31,18,"[21.952, 35.536, 166.208, 148.736]","[18, 37, 183, 137]",0.8426770287597675
1756,Bengal_194,11,"[35.46666666666667, 16.8, 124.13333333333334, 201.6]","[48, 61, 143, 145]",0.5470906354257248
1757,japanese_chin_8,17,"[34.944, 39.2, 171.136, 137.088]","[78, 22, 146, 140]",0.5582834992612316
1758,Birman_99,26,"[13.621621621621621, 30.61261261261261, 200.28828828828827, 166.99099099099098]","[102, 0, 122, 160]",0.37622776564878646
1759,havanese_38,16,"[36.288000000000004, 39.688, 164.416, 145.6]","[0, 37, 153, 137]",0.536399638949317
1760,Birman_8,6,"[45.472, 47.936, 127.68, 168.448]","[38, 56, 147, 144]",0.7569486558628109
1761,Ragdoll_29,6,"[41.216, 32.480000000000004, 169.344, 163.072]","[39, 48, 185, 149]",0.8275714486523805
1762,great_pyrenees_43,35,"[71.00800000000001, 46.144, 124.992, 150.528]","[39, 0, 144, 193]",0.5453131091193608
1763,english_setter_96,13,"[42.336, 32.704, 119.616, 179.648]","[54, 28, 143, 143]",0.5527652400632568
1764,Russian_Blue_24,27,"[0.448, 39.24, 175.168, 145.15200000000002]","[57, 36, 150, 150]",0.560668005111791
1765,boxer_7,8,"[4.032, 5.448, 180.544, 212.352]","[43, 0, 163, 162]",0.5205155298953988
1766,havanese_42,16,"[50.848, 10.304, 122.304, 190.4]","[47, 0, 139, 155]",0.6521850654103298
1767,Sphynx_48,33,"[57.120000000000005, 26.88, 113.792, 159.04]","[38, 0, 144, 165]",0.6012484007668484
1768,english_setter_43,13,"[47.128, 15.232000000000001, 145.15200000000002, 208.768]","[26, 0, 156, 224]",0.7591495060784765
1769,beagle_19,4,"[69.888, 58.056, 90.048, 128.576]","[39, 38, 149, 141]",0.501965415737802
1770,Siamese_50,32,"[17.472, 11.896, 206.528, 201.15200000000002]","[37, 53, 187, 171]",0.6865775578914144
1771,boxer_55,8,"[57.344, 36.504000000000005, 147.392, 170.68800000000002]","[28, 18, 165, 166]",0.6149087399478317
1772,Persian_267,20,"[13.888, 50.296, 146.94400000000002, 142.912]","[0, 30, 174, 150]",0.6796952964151018
1773,Siamese_72,32,"[0.896, 30.232, 216.38400000000001, 178.304]","[18, 27, 138, 133]",0.458847897734936
1774,pug_28,25,"[0.896, 37.0, 216.38400000000001, 148.736]","[0, 38, 224, 139]",0.9047809825460301
1775,yorkshire_terrier_43,36,"[75.904, 73.47200000000001, 87.808, 103.488]","[42, 66, 140, 138]",0.4703454608695652
1776,pomeranian_52,24,"[38.752, 21.504, 156.8, 202.496]","[38, 25, 159, 157]",0.7669805358126223
1777,american_pit_bull_terrier_8,2,"[42.824, 17.472, 132.16, 188.16]","[55, 17, 152, 155]",0.6203800386056584
1778,Bengal_196,5,"[2.245614035087719, 32.98245614035088, 221.19298245614033, 146.52631578947367]","[91, 0, 133, 172]",0.49928505527817424
1779,great_pyrenees_5,15,"[54.656, 39.24, 102.144, 146.94400000000002]","[43, 0, 137, 154]",0.48069928072431023
1780,saint_bernard_2,28,"[35.392, 29.344, 136.64000000000001, 139.328]","[69, 23, 131, 148]",0.5963823505848076
1781,american_pit_bull_terrier_59,2,"[46.368, 16.576, 145.15200000000002, 206.528]","[59, 0, 142, 180]",0.639206223734757
1782,Birman_57,6,"[38.528, 28.0, 185.024, 163.968]","[25, 0, 143, 151]",0.4422894526261292
1783,great_pyrenees_26,10,"[5.824, 59.808, 154.112, 117.376]","[71, 0, 153, 166]",0.27742439672573665
1784,american_bulldog_75,2,"[28.448, 25.984, 166.656, 198.016]","[0, 19, 169, 153]",0.53535917893846
1785,beagle_43,4,"[61.824, 56.672, 97.664, 139.328]","[33, 33, 156, 146]",0.4889057532797125
1786,great_pyrenees_30,15,"[70.336, 37.896, 95.424, 148.736]","[35, 43, 139, 147]",0.655158273333689
1787,saint_bernard_197,28,"[49.728, 47.712, 129.024, 124.992]","[49, 21, 132, 139]",0.7248591224011376
1788,chihuahua_41,10,"[75.712, 49.096000000000004, 134.848, 136.64000000000001]","[40, 40, 149, 140]",0.6063946167996284
1789,chihuahua_70,10,"[29.568, 38.792, 182.784, 146.94400000000002]","[35, 40, 189, 141]",0.877383197437149
1790,British_Shorthair_248,9,"[53.77333333333333, 41.81333333333333, 100.80000000000001, 139.62666666666667]","[20, 0, 150, 162]",0.4613489217180856
1791,British_Shorthair_212,9,"[5.688000000000001, 8.512, 210.112, 215.488]","[0, 18, 224, 146]",0.6484902264111089
1792,Persian_56,23,"[0.0, 20.896, 223.552, 181.888]","[0, 36, 224, 188]",0.8196549163764074
1793,Birman_91,6,"[6.272, 55.856, 212.352, 107.072]","[48, 38, 129, 138]",0.5167980300655348
1794,japanese_chin_84,17,"[51.296, 21.504, 137.536, 202.496]","[42, 0, 135, 160]",0.5433509359595332
1795,Bombay_49,7,"[0.0, 26.74074074074074, 224.0, 136.19753086419752]","[95, 47, 129, 137]",0.45014123590520655
1796,Ragdoll_6,26,"[9.706666666666667, 57.266666666666666, 176.21333333333334, 112.37333333333333]","[106, 32, 118, 133]",0.3202471905390087
1797,saint_bernard_76,28,"[46.368, 56.448, 128.576, 101.248]","[53, 38, 147, 141]",0.5769843463309965
1798,Maine_Coon_222,23,"[0.0, 26.48, 223.25333333333333, 174.72]","[25, 36, 154, 169]",0.6425738938761562
1799,newfoundland_56,22,"[144.256, 108.68, 79.744, 65.856]","[50, 43, 138, 157]",0.11984968658078507
1800,Egyptian_Mau_8,11,"[22.400000000000002, 56.04, 198.24, 130.66666666666669]","[0, 62, 176, 162]",0.5432421443921706
1801,japanese_chin_27,17,"[35.392, 54.472, 135.296, 131.264]","[34, 42, 163, 154]",0.7074931935303961
1802,japanese_chin_79,17,"[28.672, 81.312, 136.192, 89.152]","[58, 56, 126, 138]",0.47629386089274756
1803,Abyssinian_216,0,"[32.85333333333333, 28.746666666666666, 191.14666666666668, 167.25333333333333]","[25, 30, 199, 194]",0.8168330717589176
1804,havanese_55,16,"[25.984, 44.128, 135.296, 141.568]","[44, 26, 139, 139]",0.5833998874125198
1805,havanese_2,16,"[0.0, 6.272, 215.488, 180.544]","[112, 27, 112, 147]",0.3788378121214356
1806,samoyed_197,29,"[44.576, 32.704, 140.224, 189.504]","[42, 0, 140, 162]",0.5643506200016153
1807,Abyssinian_201,0,"[70.93333333333334, 90.72, 150.08, 105.28]","[52, 71, 131, 153]",0.4906781953700805
1808,samoyed_58,29,"[54.472, 57.344, 107.968, 162.17600000000002]","[51, 36, 145, 155]",0.5647034250199883
1809,wheaten_terrier_193,35,"[25.088, 68.016, 187.71200000000002, 111.552]","[60, 47, 164, 141]",0.6308693465552626
1810,Bengal_4,5,"[36.288000000000004, 37.856, 187.71200000000002, 142.912]","[33, 39, 145, 145]",0.7236834327313443
1811,Abyssinian_91,0,"[51.44274809160305, 0.8549618320610687, 107.72519083969465, 221.43511450381678]","[33, 0, 137, 163]",0.6082277324748739
1812,english_setter_4,12,"[28.448, 73.92, 149.632, 117.824]","[54, 53, 140, 139]",0.6506090912186601
1813,keeshond_21,19,"[67.2, 70.112, 63.168, 92.288]","[35, 46, 119, 140]",0.3499188705882352
1814,Ragdoll_80,26,"[29.344, 31.808, 166.208, 192.192]","[25, 36, 135, 165]",0.6600685462513247
1815,basset_hound_72,3,"[46.856, 74.368, 138.88, 149.632]","[49, 72, 132, 152]",0.9363763156527786
1816,american_bulldog_21,1,"[76.424, 20.608, 93.184, 153.216]","[41, 0, 136, 150]",0.533035181437781
1817,British_Shorthair_64,27,"[79.744, 61.192, 126.784, 85.568]","[55, 45, 129, 133]",0.4674419127091506
1818,Persian_264,23,"[5.656565656565657, 27.262626262626263, 205.8989898989899, 168.56565656565655]","[100, 0, 124, 151]",0.3483300666945909
1819,pug_78,25,"[0.0, 53.128, 180.544, 132.608]","[43, 52, 181, 144]",0.5741784319809166
1820,leonberger_21,19,"[10.304, 72.84, 211.45600000000002, 94.976]","[0, 48, 155, 137]",0.4983626253765024
1821,english_cocker_spaniel_87,12,"[39.136, 34.048, 148.288, 189.952]","[34, 30, 171, 194]",0.8490866997045879
1822,beagle_53,28,"[80.64, 64.68, 86.912, 100.8]","[41, 45, 134, 134]",0.487899844063266
1823,newfoundland_85,22,"[38.448, 56.896, 148.288, 154.56]","[40, 47, 158, 152]",0.7994201708055381
1824,havanese_44,16,"[17.472, 42.136, 163.52, 140.224]","[66, 34, 158, 142]",0.5135865974288341
1825,english_setter_198,13,"[27.776, 23.344, 195.776, 175.616]","[31, 29, 166, 152]",0.733885224453579
1826,Sphynx_24,33,"[49.13333333333333, 31.733333333333334, 137.2, 190.4]","[43, 24, 133, 156]",0.6703340494507479
1827,Birman_89,6,"[0.896, 45.512, 222.656, 140.672]","[20, 22, 135, 141]",0.4597944947808676
1828,great_pyrenees_61,15,"[51.52, 49.992000000000004, 168.0, 107.072]","[93, 19, 131, 137]",0.5954869996363675
1829,Russian_Blue_203,27,"[3.584, 54.432, 220.416, 141.568]","[43, 42, 139, 139]",0.534222193257723
1830,english_setter_44,13,"[78.848, 71.048, 85.568, 77.056]","[53, 40, 125, 127]",0.4153403343622046
1831,yorkshire_terrier_37,36,"[7.168, 38.344, 196.672, 146.048]","[18, 34, 170, 163]",0.7855672158375633
1832,pomeranian_3,24,"[45.248, 28.0, 131.712, 152.768]","[44, 41, 159, 151]",0.7157163248948653
1833,basset_hound_36,3,"[42.56, 48.647999999999996, 121.408, 136.64000000000001]","[36, 44, 155, 150]",0.7135135105376346
1834,japanese_chin_28,17,"[0.448, 38.344, 221.76, 147.392]","[31, 34, 193, 163]",0.7836726320658991
1835,english_cocker_spaniel_1,12,"[37.896, 34.496, 146.048, 189.504]","[87, 44, 137, 151]",0.4340544072724142
1836,British_Shorthair_68,1,"[24.192, 75.08, 170.68800000000002, 86.016]","[72, 40, 152, 141]",0.41377785092372865
1837,english_cocker_spaniel_77,12,"[10.752, 53.984, 206.528, 134.848]","[0, 39, 156, 130]",0.5316261677549922
1838,Bengal_3,5,"[0.448, 22.240000000000002, 222.208, 157.696]","[27, 35, 197, 156]",0.7579060884967911
1839,chihuahua_80,10,"[75.712, 57.120000000000005, 72.128, 130.368]","[59, 41, 134, 137]",0.4578653594514582
1840,japanese_chin_82,17,"[0.0, 84.144, 123.2, 102.144]","[30, 52, 131, 141]",0.4420561570480495
1841,Maine_Coon_37,20,"[51.968, 53.128, 172.032, 130.816]","[35, 30, 131, 153]",0.5339093544808592
1842,Bombay_37,7,"[0.0, 8.96, 224.00000000000003, 153.44000000000003]","[106, 0, 118, 156]",0.4897481754462025
1843,Siamese_51,6,"[0.448, 5.136, 223.552, 216.832]","[0, 46, 224, 178]",0.802697871242511
1844,basset_hound_85,3,"[11.200000000000001, 47.263999999999996, 158.592, 126.784]","[49, 39, 146, 147]",0.583310698224428
1845,pomeranian_98,24,"[34.792, 0.0, 154.56, 221.312]","[45, 0, 179, 151]",0.552696525190623
1846,British_Shorthair_75,9,"[0.0, 54.472, 202.94400000000002, 112.0]","[85, 32, 139, 150]",0.4349597629239382
1847,great_pyrenees_58,15,"[39.872, 52.68, 163.072, 133.504]","[92, 37, 132, 148]",0.5513313826560061
1848,japanese_chin_98,17,"[34.048, 88.864, 65.856, 55.552]","[23, 56, 126, 127]",0.22862345406824144
1849,Abyssinian_78,0,"[65.8711111111111, 34.346666666666664, 105.0311111111111, 189.65333333333334]","[46, 51, 130, 141]",0.6317967089215327
1850,Russian_Blue_97,27,"[8.064, 39.896, 198.912, 134.848]","[0, 27, 141, 141]",0.5738858497810037
1851,havanese_57,16,"[64.184, 72.57600000000001, 107.072, 120.06400000000001]","[39, 45, 129, 142]",0.6156714288212946
1852,leonberger_76,19,"[19.0, 3.584, 184.576, 220.416]","[18, 28, 206, 167]",0.6964138855039572
1853,Siamese_254,5,"[93.0, 55.25333333333334, 40.32, 74.66666666666667]","[54, 79, 129, 118]",0.1268950687716163
1854,english_setter_5,12,"[44.8, 0.56, 150.64000000000001, 223.44000000000003]","[39, 0, 145, 155]",0.6206858990595251
1855,Sphynx_213,32,"[86.61333333333334, 60.85333333333333, 107.52000000000001, 63.46666666666667]","[45, 27, 131, 127]",0.31892948724835823
1856,Siamese_37,6,"[60.480000000000004, 44.168, 113.34400000000001, 141.12]","[37, 25, 141, 148]",0.6559671343265857
1857,Sphynx_96,33,"[68.36, 17.92, 112.896, 174.272]","[47, 0, 138, 155]",0.6047867319537583
1858,Russian_Blue_41,27,"[51.968, 68.36, 172.032, 103.488]","[30, 40, 134, 144]",0.4545712737127372
1859,Russian_Blue_79,27,"[94.976, 50.44, 92.288, 90.496]","[90, 31, 134, 133]",0.46861715003927723
1860,Abyssinian_84,0,"[68.24000000000001, 20.720000000000002, 107.52000000000001, 202.16000000000003]","[43, 43, 140, 152]",0.6127138115905029
1861,boxer_73,8,"[2.3440000000000003, 4.48, 217.28, 215.04]","[53, 0, 144, 162]",0.4788548341072402
1862,pomeranian_38,22,"[47.936, 4.448, 127.232, 206.976]","[63, 26, 137, 171]",0.6272261589374702
1863,beagle_86,4,"[56.448, 57.16, 118.72, 118.72]","[47, 24, 177, 145]",0.5013876703577964
1864,Sphynx_28,33,"[60.480000000000004, 6.72, 136.192, 215.488]","[52, 0, 149, 151]",0.6102992890962116
1865,samoyed_9,29,"[63.84, 34.048, 104.384, 189.952]","[53, 46, 171, 155]",0.5365731272296249
1866,yorkshire_terrier_64,36,"[54.656, 49.992000000000004, 101.248, 118.272]","[38, 38, 156, 141]",0.5444082313147844
1867,Abyssinian_76,0,"[95.832, 80.19200000000001, 52.416000000000004, 66.752]","[55, 47, 139, 141]",0.17852302831777134
1868,keeshond_71,18,"[25.088, 60.256, 139.328, 116.032]","[45, 53, 152, 139]",0.5911691949671571
1869,Sphynx_93,33,"[48.832, 22.992, 137.984, 165.76]","[36, 0, 155, 169]",0.6966268134840201
1870,american_pit_bull_terrier_203,2,"[61.6, 57.49333333333334, 101.54666666666667, 130.66666666666669]","[65, 42, 139, 140]",0.5958361503285797
1871,yorkshire_terrier_85,36,"[6.272, 44.168, 216.832, 132.16]","[0, 37, 200, 148]",0.7840859806366699
1872,american_pit_bull_terrier_64,34,"[74.368, 51.784, 149.632, 134.4]","[52, 34, 172, 155]",0.7543338634658665
1873,Ragdoll_210,26,"[67.6, 4.48, 116.48, 216.53333333333333]","[68, 0, 137, 153]",0.5956687016584568
1874,shiba_inu_83,31,"[52.864000000000004, 28.0, 171.136, 167.552]","[36, 51, 188, 140]",0.7719971850107133
1875,Abyssinian_4,0,"[46.856, 39.872, 139.328, 184.12800000000001]","[43, 52, 140, 134]",0.6970835157365048
1876,samoyed_22,29,"[0.0, 32.480000000000004, 223.552, 162.624]","[57, 54, 167, 170]",0.5698110307239286
1877,staffordshire_bull_terrier_66,34,"[67.648, 50.304, 142.016, 133.504]","[42, 33, 182, 158]",0.6593303680623174
1878,english_setter_3,13,"[17.024, 37.856, 186.368, 157.696]","[47, 54, 146, 146]",0.6879943894055468
1879,Egyptian_Mau_22,11,"[30.912, 52.232, 172.48, 127.232]","[64, 48, 137, 134]",0.7620950579525058
1880,keeshond_86,18,"[111.552, 68.32, 61.376000000000005, 115.136]","[80, 55, 144, 135]",0.3635075687242797
1881,samoyed_1,29,"[59.136, 49.544, 150.976, 127.68]","[40, 47, 140, 152]",0.6142129228100607
1882,english_setter_53,13,"[34.944, 82.928, 125.44, 84.224]","[57, 50, 135, 122]",0.47509727696299014
1883,german_shorthaired_69,14,"[60.744, 8.96, 89.60000000000001, 193.984]","[43, 0, 145, 167]",0.5161320723412088
1884,keeshond_64,18,"[76.608, 67.568, 147.392, 116.032]","[100, 53, 124, 127]",0.7373128022511338
1885,havanese_50,16,"[58.504000000000005, 42.56, 114.24000000000001, 166.208]","[44, 0, 139, 145]",0.4264871311104592
1886,leonberger_198,19,"[0.0, 57.16, 179.648, 118.272]","[28, 73, 138, 133]",0.5550842583116636
1887,Russian_Blue_76,27,"[6.272, 54.879999999999995, 203.392, 124.096]","[54, 39, 170, 146]",0.6283502440721745
1888,samoyed_6,29,"[43.008, 37.0, 124.992, 149.184]","[41, 23, 150, 160]",0.7479650402559842
1889,german_shorthaired_92,14,"[62.048, 34.944, 110.208, 183.68]","[42, 42, 148, 130]",0.5695285292934478
1890,basset_hound_198,4,"[40.584, 0.0, 141.568, 150.08]","[43, 20, 149, 165]",0.6527399492551366
1891,leonberger_25,19,"[34.496, 39.688, 189.056, 146.048]","[28, 35, 172, 150]",0.8190892787376163
1892,pug_65,25,"[0.448, 48.088, 191.744, 152.32]","[0, 41, 224, 183]",0.7124913661202186
1893,staffordshire_bull_terrier_91,34,"[55.552, 70.6, 80.19200000000001, 100.352]","[44, 46, 144, 142]",0.393555730829421
1894,Bengal_20,5,"[55.144, 12.992, 105.28, 158.144]","[49, 44, 139, 136]",0.6037785439684771
1895,american_pit_bull_terrier_24,21,"[66.752, 57.84, 79.296, 135.744]","[47, 80, 138, 119]",0.4954429887499733
1896,shiba_inu_22,31,"[68.992, 33.824, 146.048, 153.66400000000002]","[73, 34, 151, 148]",0.8844482637960223
1897,beagle_8,1,"[7.792, 0.0, 208.32, 221.76]","[37, 55, 187, 150]",0.5670464772962583
1898,great_pyrenees_89,15,"[40.768, 47.68, 134.4, 142.464]","[0, 21, 156, 145]",0.48463701696318146
1899,chihuahua_23,10,"[19.712, 32.032, 171.136, 163.968]","[89, 0, 135, 157]",0.3484371064726826
1900,keeshond_28,18,"[72.128, 42.784, 149.184, 152.768]","[39, 52, 185, 172]",0.6451495451454649
1901,boxer_41,28,"[69.03999999999999, 17.472, 87.36, 198.016]","[41, 0, 140, 133]",0.3907870675062959
1902,Sphynx_243,33,"[3.982222222222222, 27.977777777777778, 220.01777777777778, 173.22666666666666]","[0, 0, 153, 162]",0.46524509616546983
1903,boxer_36,8,"[53.576, 5.376, 128.576, 218.624]","[31, 0, 159, 146]",0.5439012900428024
1904,Maine_Coon_47,26,"[0.0, 90.75999999999999, 81.08800000000001, 72.57600000000001]","[0, 75, 121, 123]",0.39542045877847226
1905,pug_1,25,"[39.424, 41.888, 184.12800000000001, 143.36]","[40, 39, 146, 150]",0.7648372796058841
1906,samoyed_69,29,"[48.832, 70.112, 127.232, 85.12]","[19, 31, 151, 152]",0.4394812709979751
1907,leonberger_98,19,"[117.376, 49.992000000000004, 62.272, 124.096]","[81, 36, 143, 132]",0.38164380453487895
1908,boxer_89,8,"[64.96000000000001, 60.744, 112.896, 124.992]","[44, 38, 145, 141]",0.6295842996011148
1909,Russian_Blue_80,27,"[43.008, 60.744, 180.096, 125.888]","[31, 45, 138, 142]",0.6006306758370229
1910,Ragdoll_49,32,"[37.896, 0.0, 142.912, 224.0]","[49, 0, 157, 139]",0.5158901948911605
1911,german_shorthaired_7,14,"[70.6, 15.232000000000001, 95.424, 159.488]","[44, 21, 146, 130]",0.5692024424531721
1912,shiba_inu_69,29,"[37.896, 75.264, 110.208, 148.288]","[31, 68, 143, 156]",0.7325857945131791
1913,scottish_terrier_76,30,"[125.888, 64.88, 75.712, 120.512]","[117, 33, 107, 134]",0.491510876732288
1914,shiba_inu_39,31,"[24.782978723404256, 42.58723404255319, 185.39574468085107, 144.88510638297873]","[0, 42, 169, 142]",0.6694291304872239
1915,staffordshire_bull_terrier_86,1,"[61.824, 59.120000000000005, 155.45600000000002, 133.952]","[35, 33, 167, 161]",0.6489594962989869
1916,staffordshire_bull_terrier_47,2,"[17.472, 29.823999999999998, 206.08, 170.24]","[0, 17, 224, 177]",0.8272693972051969
1917,american_bulldog_47,1,"[49.056, 27.776, 95.872, 180.544]","[37, 0, 143, 159]",0.45805646752941753
1918,samoyed_36,29,"[60.704, 14.336, 124.992, 208.32]","[46, 0, 178, 179]",0.5515119725194505
1919,Birman_26,6,"[86.28, 20.608, 90.496, 198.464]","[57, 0, 144, 150]",0.4204361734404767
1920,Bengal_81,5,"[83.776, 63.088, 77.504, 86.912]","[60, 43, 140, 137]",0.3512006072992701
1921,Persian_256,23,"[15.186440677966102, 61.72542372881356, 136.67796610169492, 132.8813559322034]","[47, 42, 134, 144]",0.5335295884411503
1922,german_shorthaired_192,8,"[60.032000000000004, 71.048, 99.008, 114.688]","[36, 43, 169, 163]",0.41220566682397347
1923,american_pit_bull_terrier_6,8,"[0.0, 61.152, 106.176, 133.504]","[0, 26, 134, 151]",0.5563560366098292
1924,great_pyrenees_25,15,"[31.36, 33.824, 174.72, 162.17600000000002]","[52, 34, 172, 157]",0.7766121373046517
1925,newfoundland_21,22,"[57.792, 47.752, 108.416, 138.43200000000002]","[26, 39, 149, 140]",0.6575846791500999
1926,keeshond_6,18,"[4.032, 0.0, 219.96800000000002, 224.0]","[32, 0, 192, 162]",0.6312606508998713
1927,Ragdoll_48,26,"[61.792, 5.376, 132.608, 215.936]","[54, 0, 134, 155]",0.6187112752298519
1928,german_shorthaired_44,14,"[70.152, 73.024, 116.032, 150.976]","[43, 66, 153, 158]",0.7246648147596593
1929,Russian_Blue_69,27,"[0.0, 63.84, 41.664, 95.424]","[0, 34, 134, 129]",0.22999800624783062
1930,pug_74,8,"[67.936, 17.92, 73.47200000000001, 126.784]","[55, 0, 133, 131]",0.45080177658262666
1931,keeshond_41,18,"[47.04, 28.896, 115.136, 137.536]","[48, 19, 147, 136]",0.6718863396173148
1932,Sphynx_73,33,"[88.256, 41.44, 102.592, 86.464]","[40, 0, 135, 164]",0.3190192863038471
1933,Russian_Blue_226,27,"[1.4933333333333334, 0.0, 221.76000000000002, 203.84]","[113, 47, 111, 134]",0.32610968753725983
1934,Ragdoll_53,6,"[29.12, 28.672, 194.88, 195.328]","[23, 32, 201, 151]",0.7547358610381899
1935,Persian_7,23,"[1.344, 38.752, 177.856, 157.248]","[19, 36, 170, 169]",0.7995566944051311
1936,saint_bernard_62,28,"[35.84, 56.672, 128.576, 139.328]","[77, 26, 147, 142]",0.334929733428454
1937,pomeranian_42,24,"[29.12, 37.448, 121.408, 130.368]","[56, 46, 134, 138]",0.5049408772420547
1938,Egyptian_Mau_7,11,"[40.96, 47.36, 149.12, 138.24]","[51, 68, 173, 138]",0.5813839608827654
1939,Persian_221,26,"[30.613333333333333, 29.493333333333332, 165.76000000000002, 166.50666666666666]","[47, 51, 143, 143]",0.7409019028924139
1940,Siamese_77,6,"[1.344, 35.616, 180.992, 152.32]","[47, 32, 136, 141]",0.6604574767864709
1941,Bombay_71,7,"[95.76, 30.8, 111.44000000000001, 138.88000000000002]","[87, 23, 137, 136]",0.720738514966104
1942,Sphynx_75,33,"[38.528, 49.928, 142.464, 118.272]","[31, 43, 153, 141]",0.7810458539841465
1943,german_shorthaired_85,14,"[55.528, 28.224, 95.872, 159.04]","[33, 0, 153, 162]",0.47138050287038913
1944,scottish_terrier_21,30,"[59.136, 44.576, 130.816, 109.312]","[46, 35, 139, 138]",0.6975727430405967
1945,keeshond_70,18,"[0.896, 77.872, 121.408, 107.968]","[0, 65, 151, 139]",0.624526130068131
1946,yorkshire_terrier_19,16,"[37.448, 9.856, 147.84, 214.144]","[36, 24, 188, 150]",0.5884874130949302
1947,saint_bernard_40,28,"[45.248, 46.408, 147.84, 139.776]","[50, 33, 174, 154]",0.7283361723846092
1948,Ragdoll_81,6,"[28.448, 0.0, 167.104, 224.0]","[19, 0, 185, 149]",0.6209441914519002
1949,Bombay_56,7,"[0.0, 28.896, 196.672, 166.656]","[62, 0, 162, 155]",0.41518490041082773
1950,Persian_40,23,"[0.0, 37.448, 224.0, 146.94400000000002]","[31, 35, 193, 173]",0.7474171063115099
1951,beagle_45,4,"[60.480000000000004, 73.736, 100.8, 95.424]","[40, 46, 138, 139]",0.5014461057241164
1952,Birman_86,6,"[17.472, 73.736, 190.4, 97.21600000000001]","[68, 45, 129, 143]",0.5136317148337562
1953,saint_bernard_37,28,"[75.52799999999999, 94.528, 93.184, 64.06400000000001]","[41, 45, 128, 139]",0.3355294388489209
1954,Siamese_29,32,"[39.688, 34.944, 145.6, 163.072]","[61, 22, 143, 139]",0.5604846875355433
