index,pred_class,true_bbox,cam_bboxes,efficientnet_iou
Bombay_55,7,"[33.152, 36.128, 143.36, 165.76]","[37, 49, 119, 103]",0.5157942017072876
american_bulldog_64,1,"[33.6, 43.68, 190.4, 152.32]","[38, 55, 135, 100]",0.4654895046253795
great_pyrenees_68,15,"[15.68, 52.232, 137.536, 102.144]","[47, 52, 118, 95]",0.6625513970246161
american_pit_bull_terrier_196,2,"[5.226666666666667, 31.68, 197.12, 174.72]","[37, 29, 167, 134]",0.6185166232498326
Persian_67,23,"[0.0, 11.344, 223.552, 201.6]","[66, 30, 158, 114]",0.39807766613502554
wheaten_terrier_26,35,"[0.448, 48.752, 142.912, 137.536]","[34, 71, 132, 95]",0.47643014361371727
japanese_chin_196,17,"[28.466666666666665, 0.0, 166.13333333333333, 224.0]","[43, 44, 116, 138]",0.4301622334326989
samoyed_21,29,"[58.688, 28.448, 116.032, 167.104]","[74, 29, 112, 93]",0.45830086877314297
great_pyrenees_65,15,"[46.592, 66.12, 177.40800000000002, 119.616]","[42, 60, 126, 94]",0.47640530029672357
miniature_pinscher_64,21,"[30.464000000000002, 43.272, 165.312, 142.464]","[62, 55, 125, 106]",0.56260859696182
Russian_Blue_78,27,"[66.456, 38.08, 122.304, 180.544]","[91, 29, 107, 140]",0.5275108386195302
pomeranian_94,24,"[0.448, 38.0, 223.552, 148.736]","[46, 53, 146, 104]",0.4566584915589725
beagle_197,4,"[19.712, 60.296, 156.8, 124.096]","[0, 59, 144, 93]",0.5312985566607183
Egyptian_Mau_97,11,"[38.86666666666667, 34.34666666666667, 147.09333333333333, 133.28]","[76, 70, 115, 94]",0.5147950467347613
Bengal_47,5,"[0.0, 80.416, 160.38400000000001, 113.34400000000001]","[50, 86, 115, 87]",0.5168636878173191
american_pit_bull_terrier_39,14,"[39.872, 43.128, 180.544, 150.976]","[49, 36, 119, 133]",0.5329376330152383
Bombay_72,7,"[29.344, 5.376, 166.656, 218.624]","[51, 46, 143, 140]",0.549471641594898
pomeranian_195,24,"[33.6, 34.0, 182.18666666666667, 152.32]","[44, 32, 117, 109]",0.4473520190918983
wheaten_terrier_72,35,"[96.32000000000001, 75.976, 36.736000000000004, 82.432]","[70, 57, 87, 87]",0.3085748914870483
keeshond_55,18,"[16.333333333333332, 46.333333333333336, 122.73333333333333, 134.4]","[24, 59, 126, 93]",0.6110725347415736
Maine_Coon_239,20,"[0.7466666666666667, 28.746666666666666, 207.57333333333335, 166.50666666666666]","[42, 49, 123, 118]",0.4199367981134448
miniature_pinscher_5,21,"[88.03200000000001, 123.2, 35.392, 61.376000000000005]","[69, 121, 86, 75]",0.3367782003100776
staffordshire_bull_terrier_93,1,"[70.56, 61.376000000000005, 95.424, 142.912]","[66, 53, 94, 110]",0.6105091516658551
great_pyrenees_84,15,"[30.464000000000002, 47.712, 193.536, 148.288]","[49, 38, 129, 104]",0.406089302024543
leonberger_75,19,"[38.896, 5.824, 124.544, 217.728]","[39, 18, 129, 140]",0.6276896835853227
British_Shorthair_28,9,"[21.056, 72.32, 177.40800000000002, 85.568]","[90, 75, 115, 83]",0.5713578775017069
beagle_199,4,"[12.096, 41.032, 211.904, 145.15200000000002]","[28, 55, 167, 116]",0.6298139582158131
pug_194,25,"[23.893333333333334, 44.42666666666666, 191.14666666666668, 151.57333333333335]","[80, 45, 117, 92]",0.3715216771938146
american_pit_bull_terrier_48,14,"[21.504, 56.36, 140.672, 141.12]","[68, 51, 99, 91]",0.38783734095040245
Bombay_45,7,"[0.0, 27.09268292682927, 224.00000000000003, 169.3658536585366]","[52, 60, 132, 107]",0.37229211240947985
scottish_terrier_42,30,"[32.704, 43.68, 165.76, 151.424]","[31, 61, 121, 97]",0.4580075498747964
miniature_pinscher_198,2,"[9.068825910931174, 32.02024291497976, 161.4251012145749, 171.40080971659918]","[0, 23, 119, 120]",0.4101125844663512
great_pyrenees_62,15,"[53.536, 65.856, 128.576, 126.336]","[77, 64, 117, 93]",0.5460603467915908
scottish_terrier_94,30,"[45.92, 28.672, 87.808, 139.776]","[59, 34, 86, 112]",0.6183206672805963
Abyssinian_46,0,"[37.0, 38.08, 142.464, 126.784]","[101, 32, 95, 97]",0.3541613909100971
Bombay_205,7,"[9.666666666666668, 0.9333333333333333, 203.46666666666667, 223.06666666666666]","[35, 37, 131, 122]",0.35213012309449515
Russian_Blue_204,27,"[0.448, 59.400000000000006, 218.17600000000002, 125.888]","[30, 69, 102, 97]",0.36023059623565895
samoyed_78,29,"[41.856, 8.96, 150.08, 215.04]","[69, 17, 110, 94]",0.3203896413976038
Ragdoll_30,6,"[77.952, 33.408, 146.048, 166.656]","[88, 61, 92, 99]",0.37420230126980536
Birman_88,6,"[11.648, 28.448, 211.45600000000002, 153.216]","[23, 35, 108, 93]",0.3100149027608367
wheaten_terrier_5,35,"[0.0, 32.888, 215.488, 107.52]","[69, 49, 126, 89]",0.48400316955004463
miniature_pinscher_28,21,"[101.696, 38.544, 60.928000000000004, 148.288]","[88, 42, 85, 118]",0.605412172266149
Russian_Blue_45,27,"[37.448, 6.272, 148.736, 217.728]","[50, 30, 110, 112]",0.38043487884518673
english_setter_94,13,"[59.848, 38.976, 126.336, 185.024]","[65, 44, 128, 180]",0.886637513427942
shiba_inu_75,31,"[80.864, 42.112, 42.112, 129.472]","[61, 33, 95, 92]",0.3261691736182255
chihuahua_57,10,"[0.896, 41.480000000000004, 191.744, 144.256]","[79, 60, 109, 100]",0.3940676910385098
pug_90,25,"[57.496, 52.864000000000004, 116.928, 154.112]","[36, 65, 96, 91]",0.339398035062296
saint_bernard_64,28,"[44.800000000000004, 51.296, 102.144, 144.704]","[26, 42, 101, 99]",0.42362856044326086
yorkshire_terrier_82,36,"[66.304, 39.0, 142.464, 138.43200000000002]","[65, 31, 110, 105]",0.5086587812600764
pomeranian_46,24,"[0.0, 37.448, 224.0, 125.44]","[97, 55, 127, 94]",0.4248616299198251
american_pit_bull_terrier_194,2,"[42.56, 49.653333333333336, 181.44, 144.85333333333335]","[76, 40, 115, 110]",0.42128106593138975
basset_hound_25,3,"[74.136, 70.784, 107.968, 138.43200000000002]","[59, 61, 98, 80]",0.342906111465752
german_shorthaired_20,14,"[52.64, 5.824, 98.56, 153.216]","[36, 0, 122, 128]",0.644790981269465
basset_hound_69,3,"[54.576, 32.704, 120.96000000000001, 145.15200000000002]","[59, 63, 102, 102]",0.5925643791467203
Birman_199,6,"[19.712, 37.448, 204.288, 147.84]","[66, 44, 124, 100]",0.41056968042400366
Ragdoll_44,26,"[0.448, 37.0, 223.104, 142.016]","[44, 57, 131, 102]",0.42172256026617255
german_shorthaired_72,14,"[53.576, 71.68, 108.416, 152.32]","[61, 71, 104, 153]",0.9026145977237499
Birman_44,6,"[69.888, 54.432, 129.472, 141.568]","[64, 64, 119, 99]",0.5921153539919367
staffordshire_bull_terrier_55,19,"[72.128, 44.616, 65.856, 137.088]","[56, 22, 92, 75]",0.2764647372868957
Persian_41,26,"[0.0, 37.0, 224.0, 148.736]","[51, 63, 136, 101]",0.41228370113105484
Abyssinian_22,0,"[33.6, 49.056, 156.8, 122.75200000000001]","[42, 60, 122, 98]",0.6211711418143899
Egyptian_Mau_74,11,"[97.888, 28.224, 91.84, 185.92000000000002]","[93, 66, 99, 111]",0.5704777879064331
Maine_Coon_24,20,"[42.376, 31.36, 101.248, 191.744]","[54, 42, 99, 131]",0.5687806903525541
yorkshire_terrier_25,36,"[64.512, 37.408, 87.808, 131.712]","[86, 37, 87, 107]",0.5120670966503212
english_cocker_spaniel_23,12,"[37.896, 32.704, 147.392, 191.296]","[46, 41, 138, 133]",0.6509549388792341
beagle_34,4,"[6.72, 30.616, 155.008, 169.792]","[47, 31, 108, 101]",0.41445157321549575
chihuahua_33,10,"[41.032, 46.144, 115.584, 174.272]","[37, 46, 112, 108]",0.5654541942287913
saint_bernard_21,28,"[10.752, 33.824, 99.008, 85.12]","[0, 25, 94, 85]",0.6293629476477723
Sphynx_242,33,"[6.0927999999999995, 25.3008, 217.5488, 173.824]","[17, 46, 148, 96]",0.3757219059773572
pug_25,25,"[34.496, 50.44, 131.264, 135.744]","[39, 57, 130, 99]",0.6918351729470309
Bombay_38,7,"[46.08, 49.92, 136.32, 120.32000000000001]","[77, 48, 114, 102]",0.6034023082934145
Bengal_57,5,"[6.72, 47.712, 178.752, 143.36]","[67, 73, 119, 87]",0.4014932680245619
leonberger_85,19,"[26.88, 63.392, 174.72, 118.72]","[20, 56, 111, 91]",0.39321848993894326
Abyssinian_212,0,"[38.266666666666666, 20.533333333333335, 117.60000000000001, 195.06666666666666]","[39, 59, 111, 108]",0.5225842900386403
american_pit_bull_terrier_25,8,"[11.648, 45.168, 206.528, 120.96000000000001]","[37, 55, 158, 85]",0.5375950919654437
miniature_pinscher_53,21,"[28.448, 25.088, 137.536, 198.016]","[69, 32, 106, 144]",0.4894639834863026
yorkshire_terrier_73,36,"[32.448, 22.848, 159.488, 182.784]","[64, 24, 128, 118]",0.5177213724281265
pug_31,25,"[70.70400000000001, 68.544, 75.264, 121.408]","[62, 61, 97, 90]",0.5321674589721804
yorkshire_terrier_87,36,"[0.0, 37.0, 223.552, 147.84]","[28, 46, 171, 111]",0.574312905727968
scottish_terrier_26,30,"[70.784, 39.24, 88.70400000000001, 146.048]","[71, 74, 97, 86]",0.5559967101549472
japanese_chin_33,17,"[56.896, 56.672, 93.184, 106.624]","[92, 62, 91, 84]",0.38412302772754486
pomeranian_53,24,"[55.104, 55.775999999999996, 108.416, 110.208]","[66, 54, 102, 88]",0.6718388538527174
Bengal_2,11,"[19.78666666666667, 23.6, 188.16, 169.86666666666667]","[41, 66, 131, 104]",0.42625468554768847
saint_bernard_96,28,"[36.288000000000004, 67.568, 139.328, 102.144]","[24, 52, 128, 83]",0.4575599862416436
pug_54,25,"[69.888, 57.608000000000004, 90.496, 128.576]","[63, 54, 105, 96]",0.6260887254552023
saint_bernard_89,28,"[9.408, 53.032, 139.328, 118.272]","[0, 39, 123, 92]",0.46765830191554314
scottish_terrier_37,30,"[55.816, 70.336, 96.32000000000001, 112.896]","[59, 67, 103, 100]",0.7396859348387603
basset_hound_70,3,"[0.896, 29.792, 169.344, 164.864]","[43, 61, 126, 125]",0.5641374246709553
boxer_78,8,"[0.0, 42.336, 223.552, 153.66400000000002]","[30, 44, 102, 101]",0.29989612338856325
Persian_66,23,"[17.472, 25.992, 184.576, 162.17600000000002]","[94, 28, 103, 103]",0.35441544107283796
Abyssinian_75,0,"[65.77894736842106, 60.12631578947368, 94.90526315789472, 163.28421052631577]","[70, 88, 93, 102]",0.5879324640354096
Persian_268,23,"[0.64, 37.64, 223.36, 147.20000000000002]","[24, 58, 111, 101]",0.3409817549364644
scottish_terrier_23,30,"[87.808, 47.856, 107.968, 129.472]","[73, 56, 97, 91]",0.4880135637385424
staffordshire_bull_terrier_79,34,"[83.776, 25.784, 74.368, 161.728]","[63, 31, 106, 108]",0.5200679353866563
British_Shorthair_268,9,"[43.186440677966104, 5.905838041431262, 131.1939736346516, 197.00188323917138]","[52, 0, 123, 151]",0.6659977755331389
american_bulldog_203,1,"[44.168, 39.424, 119.168, 178.304]","[88, 30, 94, 138]",0.3948197733975378
english_setter_81,13,"[33.6, 46.856, 166.656, 116.48]","[38, 36, 153, 101]",0.6544864738687618
japanese_chin_69,17,"[28.448, 4.032, 159.936, 218.17600000000002]","[87, 55, 113, 92]",0.25935995452618166
Egyptian_Mau_27,11,"[59.36, 28.672, 132.608, 189.504]","[67, 69, 97, 116]",0.4477562091781317
miniature_pinscher_70,21,"[73.696, 34.944, 78.848, 153.216]","[65, 30, 91, 136]",0.7316649939286585
pug_34,25,"[49.728, 21.856, 174.272, 190.4]","[70, 52, 154, 105]",0.48732137456525026
japanese_chin_25,17,"[64.06400000000001, 41.888, 135.744, 138.88]","[65, 69, 97, 86]",0.442496495164658
wheaten_terrier_93,35,"[0.448, 47.263999999999996, 212.8, 148.288]","[36, 49, 112, 94]",0.3336324194171228
keeshond_83,18,"[0.0, 28.448, 223.552, 167.552]","[24, 48, 178, 130]",0.6177818982393468
wheaten_terrier_3,16,"[0.448, 42.0, 223.552, 139.328]","[61, 59, 111, 95]",0.33855530348379675
shiba_inu_95,31,"[75.712, 24.192, 142.016, 191.296]","[67, 57, 110, 105]",0.3787228748752028
newfoundland_191,22,"[70.784, 65.408, 153.216, 158.144]","[42, 45, 182, 122]",0.5042497539014251
Egyptian_Mau_25,11,"[4.032, 23.240000000000002, 218.624, 178.752]","[35, 79, 143, 105]",0.3842170125438009
english_cocker_spaniel_198,12,"[49.448, 29.12, 112.0, 147.392]","[63, 26, 94, 129]",0.704278936532092
beagle_92,4,"[72.128, 72.80000000000001, 92.288, 102.144]","[61, 60, 102, 99]",0.6699881984132956
Bombay_34,7,"[63.168, 59.568, 88.70400000000001, 100.8]","[56, 62, 105, 95]",0.8033646500334737
pug_91,25,"[60.480000000000004, 93.408, 107.072, 89.152]","[94, 90, 98, 81]",0.4846075489182815
yorkshire_terrier_97,36,"[37.0, 29.12, 146.94400000000002, 115.584]","[49, 56, 117, 79]",0.5442060622728245
basset_hound_48,3,"[128.8, 0.0, 66.752, 146.496]","[37, 31, 140, 141]",0.2324193655168428
Maine_Coon_77,20,"[21.056, 46.816, 202.94400000000002, 108.416]","[18, 61, 109, 91]",0.4327064388660468
Egyptian_Mau_83,11,"[10.560669456066947, 3.7489539748953975, 204.31799163179917, 207.12970711297072]","[49, 64, 152, 92]",0.33043223905652586
Birman_3,6,"[0.0, 28.0, 197.568, 164.864]","[101, 31, 104, 84]",0.24435709407652983
basset_hound_63,3,"[17.024, 54.472, 129.92000000000002, 116.48]","[71, 68, 92, 92]",0.42063514386697126
yorkshire_terrier_26,36,"[38.792, 26.88, 146.94400000000002, 176.96]","[70, 45, 114, 119]",0.5217048154743528
staffordshire_bull_terrier_44,34,"[43.008, 66.568, 113.792, 118.72]","[63, 67, 111, 99]",0.6104448008651254
newfoundland_29,22,"[72.57600000000001, 58.464, 102.592, 135.296]","[87, 53, 97, 103]",0.563102690728623
Ragdoll_69,26,"[0.0, 29.344, 224.0, 166.656]","[40, 67, 156, 109]",0.4554934372942725
pug_20,25,"[97.21600000000001, 80.864, 126.336, 114.688]","[73, 61, 102, 87]",0.2878602654546729
english_cocker_spaniel_191,12,"[72.57600000000001, 50.848, 151.424, 121.85600000000001]","[65, 40, 124, 99]",0.5014928574466299
samoyed_99,29,"[3.136, 41.44, 219.96800000000002, 154.112]","[30, 57, 128, 97]",0.36625683759981514
chihuahua_197,10,"[56.413333333333334, 0.0, 102.29333333333334, 174.72]","[49, 25, 104, 104]",0.5387892563458725
Abyssinian_25,0,"[37.0, 23.744, 108.416, 126.784]","[42, 30, 112, 102]",0.7214585105234362
newfoundland_40,22,"[0.0, 57.608000000000004, 168.89600000000002, 128.12800000000001]","[55, 55, 123, 100]",0.4854990301937623
Persian_42,23,"[4.928, 39.096000000000004, 216.38400000000001, 153.216]","[80, 69, 113, 108]",0.36810603204995623
wheaten_terrier_192,35,"[63.984, 117.824, 103.488, 83.328]","[58, 114, 93, 80]",0.7025531482435742
Bengal_53,5,"[51.52, 56.712, 172.48, 117.824]","[57, 72, 167, 93]",0.7642349829789208
staffordshire_bull_terrier_67,34,"[20.608, 55.368, 140.224, 129.92000000000002]","[37, 65, 132, 110]",0.7125574255105073
shiba_inu_23,31,"[50.176, 53.608000000000004, 158.144, 134.4]","[124, 35, 100, 90]",0.24839397759158374
Ragdoll_219,6,"[0.7466666666666667, 42.973333333333336, 174.72, 142.61333333333334]","[40, 62, 150, 96]",0.49424227211345
miniature_pinscher_99,21,"[48.832, 46.408, 175.168, 138.88]","[46, 58, 122, 114]",0.55111776417774
British_Shorthair_230,27,"[44.053333333333335, 93.70666666666666, 103.78666666666668, 56.0]","[86, 82, 83, 75]",0.403899535184612
Maine_Coon_58,20,"[52.232, 57.792, 132.16, 162.17600000000002]","[70, 62, 94, 106]",0.4648866815665305
english_setter_40,13,"[0.0, 32.928, 167.552, 162.17600000000002]","[37, 41, 109, 118]",0.47333901698549835
japanese_chin_77,17,"[48.832, 26.92, 128.576, 180.544]","[76, 16, 115, 122]",0.4335926405942987
beagle_46,4,"[0.0, 51.096000000000004, 161.728, 134.848]","[29, 56, 137, 105]",0.6261526200018044
wheaten_terrier_68,35,"[64.06400000000001, 40.136, 121.408, 139.776]","[73, 47, 105, 95]",0.5878046149537731
Siamese_52,32,"[54.208, 30.240000000000002, 152.32, 165.312]","[64, 57, 125, 116]",0.5758464463020981
miniature_pinscher_56,21,"[51.336, 21.952, 100.352, 195.328]","[60, 41, 96, 109]",0.4979179634864213
newfoundland_90,22,"[61.032000000000004, 34.048, 98.56, 170.68800000000002]","[62, 54, 116, 110]",0.5695661641747505
basset_hound_196,4,"[29.12, 118.536, 80.19200000000001, 59.584]","[28, 104, 94, 79]",0.643436591435497
staffordshire_bull_terrier_37,34,"[4.928, 37.168, 184.576, 152.32]","[31, 38, 154, 119]",0.651831765776699
havanese_59,16,"[6.272, 41.928, 178.752, 143.36]","[35, 75, 150, 95]",0.5560783186042274
miniature_pinscher_195,21,"[60.10666666666667, 56.74666666666667, 99.30666666666667, 166.50666666666666]","[66, 61, 100, 117]",0.6315409178653751
Siamese_33,32,"[28.448, 6.272, 154.56, 217.728]","[46, 30, 142, 129]",0.5153378831993545
Birman_23,6,"[64.512, 42.448, 159.488, 138.43200000000002]","[68, 41, 127, 104]",0.585033814928845
shiba_inu_28,31,"[78.848, 72.944, 106.176, 107.52]","[86, 61, 138, 83]",0.44438176130046975
Maine_Coon_35,20,"[39.872, 58.504000000000005, 134.4, 99.904]","[40, 63, 90, 92]",0.61666342545987
Bengal_50,5,"[79.52000000000001, 17.92, 112.44800000000001, 206.08]","[70, 40, 107, 148]",0.5868886540180052
leonberger_60,19,"[87.584, 0.0, 51.072, 32.256]","[59, 68, 100, 106]",0.0
scottish_terrier_67,30,"[28.200000000000003, 0.896, 171.136, 223.104]","[73, 39, 107, 112]",0.3138723555403363
german_shorthaired_55,14,"[63.288000000000004, 49.728, 107.072, 146.496]","[61, 35, 101, 120]",0.5967384672086756
Bombay_201,7,"[42.22666666666667, 1.4933333333333334, 143.36, 221.01333333333335]","[41, 21, 124, 138]",0.5318908831736725
havanese_6,16,"[10.752, 7.6160000000000005, 192.64000000000001, 211.904]","[17, 44, 111, 101]",0.2746367987986285
yorkshire_terrier_54,36,"[45.616, 18.816, 140.672, 204.288]","[52, 35, 117, 100]",0.4071320978315899
Bengal_21,5,"[22.400000000000002, 66.12, 195.776, 107.52]","[33, 76, 148, 85]",0.5976293728303679
great_pyrenees_7,15,"[73.024, 79.968, 103.04, 76.16]","[57, 60, 113, 94]",0.635890219930618
american_pit_bull_terrier_71,2,"[43.904, 65.184, 116.48, 130.368]","[34, 55, 111, 89]",0.46606520612588037
american_pit_bull_terrier_46,34,"[53.128, 0.0, 132.16, 224.0]","[60, 0, 125, 156]",0.6586983310273262
yorkshire_terrier_44,36,"[34.048, 42.824, 104.83200000000001, 141.568]","[61, 32, 96, 113]",0.44877852308412763
pug_77,25,"[44.352000000000004, 57.568, 141.12, 129.024]","[25, 46, 97, 88]",0.28520210302338367
samoyed_76,29,"[52.864000000000004, 50.848, 94.528, 140.224]","[58, 41, 100, 103]",0.5468226862786758
Egyptian_Mau_223,11,"[84.21621621621622, 55.351351351351354, 73.51351351351352, 136.64864864864865]","[84, 67, 94, 103]",0.6229123172336759
shiba_inu_94,31,"[90.048, 75.632, 82.88, 65.856]","[66, 62, 103, 86]",0.5703240172379338
Bengal_78,5,"[1.344, 43.72, 196.22400000000002, 135.296]","[0, 72, 184, 96]",0.657298360945699
Ragdoll_77,26,"[33.344, 7.168, 157.696, 211.904]","[49, 23, 126, 120]",0.4524722601658384
saint_bernard_193,28,"[38.344, 74.368, 147.392, 149.632]","[82, 70, 105, 106]",0.4656414743908926
japanese_chin_35,17,"[48.384, 60.744, 92.288, 101.696]","[35, 62, 102, 90]",0.7531189836525716
staffordshire_bull_terrier_4,34,"[3.136, 40.544, 194.43200000000002, 154.112]","[47, 55, 155, 107]",0.5292889260858165
miniature_pinscher_24,21,"[55.088, 13.44, 137.536, 199.36]","[52, 18, 108, 141]",0.5310648864896963
chihuahua_32,10,"[47.263999999999996, 11.648, 115.136, 191.296]","[45, 0, 115, 126]",0.5457110033919734
Egyptian_Mau_51,11,"[0.448, 43.824, 129.024, 109.76]","[25, 49, 122, 100]",0.6564590097322625
Egyptian_Mau_57,11,"[0.0, 46.944, 198.464, 162.17600000000002]","[42, 61, 142, 110]",0.4853026969302618
wheaten_terrier_32,35,"[67.2, 57.608000000000004, 57.344, 77.504]","[60, 53, 94, 79]",0.5609784149925029
chihuahua_42,2,"[54.408, 0.0, 124.096, 224.0]","[63, 26, 103, 158]",0.5854482474397701
american_pit_bull_terrier_95,2,"[45.0, 60.480000000000004, 131.264, 150.528]","[62, 65, 107, 104]",0.5631890356703383
great_pyrenees_44,15,"[39.872, 89.864, 179.20000000000002, 65.408]","[38, 70, 114, 85]",0.5177066474930238
Bengal_37,5,"[24.192, 92.96000000000001, 146.048, 64.96000000000001]","[55, 77, 104, 77]",0.5694888987845006
beagle_70,10,"[64.06400000000001, 46.0, 115.584, 119.168]","[72, 35, 101, 94]",0.5631876634908998
pomeranian_19,24,"[25.088, 33.448, 134.4, 155.904]","[34, 50, 114, 91]",0.49509634133825947
Birman_42,6,"[38.448, 14.336, 133.056, 179.648]","[62, 0, 114, 107]",0.3909614664510438
english_cocker_spaniel_71,12,"[0.0, 65.408, 157.248, 158.592]","[24, 50, 169, 132]",0.4899194294000647
pug_53,25,"[47.752, 24.64, 123.648, 182.336]","[65, 26, 118, 100]",0.44884133223213274
american_bulldog_94,1,"[5.376, 38.448, 213.696, 144.256]","[30, 50, 131, 112]",0.47594748864818015
Russian_Blue_71,27,"[43.68, 75.264, 145.15200000000002, 127.232]","[60, 72, 113, 111]",0.6462966491184565
Sphynx_229,33,"[18.334519572953738, 17.580071174377224, 156.24199288256227, 192.91103202846975]","[57, 54, 94, 104]",0.32434436618824464
english_setter_46,13,"[50.176, 28.0, 171.136, 167.552]","[39, 41, 156, 129]",0.6203469430179093
Bombay_200,7,"[59.77333333333333, 30.613333333333333, 112.0, 173.97333333333333]","[66, 29, 106, 106]",0.5610518768577024
Maine_Coon_23,20,"[46.816, 0.0, 149.184, 222.656]","[43, 0, 108, 141]",0.4351961089947926
american_bulldog_205,1,"[4.48, 60.296, 181.888, 112.0]","[98, 63, 126, 91]",0.33793489720611486
leonberger_61,19,"[9.408, 72.32, 206.528, 90.496]","[0, 70, 149, 91]",0.6230023331050609
Persian_94,23,"[68.36, 42.56, 117.376, 181.44]","[94, 61, 101, 100]",0.41279566782196164
shiba_inu_206,31,"[0.0, 76.872, 120.512, 109.76]","[44, 66, 107, 91]",0.3641964679486943
Russian_Blue_208,27,"[6.272, 40.584, 217.28, 142.464]","[45, 57, 144, 102]",0.47450170498076694
scottish_terrier_75,30,"[0.0, 19.136, 218.17600000000002, 188.16]","[123, 34, 101, 96]",0.2195783328214699
Sphynx_36,33,"[77.504, 46.856, 146.496, 137.984]","[74, 62, 109, 104]",0.5331570961312059
Ragdoll_95,32,"[0.0, 55.775999999999996, 162.624, 139.776]","[59, 88, 90, 80]",0.31674899775549126
leonberger_80,19,"[64.06400000000001, 63.224000000000004, 96.768, 97.21600000000001]","[68, 61, 95, 96]",0.8863192411128215
pug_72,25,"[26.432000000000002, 52.232, 150.528, 131.712]","[64, 43, 118, 94]",0.44864430576323017
Egyptian_Mau_222,11,"[1.1789473684210525, 48.78947368421053, 185.09473684210525, 136.16842105263157]","[44, 71, 140, 116]",0.6258977954853225
leonberger_36,19,"[28.896, 25.984, 147.84, 176.96]","[88, 0, 100, 143]",0.3452174605924105
chihuahua_60,10,"[117.824, 104.608, 66.752, 66.304]","[126, 94, 98, 86]",0.4329742648138487
yorkshire_terrier_200,36,"[56.0, 69.21600000000001, 128.576, 90.496]","[65, 63, 101, 80]",0.607675355486459
saint_bernard_24,28,"[20.608, 85.344, 148.288, 107.072]","[78, 79, 96, 72]",0.3547735602351702
saint_bernard_200,28,"[88.70400000000001, 92.06400000000001, 114.688, 74.816]","[70, 72, 105, 91]",0.5095297851278818
Egyptian_Mau_70,11,"[5.824, 98.928, 168.448, 86.016]","[49, 100, 116, 82]",0.6564879213819834
beagle_27,4,"[84.488, 73.024, 77.504, 133.504]","[66, 68, 108, 94]",0.506943039535728
english_setter_90,13,"[7.6160000000000005, 56.263999999999996, 196.672, 130.368]","[59, 52, 133, 115]",0.5619862562502108
japanese_chin_195,17,"[88.256, 31.136, 135.296, 164.864]","[87, 50, 137, 119]",0.7153043219026288
Bombay_77,7,"[26.328358208955223, 50.04477611940298, 175.1044776119403, 128.71641791044775]","[17, 45, 112, 103]",0.4187439511544754
Sphynx_53,33,"[45.472, 23.744, 78.848, 83.328]","[56, 30, 96, 95]",0.50510475637965
boxer_97,8,"[0.0, 6.272, 224.0, 216.832]","[21, 59, 163, 109]",0.3657991638029178
keeshond_31,18,"[21.952, 35.536, 166.208, 148.736]","[44, 41, 107, 110]",0.47611124782699754
Bengal_194,5,"[35.46666666666667, 16.8, 124.13333333333334, 201.6]","[59, 37, 101, 151]",0.6055486636200417
japanese_chin_8,17,"[34.944, 39.2, 171.136, 137.088]","[73, 36, 114, 111]",0.5158004718855591
Birman_99,26,"[13.621621621621621, 30.61261261261261, 200.28828828828827, 166.99099099099098]","[122, 29, 102, 99]",0.2587443535555617
havanese_38,16,"[36.288000000000004, 39.688, 164.416, 145.6]","[34, 44, 127, 103]",0.5313559747188888
Birman_8,6,"[45.472, 47.936, 127.68, 168.448]","[49, 73, 113, 100]",0.5253995670216575
Ragdoll_29,26,"[41.216, 32.480000000000004, 169.344, 163.072]","[59, 68, 133, 112]",0.5394118117332403
great_pyrenees_43,35,"[71.00800000000001, 46.144, 124.992, 150.528]","[55, 28, 122, 115]",0.4546718784630218
english_setter_96,13,"[42.336, 32.704, 119.616, 179.648]","[64, 77, 94, 110]",0.4811814502763194
Russian_Blue_24,27,"[0.448, 39.24, 175.168, 145.15200000000002]","[76, 54, 114, 104]",0.38481889140589465
boxer_7,8,"[4.032, 5.448, 180.544, 212.352]","[82, 0, 108, 104]",0.25617350220034274
havanese_42,36,"[50.848, 10.304, 122.304, 190.4]","[58, 28, 108, 126]",0.5843683627297074
Sphynx_48,33,"[57.120000000000005, 26.88, 113.792, 159.04]","[63, 32, 96, 111]",0.5888112703215921
english_setter_43,13,"[47.128, 15.232000000000001, 145.15200000000002, 208.768]","[65, 0, 100, 136]",0.3794598415900147
beagle_19,4,"[69.888, 58.056, 90.048, 128.576]","[65, 48, 100, 97]",0.5821402436992053
Siamese_50,32,"[17.472, 11.896, 206.528, 201.15200000000002]","[39, 60, 157, 123]",0.464837834661134
boxer_55,8,"[57.344, 36.504000000000005, 147.392, 170.68800000000002]","[43, 37, 118, 96]",0.3750122428169107
Persian_267,23,"[13.888, 50.296, 146.94400000000002, 142.912]","[27, 48, 112, 101]",0.5200516190642545
Siamese_72,32,"[0.896, 30.232, 216.38400000000001, 178.304]","[33, 38, 105, 87]",0.23676762667597082
pug_28,25,"[0.896, 37.0, 216.38400000000001, 148.736]","[18, 64, 175, 101]",0.549184384498954
yorkshire_terrier_43,36,"[75.904, 73.47200000000001, 87.808, 103.488]","[70, 84, 87, 88]",0.7428672433139749
pomeranian_52,24,"[38.752, 21.504, 156.8, 202.496]","[55, 40, 112, 104]",0.3668502799349828
american_pit_bull_terrier_8,2,"[42.824, 17.472, 132.16, 188.16]","[70, 0, 115, 120]",0.385751897759218
