index,pred_class,true_bbox,cam_bboxes,vggnet_adv_iou
english_setter_197,13,"[28.0, 0.0, 168.0, 224.0]","[34, 121, 61, 76]",0.12319302721088435
Persian_90,23,"[1.792, 29.344, 141.12, 166.208]","[40, 62, 72, 53]",0.1626926280716368
american_pit_bull_terrier_82,8,"[53.76, 37.928, 166.656, 149.632]","[116, 32, 69, 47]",0.11181079969645853
scottish_terrier_5,30,"[64.328, 11.648, 109.312, 149.184]","[94, 52, 60, 83]",0.30537906068497406
wheaten_terrier_98,35,"[32.704, 32.584, 174.272, 162.624]","[65, 29, 108, 59]",0.20833168476068717
Bengal_193,11,"[6.200692041522491, 1.5501730103806228, 179.82006920415225, 210.0484429065744]","[90, 31, 96, 91]",0.23128901066566085
staffordshire_bull_terrier_75,2,"[0.896, 79.56, 133.504, 106.176]","[82, 68, 64, 61]",0.1672657363178288
Bombay_63,7,"[4.928, 28.0, 145.15200000000002, 160.38400000000001]","[53, 51, 82, 79]",0.2782639071431386
wheaten_terrier_43,35,"[78.52799999999999, 75.264, 68.992, 124.096]","[94, 65, 61, 33]",0.13003383844735666
wheaten_terrier_71,35,"[0.0, 37.448, 185.472, 146.496]","[83, 30, 67, 55]",0.11514249975493387
British_Shorthair_22,9,"[90.584, 78.848, 80.64, 126.784]","[122, 89, 64, 60]",0.2658260922760865
Abyssinian_2,0,"[41.440000000000005, 28.48, 101.92, 169.49333333333334]","[43, 27, 56, 100]",0.31784965182364566
Maine_Coon_267,0,"[37.57419354838709, 24.838709677419352, 148.8516129032258, 174.14193548387095]","[97, 31, 64, 79]",0.19505188571823207
Sphynx_248,33,"[34.1090909090909, 30.0, 167.49090909090907, 133.89090909090908]","[92, 69, 93, 72]",0.2985885259832782
english_cocker_spaniel_28,12,"[46.144, 44.616, 176.512, 141.12]","[72, 133, 11, 17]",0.007507214119633834
Sphynx_249,33,"[80.01488372093024, 79.84279069767442, 131.06604651162792, 98.76837209302326]","[74, 90, 64, 70]",0.30367280795839846
basset_hound_51,3,"[42.824, 21.952, 114.24000000000001, 177.856]","[77, 56, 61, 56]",0.16812455460773731
Abyssinian_226,1,"[61.973333333333336, 32.480000000000004, 118.72, 126.93333333333334]","[127, 104, 53, 53]",0.1864026860744298
staffordshire_bull_terrier_88,34,"[20.608, 78.21600000000001, 132.608, 108.416]","[59, 73, 73, 65]",0.29572782217134685
shiba_inu_4,31,"[84.488, 68.992, 71.68, 138.43200000000002]","[100, 77, 62, 59]",0.3227764967152051
scottish_terrier_82,30,"[55.775999999999996, 56.448, 102.592, 115.584]","[42, 94, 61, 62]",0.23032281689971804
Birman_67,6,"[64.96000000000001, 52.68, 129.92000000000002, 114.688]","[94, 88, 59, 51]",0.20194271766829036
american_pit_bull_terrier_77,2,"[0.448, 39.647999999999996, 217.728, 156.352]","[97, 80, 86, 80]",0.20210204779495722
Persian_49,23,"[28.896, 1.344, 166.208, 220.416]","[88, 33, 64, 62]",0.10831201193908634
miniature_pinscher_34,21,"[75.08, 51.968, 60.480000000000004, 129.92000000000002]","[91, 68, 51, 63]",0.33972943630530517
beagle_48,14,"[25.088, 35.824, 173.824, 154.112]","[98, 60, 57, 59]",0.12553957994017853
leonberger_94,8,"[75.488, 44.352000000000004, 105.72800000000001, 81.08800000000001]","[73, 38, 71, 61]",0.4087282170581642
english_setter_20,28,"[92.288, 46.064, 79.296, 127.68]","[127, 87, 48, 47]",0.203736966460946
american_bulldog_35,8,"[30.912, 41.888, 192.192, 110.656]","[42, 74, 73, 80]",0.2682628380263573
great_pyrenees_83,15,"[71.048, 32.704, 90.944, 176.064]","[71, 80, 83, 53]",0.2745295631808171
havanese_75,16,"[38.528, 58.775999999999996, 166.656, 113.34400000000001]","[52, 86, 58, 47]",0.14431330155101693
japanese_chin_80,17,"[63.392, 62.72, 71.232, 104.83200000000001]","[67, 66, 58, 66]",0.5126287029083525
miniature_pinscher_82,21,"[50.792, 15.68, 114.24000000000001, 135.296]","[91, 36, 63, 60]",0.24456181479214198
saint_bernard_99,28,"[52.608000000000004, 7.6160000000000005, 108.864, 198.912]","[61, 0, 58, 68]",0.15850193206506918
staffordshire_bull_terrier_76,8,"[69.44, 54.879999999999995, 66.752, 102.144]","[67, 101, 79, 56]",0.49813569254472845
wheaten_terrier_50,35,"[67.648, 66.12, 87.808, 119.616]","[96, 63, 59, 53]",0.27536552888547977
yorkshire_terrier_8,36,"[58.896, 38.08, 98.11200000000001, 154.112]","[58, 58, 74, 66]",0.3178566166693853
Egyptian_Mau_209,11,"[1.4933333333333334, 21.46666666666667, 209.06666666666666, 188.16]","[66, 71, 64, 117]",0.1903503748438151
american_pit_bull_terrier_53,2,"[68.096, 48.608000000000004, 93.632, 147.392]","[84, 57, 76, 62]",0.34143423879637513
english_setter_78,13,"[65.408, 21.504, 94.08, 197.568]","[63, 85, 63, 93]",0.2995594933977595
samoyed_98,29,"[77.32, 34.944, 89.152, 183.232]","[94, 61, 65, 51]",0.20293227323058086
Bengal_54,5,"[19.264, 56.168, 190.848, 97.664]","[131, 62, 62, 43]",0.14303358513905626
great_pyrenees_96,15,"[20.16, 55.775999999999996, 147.84, 140.224]","[66, 54, 71, 66]",0.21862900068425414
Persian_228,7,"[11.946666666666667, 45.92, 204.58666666666667, 128.42666666666668]","[173, 135, 11, 12]",0.005023904719755837
english_cocker_spaniel_52,28,"[49.576, 22.848, 118.272, 194.43200000000002]","[57, 25, 40, 50]",0.0869721710426944
keeshond_72,18,"[35.392, 49.096000000000004, 188.608, 137.088]","[44, 68, 91, 76]",0.2674825373538172
beagle_87,3,"[59.584, 65.672, 101.696, 120.512]","[49, 118, 48, 40]",0.11804133579926737
Bombay_55,7,"[33.152, 36.128, 143.36, 165.76]","[45, 77, 72, 68]",0.20603152578599004
american_bulldog_64,33,"[33.6, 43.68, 190.4, 152.32]","[57, 99, 66, 61]",0.13881931449050208
great_pyrenees_68,15,"[15.68, 52.232, 137.536, 102.144]","[77, 65, 72, 71]",0.36388285598827214
american_pit_bull_terrier_196,2,"[5.226666666666667, 31.68, 197.12, 174.72]","[125, 32, 72, 71]",0.1484285803482232
Persian_67,23,"[0.0, 11.344, 223.552, 201.6]","[101, 42, 65, 57]",0.082208954473573
wheaten_terrier_26,35,"[0.448, 48.752, 142.912, 137.536]","[39, 35, 91, 119]",0.45810391798687383
japanese_chin_196,26,"[28.466666666666665, 0.0, 166.13333333333333, 224.0]","[118, 161, 54, 63]",0.09141753611556983
samoyed_21,29,"[58.688, 28.448, 116.032, 167.104]","[89, 59, 63, 50]",0.16245980585553543
great_pyrenees_65,15,"[46.592, 66.12, 177.40800000000002, 119.616]","[57, 63, 74, 68]",0.2238105403968933
miniature_pinscher_64,21,"[30.464000000000002, 43.272, 165.312, 142.464]","[82, 67, 82, 70]",0.243726290306479
Russian_Blue_78,27,"[66.456, 38.08, 122.304, 180.544]","[121, 47, 66, 77]",0.23014997896467232
pomeranian_94,24,"[0.448, 38.0, 223.552, 148.736]","[66, 94, 98, 68]",0.2004196646304658
beagle_197,4,"[19.712, 60.296, 156.8, 124.096]","[45, 62, 81, 37]",0.15402205073623051
Egyptian_Mau_97,11,"[38.86666666666667, 34.34666666666667, 147.09333333333333, 133.28]","[95, 39, 69, 87]",0.3062036544131793
Bengal_47,5,"[0.0, 80.416, 160.38400000000001, 113.34400000000001]","[94, 119, 63, 41]",0.1420904305950304
american_pit_bull_terrier_39,2,"[39.872, 43.128, 180.544, 150.976]","[71, 50, 67, 74]",0.1818928163448634
Bombay_72,7,"[29.344, 5.376, 166.656, 218.624]","[52, 34, 137, 163]",0.6128996617610224
pomeranian_195,24,"[33.6, 34.0, 182.18666666666667, 152.32]","[74, 62, 60, 56]",0.1210781443725031
wheaten_terrier_72,35,"[96.32000000000001, 75.976, 36.736000000000004, 82.432]","[96, 63, 43, 31]",0.1789978763568497
keeshond_55,19,"[16.333333333333332, 46.333333333333336, 122.73333333333333, 134.4]","[82, 88, 62, 43]",0.1468722218054653
Maine_Coon_239,23,"[0.7466666666666667, 28.746666666666666, 207.57333333333335, 166.50666666666666]","[20, 92, 140, 73]",0.295697538701902
miniature_pinscher_5,10,"[88.03200000000001, 123.2, 35.392, 61.376000000000005]","[71, 99, 58, 53]",0.24114183347192902
staffordshire_bull_terrier_93,1,"[70.56, 61.376000000000005, 95.424, 142.912]","[79, 60, 53, 51]",0.19183375572209688
great_pyrenees_84,15,"[30.464000000000002, 47.712, 193.536, 148.288]","[65, 43, 77, 62]",0.1517855839431952
leonberger_75,19,"[38.896, 5.824, 124.544, 217.728]","[58, 37, 104, 89]",0.3413392679658239
British_Shorthair_28,27,"[21.056, 72.32, 177.40800000000002, 85.568]","[144, 89, 54, 71]",0.24322161791174635
beagle_199,4,"[12.096, 41.032, 211.904, 145.15200000000002]","[111, 53, 79, 74]",0.19006258516052257
pug_194,25,"[23.893333333333334, 44.42666666666666, 191.14666666666668, 151.57333333333335]","[124, 60, 63, 63]",0.13699085254387314
american_pit_bull_terrier_48,2,"[21.504, 56.36, 140.672, 141.12]","[100, 50, 61, 61]",0.16467920374112827
Bombay_45,7,"[0.0, 27.09268292682927, 224.00000000000003, 169.3658536585366]","[62, 86, 96, 97]",0.24545342330480577
scottish_terrier_42,30,"[32.704, 43.68, 165.76, 151.424]","[41, 67, 73, 62]",0.18031842164740516
miniature_pinscher_198,2,"[9.068825910931174, 32.02024291497976, 161.4251012145749, 171.40080971659918]","[20, 34, 61, 43]",0.09480131334764823
great_pyrenees_62,15,"[53.536, 65.856, 128.576, 126.336]","[122, 88, 69, 58]",0.20803373894702973
scottish_terrier_94,30,"[45.92, 28.672, 87.808, 139.776]","[67, 51, 60, 57]",0.2786502343775029
Abyssinian_46,11,"[37.0, 38.08, 142.464, 126.784]","[133, 33, 56, 50]",0.11116717282192254
Bombay_205,7,"[9.666666666666668, 0.9333333333333333, 203.46666666666667, 223.06666666666666]","[41, 0, 129, 129]",0.3630340102755305
Russian_Blue_204,27,"[0.448, 59.400000000000006, 218.17600000000002, 125.888]","[39, 72, 76, 86]",0.23796919112555762
samoyed_78,29,"[41.856, 8.96, 150.08, 215.04]","[91, 43, 68, 54]",0.11377860379226316
Ragdoll_30,26,"[77.952, 33.408, 146.048, 166.656]","[75, 64, 86, 130]",0.436678645950137
Birman_88,6,"[11.648, 28.448, 211.45600000000002, 153.216]","[31, 46, 64, 64]",0.1264258305165658
wheaten_terrier_5,35,"[0.0, 32.888, 215.488, 107.52]","[115, 40, 75, 62]",0.20069687340892697
miniature_pinscher_28,21,"[101.696, 38.544, 60.928000000000004, 148.288]","[103, 38, 56, 64]",0.3919908151985691
Russian_Blue_45,27,"[37.448, 6.272, 148.736, 217.728]","[44, 0, 90, 147]",0.3844038677667827
english_setter_94,13,"[59.848, 38.976, 126.336, 185.024]","[88, 34, 61, 57]",0.13402172580480715
shiba_inu_75,31,"[80.864, 42.112, 42.112, 129.472]","[73, 36, 55, 63]",0.367340279644447
chihuahua_57,33,"[0.896, 41.480000000000004, 191.744, 144.256]","[73, 38, 62, 77]",0.16351854166527285
pug_90,25,"[57.496, 52.864000000000004, 116.928, 154.112]","[62, 81, 56, 53]",0.16470580981657568
saint_bernard_64,28,"[44.800000000000004, 51.296, 102.144, 144.704]","[35, 62, 56, 45]",0.13658181810476044
yorkshire_terrier_82,36,"[66.304, 39.0, 142.464, 138.43200000000002]","[73, 38, 79, 67]",0.2633256669922178
pomeranian_46,24,"[0.0, 37.448, 224.0, 125.44]","[115, 69, 73, 66]",0.17146786169825073
american_pit_bull_terrier_194,2,"[42.56, 49.653333333333336, 181.44, 144.85333333333335]","[94, 64, 71, 56]",0.1512811596574483
basset_hound_25,3,"[74.136, 70.784, 107.968, 138.43200000000002]","[67, 91, 58, 50]",0.16618935174982216
german_shorthaired_20,14,"[52.64, 5.824, 98.56, 153.216]","[64, 27, 72, 69]",0.3289855116687823
basset_hound_69,3,"[54.576, 32.704, 120.96000000000001, 145.15200000000002]","[68, 105, 75, 54]",0.23066952475434616
Birman_199,6,"[19.712, 37.448, 204.288, 147.84]","[62, 50, 105, 110]",0.3824257910401002
Ragdoll_44,26,"[0.448, 37.0, 223.104, 142.016]","[79, 62, 78, 72]",0.17724845819898405
german_shorthaired_72,14,"[53.576, 71.68, 108.416, 152.32]","[79, 85, 80, 73]",0.35364093984701317
Birman_44,32,"[69.888, 54.432, 129.472, 141.568]","[68, 42, 86, 86]",0.3167276000464116
staffordshire_bull_terrier_55,1,"[72.128, 44.616, 65.856, 137.088]","[67, 53, 43, 60]",0.24339990363543826
Persian_41,23,"[0.0, 37.0, 224.0, 148.736]","[91, 94, 63, 53]",0.10021951645869191
Abyssinian_22,0,"[33.6, 49.056, 156.8, 122.75200000000001]","[37, 76, 67, 63]",0.21930105299419037
Egyptian_Mau_74,11,"[97.888, 28.224, 91.84, 185.92000000000002]","[132, 36, 59, 86]",0.2889039641614879
Maine_Coon_24,20,"[42.376, 31.36, 101.248, 191.744]","[80, 58, 55, 74]",0.20964580328554377
yorkshire_terrier_25,36,"[64.512, 37.408, 87.808, 131.712]","[95, 34, 61, 78]",0.3548888441035559
english_cocker_spaniel_23,12,"[37.896, 32.704, 147.392, 191.296]","[65, 51, 109, 89]",0.3440619953180478
beagle_34,4,"[6.72, 30.616, 155.008, 169.792]","[71, 28, 85, 57]",0.1741666361413637
chihuahua_33,10,"[41.032, 46.144, 115.584, 174.272]","[58, 60, 73, 60]",0.21744467425877506
saint_bernard_21,28,"[10.752, 33.824, 99.008, 85.12]","[0, 39, 62, 59]",0.333663176278089
Sphynx_242,33,"[6.0927999999999995, 25.3008, 217.5488, 173.824]","[44, 43, 79, 83]",0.17339587116367758
pug_25,25,"[34.496, 50.44, 131.264, 135.744]","[68, 63, 78, 64]",0.28016140055184036
Bombay_38,7,"[46.08, 49.92, 136.32, 120.32000000000001]","[106, 86, 66, 47]",0.18912301936619716
Bengal_57,5,"[6.72, 47.712, 178.752, 143.36]","[126, 61, 66, 82]",0.1864099208432118
leonberger_85,19,"[26.88, 63.392, 174.72, 118.72]","[27, 63, 97, 85]",0.39493103974756993
Abyssinian_212,11,"[38.266666666666666, 20.533333333333335, 117.60000000000001, 195.06666666666666]","[0, 190, 106, 34]",0.06989047368251339
american_pit_bull_terrier_25,2,"[11.648, 45.168, 206.528, 120.96000000000001]","[41, 51, 62, 55]",0.1365003174685155
miniature_pinscher_53,21,"[28.448, 25.088, 137.536, 198.016]","[92, 36, 65, 67]",0.15990847682721296
yorkshire_terrier_73,36,"[32.448, 22.848, 159.488, 182.784]","[80, 41, 88, 74]",0.22338201432258295
pug_31,25,"[70.70400000000001, 68.544, 75.264, 121.408]","[82, 75, 64, 58]",0.4059457157773009
yorkshire_terrier_87,36,"[0.0, 37.0, 223.552, 147.84]","[64, 107, 94, 70]",0.19909272007217899
scottish_terrier_26,30,"[70.784, 39.24, 88.70400000000001, 146.048]","[78, 56, 78, 121]",0.7285194560953213
japanese_chin_33,26,"[56.896, 56.672, 93.184, 106.624]","[75, 102, 83, 55]",0.3981583391686435
pomeranian_53,24,"[55.104, 55.775999999999996, 108.416, 110.208]","[75, 63, 74, 43]",0.26631380164946444
Bengal_2,11,"[19.78666666666667, 23.6, 188.16, 169.86666666666667]","[37, 53, 168, 138]",0.7253588248486208
saint_bernard_96,28,"[36.288000000000004, 67.568, 139.328, 102.144]","[38, 66, 75, 59]",0.30018567205115
pug_54,25,"[69.888, 57.608000000000004, 90.496, 128.576]","[81, 64, 70, 67]",0.40307285223918116
saint_bernard_89,28,"[9.408, 53.032, 139.328, 118.272]","[31, 55, 54, 46]",0.1507409498803906
scottish_terrier_37,30,"[55.816, 70.336, 96.32000000000001, 112.896]","[63, 86, 67, 80]",0.49291241967440347
basset_hound_70,3,"[0.896, 29.792, 169.344, 164.864]","[65, 99, 74, 77]",0.20409238385873674
boxer_78,8,"[0.0, 42.336, 223.552, 153.66400000000002]","[51, 48, 60, 59]",0.10305108491511492
Persian_66,23,"[17.472, 25.992, 184.576, 162.17600000000002]","[121, 33, 62, 62]",0.12841671745536706
Abyssinian_75,0,"[65.77894736842106, 60.12631578947368, 94.90526315789472, 163.28421052631577]","[72, 94, 81, 55]",0.2874836961097869
Persian_268,23,"[0.64, 37.64, 223.36, 147.20000000000002]","[32, 69, 64, 60]",0.1167933225364395
scottish_terrier_23,30,"[87.808, 47.856, 107.968, 129.472]","[95, 62, 60, 52]",0.22319459880608333
staffordshire_bull_terrier_79,10,"[83.776, 25.784, 74.368, 161.728]","[68, 0, 88, 62]",0.17592904391055023
British_Shorthair_268,11,"[43.186440677966104, 5.905838041431262, 131.1939736346516, 197.00188323917138]","[83, 24, 78, 68]",0.20521979587586117
american_bulldog_203,33,"[44.168, 39.424, 119.168, 178.304]","[101, 58, 59, 47]",0.1305055955558443
english_setter_81,13,"[33.6, 46.856, 166.656, 116.48]","[66, 69, 131, 79]",0.5331213450408079
japanese_chin_69,17,"[28.448, 4.032, 159.936, 218.17600000000002]","[106, 69, 69, 59]",0.11666696416026075
Egyptian_Mau_27,11,"[59.36, 28.672, 132.608, 189.504]","[98, 33, 66, 65]",0.1707140186077306
miniature_pinscher_70,21,"[73.696, 34.944, 78.848, 153.216]","[79, 37, 68, 65]",0.36587056199074525
pug_34,25,"[49.728, 21.856, 174.272, 190.4]","[103, 43, 80, 60]",0.144659406178924
japanese_chin_25,17,"[64.06400000000001, 41.888, 135.744, 138.88]","[77, 87, 65, 53]",0.18273800357734918
wheaten_terrier_93,35,"[0.448, 47.263999999999996, 212.8, 148.288]","[43, 34, 89, 92]",0.21405990211002734
keeshond_83,18,"[0.0, 28.448, 223.552, 167.552]","[98, 94, 88, 77]",0.18090277193041548
wheaten_terrier_3,35,"[0.448, 42.0, 223.552, 139.328]","[81, 35, 80, 93]",0.21698642216445532
shiba_inu_95,31,"[75.712, 24.192, 142.016, 191.296]","[74, 69, 67, 87]",0.2079385108057866
newfoundland_191,19,"[70.784, 65.408, 153.216, 158.144]","[106, 35, 118, 155]",0.5284951793497527
Egyptian_Mau_25,11,"[4.032, 23.240000000000002, 218.624, 178.752]","[104, 58, 91, 101]",0.2351873834359024
english_cocker_spaniel_198,12,"[49.448, 29.12, 112.0, 147.392]","[73, 127, 81, 49]",0.24043028115501522
beagle_92,3,"[72.128, 72.80000000000001, 92.288, 102.144]","[67, 60, 82, 88]",0.5322069943144425
Bombay_34,7,"[63.168, 59.568, 88.70400000000001, 100.8]","[65, 83, 69, 69]",0.5324691429602144
pug_91,25,"[60.480000000000004, 93.408, 107.072, 89.152]","[106, 102, 66, 58]",0.3641510896272245
yorkshire_terrier_97,36,"[37.0, 29.12, 146.94400000000002, 115.584]","[89, 62, 71, 65]",0.27172032645126964
basset_hound_48,3,"[128.8, 0.0, 66.752, 146.496]","[78, 82, 107, 110]",0.2022221345603544
Maine_Coon_77,20,"[21.056, 46.816, 202.94400000000002, 108.416]","[28, 90, 59, 52]",0.13943948152847696
Egyptian_Mau_83,11,"[10.560669456066947, 3.7489539748953975, 204.31799163179917, 207.12970711297072]","[75, 78, 22, 17]",0.008837361084606742
Birman_3,6,"[0.0, 28.0, 197.568, 164.864]","[97, 34, 81, 74]",0.184023930529399
basset_hound_63,3,"[17.024, 54.472, 129.92000000000002, 116.48]","[65, 99, 76, 57]",0.2862602683646402
yorkshire_terrier_26,36,"[38.792, 26.88, 146.94400000000002, 176.96]","[91, 34, 83, 96]",0.30642370409108377
staffordshire_bull_terrier_44,1,"[43.008, 66.568, 113.792, 118.72]","[65, 68, 66, 74]",0.36152641676192093
newfoundland_29,22,"[72.57600000000001, 58.464, 102.592, 135.296]","[99, 91, 56, 73]",0.2945184009287222
Ragdoll_69,26,"[0.0, 29.344, 224.0, 166.656]","[68, 95, 88, 72]",0.16972514812376563
pug_20,25,"[97.21600000000001, 80.864, 126.336, 114.688]","[97, 73, 58, 58]",0.19370331313733902
english_cocker_spaniel_191,12,"[72.57600000000001, 50.848, 151.424, 121.85600000000001]","[73, 40, 74, 78]",0.25808007740730415
samoyed_99,29,"[3.136, 41.44, 219.96800000000002, 154.112]","[52, 94, 67, 60]",0.11858509078215665
chihuahua_197,7,"[56.413333333333334, 0.0, 102.29333333333334, 174.72]","[62, 0, 66, 116]",0.42836302123319847
Abyssinian_25,5,"[37.0, 23.744, 108.416, 126.784]","[81, 43, 60, 58]",0.25317534732258695
newfoundland_40,22,"[0.0, 57.608000000000004, 168.89600000000002, 128.12800000000001]","[76, 126, 91, 56]",0.2354864962623583
Persian_42,23,"[4.928, 39.096000000000004, 216.38400000000001, 153.216]","[109, 103, 76, 59]",0.13524970892428742
wheaten_terrier_192,35,"[63.984, 117.824, 103.488, 83.328]","[65, 112, 58, 64]",0.37653360203519265
Bengal_53,5,"[51.52, 56.712, 172.48, 117.824]","[59, 91, 165, 62]",0.5033883121418041
staffordshire_bull_terrier_67,34,"[20.608, 55.368, 140.224, 129.92000000000002]","[63, 84, 46, 83]",0.20957407627036714
shiba_inu_23,31,"[50.176, 53.608000000000004, 158.144, 134.4]","[164, 48, 60, 53]",0.09404496546331333
Ragdoll_219,6,"[0.7466666666666667, 42.973333333333336, 174.72, 142.61333333333334]","[46, 59, 104, 99]",0.4132052035473876
miniature_pinscher_99,21,"[48.832, 46.408, 175.168, 138.88]","[58, 66, 66, 64]",0.1736318650882513
British_Shorthair_230,32,"[44.053333333333335, 93.70666666666666, 103.78666666666668, 56.0]","[99, 81, 54, 73]",0.3896616048599422
Maine_Coon_58,20,"[52.232, 57.792, 132.16, 162.17600000000002]","[67, 104, 76, 58]",0.20566243399691556
english_setter_40,13,"[0.0, 32.928, 167.552, 162.17600000000002]","[82, 39, 67, 78]",0.19232387675059978
japanese_chin_77,17,"[48.832, 26.92, 128.576, 180.544]","[105, 34, 59, 59]",0.1499550349596613
beagle_46,4,"[0.0, 51.096000000000004, 161.728, 134.848]","[39, 52, 118, 95]",0.5140151116400398
wheaten_terrier_68,35,"[64.06400000000001, 40.136, 121.408, 139.776]","[97, 34, 63, 62]",0.2027732261054756
Siamese_52,32,"[54.208, 30.240000000000002, 152.32, 165.312]","[68, 58, 87, 72]",0.24876566480250636
miniature_pinscher_56,21,"[51.336, 21.952, 100.352, 195.328]","[71, 35, 63, 72]",0.23141020671456655
newfoundland_90,22,"[61.032000000000004, 34.048, 98.56, 170.68800000000002]","[87, 108, 69, 78]",0.3199189818196426
basset_hound_196,8,"[29.12, 118.536, 80.19200000000001, 59.584]","[131, 67, 49, 26]",0.0
staffordshire_bull_terrier_37,2,"[4.928, 37.168, 184.576, 152.32]","[133, 52, 57, 51]",0.1024062892318209
havanese_59,16,"[6.272, 41.928, 178.752, 143.36]","[53, 116, 72, 45]",0.1264346492826454
miniature_pinscher_195,21,"[60.10666666666667, 56.74666666666667, 99.30666666666667, 166.50666666666666]","[75, 68, 82, 67]",0.33226043080842027
Siamese_33,32,"[28.448, 6.272, 154.56, 217.728]","[103, 0, 79, 102]",0.22146587216705932
Birman_23,6,"[64.512, 42.448, 159.488, 138.43200000000002]","[72, 51, 81, 94]",0.34486440173047506
shiba_inu_28,29,"[78.848, 72.944, 106.176, 107.52]","[139, 77, 52, 53]",0.2079024547475378
Maine_Coon_35,20,"[39.872, 58.504000000000005, 134.4, 99.904]","[51, 97, 49, 52]",0.1897655082212257
Bengal_50,5,"[79.52000000000001, 17.92, 112.44800000000001, 206.08]","[118, 71, 67, 129]",0.3729726032648465
leonberger_60,19,"[87.584, 0.0, 51.072, 32.256]","[68, 96, 83, 86]",0.0
scottish_terrier_67,30,"[28.200000000000003, 0.896, 171.136, 223.104]","[66, 37, 85, 65]",0.14470500370163203
german_shorthaired_55,14,"[63.288000000000004, 49.728, 107.072, 146.496]","[64, 70, 46, 56]",0.16422685538074583
Bombay_201,7,"[42.22666666666667, 1.4933333333333334, 143.36, 221.01333333333335]","[63, 48, 75, 73]",0.17279758022032712
havanese_6,16,"[10.752, 7.6160000000000005, 192.64000000000001, 211.904]","[17, 69, 69, 56]",0.09465672915510666
yorkshire_terrier_54,36,"[45.616, 18.816, 140.672, 204.288]","[67, 47, 84, 89]",0.26014697122982616
Bengal_21,5,"[22.400000000000002, 66.12, 195.776, 107.52]","[25, 95, 80, 70]",0.26603533289746106
great_pyrenees_7,29,"[73.024, 79.968, 103.04, 76.16]","[66, 78, 59, 70]",0.41888683954998623
american_pit_bull_terrier_71,2,"[43.904, 65.184, 116.48, 130.368]","[44, 68, 59, 64]",0.24866211353692944
american_pit_bull_terrier_46,2,"[53.128, 0.0, 132.16, 224.0]","[98, 0, 65, 56]",0.12295702179176757
yorkshire_terrier_44,36,"[34.048, 42.824, 104.83200000000001, 141.568]","[66, 41, 71, 75]",0.3470521617448047
pug_77,25,"[44.352000000000004, 57.568, 141.12, 129.024]","[39, 60, 61, 59]",0.17724555797333874
samoyed_76,29,"[52.864000000000004, 50.848, 94.528, 140.224]","[75, 65, 66, 75]",0.3734413274190253
Egyptian_Mau_223,11,"[84.21621621621622, 55.351351351351354, 73.51351351351352, 136.64864864864865]","[86, 64, 70, 69]",0.48081123766753536
shiba_inu_94,31,"[90.048, 75.632, 82.88, 65.856]","[87, 69, 61, 61]",0.5226475708554483
Bengal_78,5,"[1.344, 43.72, 196.22400000000002, 135.296]","[115, 107, 71, 59]",0.15778774839451337
Ragdoll_77,26,"[33.344, 7.168, 157.696, 211.904]","[52, 20, 80, 109]",0.26094961036019254
saint_bernard_193,28,"[38.344, 74.368, 147.392, 149.632]","[97, 84, 57, 50]",0.12922497810346678
japanese_chin_35,17,"[48.384, 60.744, 92.288, 101.696]","[46, 80, 60, 50]",0.3030978801888102
staffordshire_bull_terrier_4,2,"[3.136, 40.544, 194.43200000000002, 154.112]","[129, 55, 65, 82]",0.17787831586859906
miniature_pinscher_24,21,"[55.088, 13.44, 137.536, 199.36]","[60, 29, 65, 63]",0.1493480276951391
chihuahua_32,10,"[47.263999999999996, 11.648, 115.136, 191.296]","[55, 28, 78, 66]",0.23373379573537287
Egyptian_Mau_51,11,"[0.448, 43.824, 129.024, 109.76]","[62, 51, 67, 70]",0.3311755319687399
Egyptian_Mau_57,11,"[0.0, 46.944, 198.464, 162.17600000000002]","[71, 114, 28, 50]",0.04349704069797481
wheaten_terrier_32,35,"[67.2, 57.608000000000004, 57.344, 77.504]","[98, 67, 34, 57]",0.31071873060862526
chihuahua_42,33,"[54.408, 0.0, 124.096, 224.0]","[91, 19, 96, 152]",0.45724004101083815
american_pit_bull_terrier_95,1,"[45.0, 60.480000000000004, 131.264, 150.528]","[89, 73, 57, 64]",0.18462559328948547
great_pyrenees_44,15,"[39.872, 89.864, 179.20000000000002, 65.408]","[37, 72, 68, 61]",0.21511598127573414
Bengal_37,5,"[24.192, 92.96000000000001, 146.048, 64.96000000000001]","[61, 97, 77, 38]",0.3084130111215207
beagle_70,1,"[64.06400000000001, 46.0, 115.584, 119.168]","[99, 62, 46, 40]",0.1335858482228352
pomeranian_19,24,"[25.088, 33.448, 134.4, 155.904]","[47, 62, 89, 53]",0.22511754791715538
Birman_42,6,"[38.448, 14.336, 133.056, 179.648]","[52, 22, 108, 81]",0.36597542553634466
english_cocker_spaniel_71,12,"[0.0, 65.408, 157.248, 158.592]","[129, 53, 95, 135]",0.10096061025245959
pug_53,25,"[47.752, 24.64, 123.648, 182.336]","[91, 33, 67, 60]",0.17830623663309997
american_bulldog_94,1,"[5.376, 38.448, 213.696, 144.256]","[37, 88, 70, 71]",0.16122267029590073
Russian_Blue_71,27,"[43.68, 75.264, 145.15200000000002, 127.232]","[76, 105, 80, 69]",0.29889572221689925
Sphynx_229,33,"[18.334519572953738, 17.580071174377224, 156.24199288256227, 192.91103202846975]","[26, 0, 95, 130]",0.3357305072843454
