index,pred_class,true_bbox,cam_bboxes,vggnet_iou
leonberger_49,19,"[0.0, 28.0, 224.0, 167.104]","[135, 45, 65, 97]",0.16844193692892706
shiba_inu_27,31,"[45.696, 68.136, 64.06400000000001, 94.08]","[41, 67, 68, 63]",0.612400060524207
saint_bernard_74,28,"[58.688, 36.064, 140.224, 149.632]","[81, 31, 61, 58]",0.1516655360829481
english_cocker_spaniel_24,36,"[37.448, 12.992, 106.624, 211.008]","[32, 27, 84, 61]",0.20987712025897493
Ragdoll_204,26,"[1.792, 58.912, 219.072, 113.34400000000001]","[104, 77, 97, 80]",0.31251891867103543
miniature_pinscher_47,21,"[110.47200000000001, 95.424, 58.24, 99.456]","[117, 118, 52, 47]",0.41862303709822907
samoyed_38,29,"[103.04, 37.0, 120.96000000000001, 149.184]","[126, 70, 79, 67]",0.2933174281140551
boxer_81,8,"[39.424, 38.344, 93.184, 133.504]","[78, 44, 65, 59]",0.2468193221668028
miniature_pinscher_9,32,"[39.688, 6.72, 117.376, 213.248]","[118, 0, 43, 68]",0.09365448520888424
newfoundland_74,22,"[38.0, 48.384, 119.168, 175.616]","[82, 62, 70, 61]",0.20403475148786687
Birman_82,6,"[3.5, 39.5, 220.5, 149.5]","[38, 48, 85, 73]",0.18823136835559195
Maine_Coon_2,20,"[21.0, 11.200000000000001, 180.69333333333333, 206.82666666666668]","[142, 72, 49, 81]",0.10620193670376227
japanese_chin_40,17,"[78.4, 70.6, 72.128, 79.296]","[69, 67, 71, 60]",0.5340694075952785
Siamese_35,32,"[44.168, 40.32, 141.12, 180.544]","[55, 70, 107, 84]",0.3527698300163738
Abyssinian_223,5,"[60.480000000000004, 48.16, 119.46666666666667, 147.09333333333333]","[72, 95, 78, 57]",0.2530053602183259
Russian_Blue_84,9,"[42.112, 38.792, 152.768, 147.392]","[95, 71, 77, 94]",0.32144914417379855
Bombay_96,7,"[14.336, 50.848, 208.768, 120.96000000000001]","[60, 109, 77, 66]",0.1896677181287471
Maine_Coon_34,20,"[5.376, 32.304, 218.624, 168.448]","[28, 55, 85, 96]",0.2215779111173594
pomeranian_76,24,"[62.496, 21.504, 133.504, 202.496]","[88, 55, 72, 59]",0.1571353080193888
japanese_chin_5,17,"[2.688, 29.344, 220.864, 166.656]","[68, 68, 87, 59]",0.1394522022518685
Russian_Blue_81,27,"[5.824, 30.688, 212.352, 155.008]","[131, 76, 93, 69]",0.1805367450475143
Abyssinian_88,0,"[0.0, 39.616, 191.296, 148.736]","[90, 49, 62, 61]",0.13292281736274544
basset_hound_60,3,"[99.904, 39.344, 81.536, 144.704]","[116, 91, 72, 66]",0.35310664993926055
boxer_59,1,"[37.448, 24.64, 133.504, 198.912]","[77, 40, 82, 98]",0.3026109687707842
Persian_86,23,"[38.344, 39.872, 131.264, 184.12800000000001]","[62, 62, 66, 63]",0.17203587265603032
Sphynx_4,33,"[86.2253052164262, 20.137624861265262, 66.3795782463929, 182.73029966703663]","[86, 0, 72, 160]",0.6462684967967104
staffordshire_bull_terrier_38,8,"[78.4, 38.752, 145.15200000000002, 156.352]","[0, 50, 61, 68]",0.0
scottish_terrier_59,30,"[63.984, 34.048, 92.736, 126.784]","[75, 67, 74, 81]",0.509804811077911
scottish_terrier_20,30,"[46.368, 4.48, 140.672, 219.52]","[87, 47, 82, 73]",0.1938451575710227
wheaten_terrier_9,35,"[57.608000000000004, 20.608, 128.576, 203.392]","[71, 25, 106, 84]",0.3404798176926299
leonberger_191,19,"[41.44, 4.032, 137.088, 219.072]","[98, 31, 80, 43]",0.11454394300324082
american_bulldog_28,1,"[80.00800000000001, 25.984, 75.712, 145.15200000000002]","[89, 0, 67, 78]",0.272298311236351
leonberger_81,22,"[17.92, 50.368, 193.088, 141.568]","[29, 64, 70, 56]",0.14340545977855443
american_pit_bull_terrier_84,3,"[29.12, 29.688, 181.44, 164.416]","[75, 172, 13, 11]",0.00479356832550358
yorkshire_terrier_7,12,"[64.96000000000001, 66.608, 75.712, 78.848]","[65, 59, 85, 95]",0.7386075971179323
Sphynx_237,10,"[4.71578947368421, 29.505263157894735, 213.38947368421051, 168.5894736842105]","[159, 36, 65, 59]",0.09600555315393106
British_Shorthair_265,7,"[0.29396325459317585, 28.293963254593177, 223.41207349081364, 130.51968503937007]","[107, 25, 59, 68]",0.13005566254246959
pug_193,25,"[0.0, 42.93333333333334, 214.29333333333335, 152.32]","[114, 96, 71, 64]",0.1392107365594321
Persian_266,6,"[9.625, 61.90625, 170.84375, 105.0]","[42, 139, 76, 59]",0.10446775596278024
Siamese_56,6,"[0.896, 29.344, 223.104, 166.208]","[49, 36, 79, 83]",0.1768259106203128
Egyptian_Mau_33,11,"[33.81132075471698, 60.1542730299667, 179.24972253052164, 101.93118756936738]","[40, 72, 79, 76]",0.3286057113330685
newfoundland_96,22,"[49.544, 0.0, 124.544, 205.632]","[77, 16, 79, 78]",0.24060695921054273
beagle_25,4,"[34.048, 48.16, 105.28, 141.12]","[67, 56, 76, 59]",0.283098015826388
Sphynx_29,33,"[0.0, 28.896, 209.66400000000002, 163.968]","[66, 37, 72, 92]",0.19268031929038953
pomeranian_39,24,"[57.344, 53.864000000000004, 135.296, 167.104]","[71, 67, 78, 66]",0.2277019424587121
British_Shorthair_59,9,"[62.272, 47.304, 161.728, 125.44]","[97, 106, 89, 63]",0.2763817070283792
beagle_93,4,"[29.568, 41.480000000000004, 142.912, 129.472]","[45, 63, 93, 75]",0.376963809910835
pug_30,25,"[39.168, 6.272, 138.88, 195.328]","[77, 36, 101, 89]",0.3313654079103527
Egyptian_Mau_69,11,"[37.448, 38.976, 132.608, 152.768]","[87, 55, 73, 46]",0.16575955561050607
keeshond_8,18,"[57.53333333333333, 21.46666666666667, 127.86666666666667, 201.6]","[70, 39, 76, 66]",0.19458513332340233
saint_bernard_31,28,"[77.056, 75.08, 89.152, 101.248]","[89, 84, 70, 70]",0.5428483679459243
scottish_terrier_73,30,"[72.0, 18.666666666666668, 98.46666666666667, 205.33333333333334]","[66, 57, 84, 60]",0.22742194654180417
miniature_pinscher_95,21,"[55.368, 17.92, 112.896, 206.08]","[98, 60, 62, 63]",0.1678872975820763
Ragdoll_94,6,"[67.016, 62.272, 113.34400000000001, 138.43200000000002]","[75, 75, 72, 58]",0.26614938158386264
boxer_197,8,"[69.888, 69.21600000000001, 74.816, 77.952]","[90, 96, 63, 61]",0.40708398970688997
english_setter_50,13,"[25.984, 62.984, 147.84, 108.864]","[66, 84, 77, 52]",0.24878135410542818
wheaten_terrier_57,35,"[9.408, 28.448, 201.15200000000002, 152.768]","[112, 23, 72, 78]",0.16784814795883438
leonberger_68,19,"[9.584, 4.48, 202.94400000000002, 219.52]","[78, 44, 90, 75]",0.15151424385810547
scottish_terrier_87,30,"[71.68, 37.0, 110.208, 148.736]","[72, 63, 81, 66]",0.3261367474002531
great_pyrenees_200,15,"[103.04, 23.792, 107.072, 176.512]","[118, 44, 78, 64]",0.26413407152891527
Ragdoll_234,26,"[55.25333333333334, 59.36, 92.58666666666667, 135.14666666666668]","[72, 74, 77, 66]",0.39759353924761237
Abyssinian_33,0,"[23.89333333333333, 59.4, 151.32444444444445, 115.98222222222222]","[62, 121, 60, 49]",0.16751234435001128
saint_bernard_71,28,"[37.448, 24.192, 139.776, 168.448]","[79, 38, 73, 64]",0.1984286451896634
newfoundland_192,22,"[0.0, 31.584, 222.656, 154.112]","[94, 56, 68, 59]",0.11692033877445976
beagle_97,3,"[5.376, 56.232, 170.68800000000002, 126.336]","[0, 102, 109, 65]",0.3073706346838734
chihuahua_46,10,"[43.824, 48.384, 128.12800000000001, 142.464]","[56, 64, 72, 60]",0.23666528888900853
american_pit_bull_terrier_69,2,"[0.0, 29.792, 224.0, 165.76]","[101, 59, 100, 116]",0.3124138168781026
leonberger_29,19,"[68.992, 38.792, 130.368, 147.392]","[115, 65, 75, 85]",0.33176859543836335
saint_bernard_68,28,"[20.16, 75.488, 120.06400000000001, 82.432]","[74, 66, 77, 61]",0.30505197946683943
german_shorthaired_51,14,"[59.912, 40.32, 106.624, 153.216]","[73, 92, 74, 51]",0.2310163962201422
boxer_37,8,"[0.448, 49.096000000000004, 200.256, 105.72800000000001]","[87, 66, 84, 62]",0.24597752165363926
great_pyrenees_21,29,"[8.866666666666667, 47.2, 201.6, 130.2]","[0, 62, 86, 94]",0.26772728928765904
yorkshire_terrier_198,36,"[17.92, 39.647999999999996, 143.808, 149.184]","[94, 52, 69, 65]",0.2044117345650319
wheaten_terrier_53,30,"[0.448, 43.376, 159.04, 142.016]","[37, 77, 115, 60]",0.3054959432122252
Birman_55,6,"[53.01941747572816, 9.423948220064725, 131.93527508090617, 192.10355987055019]","[54, 97, 74, 74]",0.21605638221881115
chihuahua_7,10,"[84.224, 90.24000000000001, 85.568, 67.648]","[84, 93, 65, 56]",0.6253104542455312
staffordshire_bull_terrier_92,34,"[64.70400000000001, 46.144, 109.76, 160.38400000000001]","[73, 59, 58, 60]",0.19768517656749163
great_pyrenees_75,15,"[28.896, 14.784, 145.15200000000002, 181.44]","[106, 0, 67, 69]",0.13292656999020008
Russian_Blue_34,27,"[11.0, 35.392, 199.36, 188.16]","[113, 40, 77, 70]",0.14368897137506687
miniature_pinscher_40,21,"[90.048, 36.064, 75.264, 159.936]","[93, 55, 64, 58]",0.30837164797891947
Persian_36,23,"[0.0, 53.536, 223.552, 142.464]","[36, 94, 65, 58]",0.11837436344258279
yorkshire_terrier_63,36,"[46.408, 16.128, 137.088, 193.536]","[58, 52, 82, 90]",0.2781603092625939
english_cocker_spaniel_56,12,"[39.872, 53.576, 114.24000000000001, 132.16]","[73, 60, 84, 91]",0.4805223781021761
american_pit_bull_terrier_87,1,"[61.824, 57.16, 81.536, 124.992]","[58, 90, 109, 94]",0.5813922524676759
wheaten_terrier_40,35,"[39.24, 32.256, 146.496, 191.744]","[59, 94, 97, 82]",0.28316399895506517
english_setter_83,15,"[4.032, 66.568, 175.616, 101.248]","[46, 39, 64, 56]",0.09309985963244574
Bombay_97,7,"[28.87111111111111, 27.0, 194.6311111111111, 161.77777777777777]","[163, 72, 61, 58]",0.1113448567286898
Ragdoll_36,6,"[37.448, 52.864000000000004, 142.016, 171.136]","[45, 66, 99, 74]",0.3014312407581495
boxer_67,8,"[0.0, 21.688, 222.656, 136.64000000000001]","[119, 40, 86, 69]",0.19504520852111665
Bengal_19,11,"[59.584, 39.424, 116.928, 143.808]","[109, 85, 60, 59]",0.21052403935040556
english_setter_35,13,"[10.752, 18.823999999999998, 212.352, 190.848]","[56, 141, 62, 83]",0.10280415636372799
Bombay_95,7,"[28.896, 2.688, 167.104, 220.864]","[66, 89, 80, 87]",0.1885807942479941
Siamese_28,32,"[2.688, 71.456, 178.304, 120.96000000000001]","[104, 75, 78, 71]",0.2526168706828942
pug_92,1,"[49.728, 59.400000000000006, 59.584, 104.384]","[56, 89, 65, 46]",0.3629208370565759
scottish_terrier_51,30,"[98.11200000000001, 53.984, 84.672, 142.016]","[101, 71, 74, 62]",0.3815454815945707
Bombay_87,7,"[12.992, 64.28800000000001, 150.976, 113.34400000000001]","[92, 84, 66, 60]",0.2314135239955871
Siamese_46,32,"[70.152, 16.576, 115.136, 207.424]","[69, 33, 88, 78]",0.282587738412146
Sphynx_246,33,"[74.99065420560747, 21.98130841121495, 141.83177570093457, 193.64485981308408]","[71, 19, 86, 138]",0.3918158634063
boxer_94,8,"[16.128, 29.344, 206.08, 166.656]","[56, 56, 97, 48]",0.13556768254286286
Birman_1,6,"[64.736, 38.976, 103.04, 185.024]","[64, 61, 88, 86]",0.39233781423059944
saint_bernard_55,28,"[3.136, 59.36, 215.936, 132.16]","[25, 56, 65, 51]",0.10768347366602632
samoyed_3,29,"[45.512, 1.792, 120.06400000000001, 219.52]","[85, 28, 69, 58]",0.15184139401648564
pug_61,8,"[28.224, 45.2, 195.776, 145.6]","[67, 79, 107, 75]",0.28152969843984066
miniature_pinscher_74,21,"[35.448, 8.064, 147.392, 210.56]","[89, 36, 67, 67]",0.1446437995669716
Abyssinian_36,5,"[78.4, 39.666666666666664, 69.06666666666666, 155.4]","[98, 69, 51, 56]",0.25604748265985716
american_bulldog_98,1,"[33.376, 75.264, 113.34400000000001, 148.736]","[102, 154, 16, 26]",0.024676223649133924
wheaten_terrier_44,35,"[60.480000000000004, 65.184, 91.84, 119.616]","[90, 56, 58, 62]",0.2659553188174424
leonberger_83,19,"[23.296, 46.816, 190.4, 148.288]","[67, 58, 73, 61]",0.15771744876198213
scottish_terrier_33,30,"[73.688, 33.152, 110.656, 149.632]","[70, 41, 112, 114]",0.7272639633893132
american_bulldog_44,1,"[44.616, 24.192, 134.4, 150.08]","[65, 30, 75, 68]",0.25284134176058476
samoyed_59,29,"[81.536, 47.088, 84.672, 87.808]","[69, 37, 70, 62]",0.3393012259987747
wheaten_terrier_25,35,"[59.504000000000005, 44.800000000000004, 116.48, 179.20000000000002]","[90, 42, 69, 72]",0.22665459563696067
leonberger_8,19,"[0.0, 55.368, 148.736, 131.264]","[39, 50, 80, 128]",0.4916804423151999
beagle_90,4,"[38.344, 23.744, 146.94400000000002, 199.808]","[66, 30, 94, 88]",0.2817382387440375
basset_hound_53,3,"[11.200000000000001, 0.896, 206.528, 222.656]","[161, 161, 23, 26]",0.013004325813217435
japanese_chin_41,17,"[41.664, 42.064, 174.272, 138.88]","[70, 45, 67, 62]",0.1716323579560359
Bombay_30,7,"[6.72, 31.584, 217.28, 134.848]","[51, 64, 69, 64]",0.15071788896399055
newfoundland_93,22,"[34.048, 57.568, 126.784, 114.688]","[48, 90, 113, 68]",0.5272513439754799
german_shorthaired_73,14,"[88.072, 43.456, 93.632, 173.824]","[110, 65, 48, 53]",0.1563086698202193
Birman_19,6,"[52.864000000000004, 45.96, 116.48, 137.536]","[98, 49, 73, 77]",0.34020239438008865
japanese_chin_64,17,"[26.432000000000002, 28.896, 197.568, 167.104]","[72, 56, 86, 84]",0.218813588246482
samoyed_90,29,"[56.0, 37.0, 168.0, 148.288]","[90, 68, 82, 90]",0.29623820827424624
pug_4,25,"[37.448, 21.952, 147.392, 185.472]","[91, 49, 75, 56]",0.15363742629336655
american_pit_bull_terrier_70,2,"[39.647999999999996, 30.912, 131.264, 167.104]","[72, 56, 78, 78]",0.2773682364545155
Russian_Blue_68,27,"[56.896, 41.44, 157.248, 142.016]","[74, 54, 104, 88]",0.4098204300998353
havanese_19,16,"[48.2, 18.368000000000002, 131.712, 190.4]","[72, 30, 71, 53]",0.1500520488807768
english_setter_55,13,"[39.344, 0.0, 140.672, 224.0]","[85, 68, 76, 88]",0.21224652281294684
shiba_inu_21,24,"[0.0, 28.0, 185.024, 166.656]","[64, 32, 62, 62]",0.12466207730065391
scottish_terrier_89,30,"[0.896, 32.480000000000004, 202.496, 146.94400000000002]","[100, 57, 78, 68]",0.17825232733121307
english_setter_80,15,"[22.400000000000002, 45.064, 201.6, 133.504]","[69, 33, 61, 52]",0.08810374873766337
Bombay_29,7,"[21.000000000000004, 57.68000000000001, 201.74, 137.76000000000002]","[102, 66, 95, 57]",0.19484232819073358
boxer_195,8,"[53.312, 75.488, 108.416, 90.496]","[64, 90, 66, 47]",0.31616881394772134
saint_bernard_53,28,"[66.752, 24.72, 155.008, 176.512]","[89, 39, 77, 97]",0.27298206255999363
saint_bernard_3,28,"[42.112, 40.544, 139.776, 154.56]","[100, 43, 72, 57]",0.1899667684799672
english_cocker_spaniel_25,22,"[37.896, 23.296, 147.392, 200.704]","[92, 32, 87, 62]",0.18233960185721595
wheaten_terrier_45,35,"[69.44, 56.672, 122.75200000000001, 126.336]","[97, 42, 83, 114]",0.4929054197777871
english_setter_56,13,"[0.0, 46.512, 223.552, 140.224]","[64, 58, 92, 80]",0.234788544292079
Siamese_66,32,"[98.336, 58.688, 97.21600000000001, 165.312]","[103, 80, 72, 66]",0.2956884113654453
chihuahua_75,10,"[0.0, 32.032, 224.0, 163.968]","[65, 66, 80, 74]",0.16118127578900415
boxer_96,8,"[0.448, 8.344, 223.552, 207.424]","[78, 64, 90, 71]",0.1378044663179226
basset_hound_86,3,"[80.19200000000001, 89.55199999999999, 63.616, 81.536]","[76, 96, 70, 64]",0.7276155730228837
german_shorthaired_22,14,"[51.784, 3.584, 120.96000000000001, 214.144]","[79, 26, 84, 62]",0.20105889287374643
shiba_inu_41,31,"[29.568, 37.856, 139.328, 140.672]","[83, 57, 93, 58]",0.24895425031082166
Siamese_233,32,"[28.493333333333332, 1.4933333333333334, 167.25333333333333, 221.01333333333335]","[59, 28, 88, 140]",0.33328629171263097
Birman_94,32,"[48.384, 47.752, 125.44, 80.64]","[115, 35, 72, 84]",0.3500631549128865
British_Shorthair_31,9,"[0.0, 57.608000000000004, 221.312, 115.584]","[68, 95, 62, 56]",0.13573037020099443
Birman_21,32,"[0.448, 67.016, 190.4, 115.136]","[116, 71, 75, 77]",0.262761079823546
Abyssinian_31,0,"[45.36, 1.6800000000000002, 127.68, 221.20000000000002]","[138, 163, 13, 61]",0.027548205466777956
american_bulldog_24,1,"[52.232, 24.64, 128.12800000000001, 192.64000000000001]","[75, 39, 80, 66]",0.2139160673213829
beagle_60,4,"[51.784, 51.968, 113.34400000000001, 137.088]","[69, 47, 85, 58]",0.2824318317179715
havanese_198,16,"[51.336, 82.432, 113.34400000000001, 109.312]","[59, 88, 73, 48]",0.2828119276609756
wheaten_terrier_200,35,"[70.336, 64.88, 88.70400000000001, 120.512]","[109, 80, 53, 68]",0.3124290581689051
pug_9,28,"[50.056, 83.328, 56.896, 96.768]","[62, 90, 56, 45]",0.33697869234371935
japanese_chin_42,17,"[58.056, 33.6, 112.0, 185.92000000000002]","[92, 36, 70, 65]",0.21850796041308088
basset_hound_9,3,"[0.0, 43.68, 155.45600000000002, 152.32]","[91, 55, 68, 63]",0.16988837546762472
Abyssinian_50,23,"[37.0, 0.0, 148.288, 217.28]","[59, 25, 63, 67]",0.13100551893445575
Bengal_23,5,"[18.368000000000002, 47.448, 204.73600000000002, 113.792]","[19, 60, 103, 67]",0.29621434234844196
newfoundland_27,22,"[47.936, 61.6, 131.264, 133.952]","[42, 61, 59, 53]",0.15508241893913385
Abyssinian_29,0,"[69.30000000000001, 24.360000000000003, 117.60000000000001, 136.92000000000002]","[76, 31, 53, 69]",0.22711757796896145
British_Shorthair_53,26,"[62.272, 41.480000000000004, 161.728, 144.256]","[61, 67, 65, 70]",0.19048241759767917
havanese_54,16,"[45.616, 30.016000000000002, 139.328, 193.984]","[65, 42, 91, 70]",0.23568672352465042
Bombay_88,7,"[6.720000000000001, 28.0, 164.64000000000001, 166.88000000000002]","[97, 64, 73, 64]",0.1700447334117868
Maine_Coon_70,5,"[0.0, 37.0, 202.94400000000002, 149.184]","[36, 85, 105, 47]",0.16300040875785907
english_cocker_spaniel_195,12,"[34.048, 45.472, 172.032, 146.048]","[42, 62, 109, 96]",0.41647877997057714
boxer_90,8,"[2.24, 52.232, 171.136, 133.056]","[84, 65, 69, 58]",0.17575239182615773
pomeranian_54,24,"[62.272, 38.304, 116.928, 146.94400000000002]","[81, 47, 77, 58]",0.25992517179636077
staffordshire_bull_terrier_60,2,"[10.304, 54.472, 124.096, 131.264]","[28, 70, 63, 88]",0.34034533651806725
newfoundland_63,22,"[5.376, 28.448, 213.696, 164.416]","[33, 119, 38, 67]",0.0724632699634444
Ragdoll_90,26,"[42.56, 64.144, 128.576, 141.568]","[67, 98, 88, 65]",0.3142469139775171
havanese_84,16,"[38.344, 20.16, 144.704, 175.168]","[62, 37, 85, 86]",0.2883912432249787
Bengal_70,5,"[39.2, 46.592, 113.792, 137.088]","[61, 92, 74, 41]",0.19449319261825465
american_bulldog_71,1,"[55.775999999999996, 26.88, 76.16, 183.68]","[70, 28, 60, 61]",0.26163285436125666
Sphynx_98,33,"[60.336, 11.200000000000001, 94.08, 198.912]","[72, 0, 79, 136]",0.5030604230266282
Persian_22,23,"[0.0, 56.712, 186.816, 128.12800000000001]","[97, 84, 72, 57]",0.17145463734620978
american_bulldog_84,1,"[54.208, 28.448, 129.472, 167.552]","[69, 86, 73, 74]",0.24901706317947123
basset_hound_57,3,"[150.528, 96.688, 73.47200000000001, 47.04]","[91, 68, 68, 74]",0.047368202593875565
Bengal_94,5,"[10.304, 43.136, 213.248, 106.176]","[44, 78, 71, 70]",0.219505325864523
pug_22,25,"[40.768, 22.92, 182.336, 194.88]","[114, 62, 74, 60]",0.12495201842492483
pomeranian_35,24,"[48.608000000000004, 46.592, 106.624, 148.288]","[67, 63, 70, 62]",0.27449140532345867
pug_23,25,"[18.272, 21.056, 183.68, 190.4]","[67, 49, 66, 55]",0.10379532910725264
British_Shorthair_61,9,"[58.016000000000005, 30.464000000000002, 99.904, 181.44]","[81, 67, 64, 61]",0.21537430783640482
pug_63,25,"[1.344, 62.088, 189.056, 120.96000000000001]","[99, 97, 67, 51]",0.14942137745698594
staffordshire_bull_terrier_65,8,"[4.928, 84.03999999999999, 204.288, 65.856]","[90, 80, 92, 72]",0.432186445966888
Siamese_86,32,"[24.192, 43.68, 199.808, 128.12800000000001]","[26, 56, 76, 70]",0.20780438731671913
japanese_chin_193,17,"[57.792, 63.192, 140.672, 105.28]","[64, 68, 68, 66]",0.30303954824916823
beagle_39,4,"[31.808, 65.184, 122.75200000000001, 129.92000000000002]","[73, 63, 83, 65]",0.315867952030344
chihuahua_82,10,"[78.4, 38.448, 64.96000000000001, 121.408]","[78, 96, 73, 63]",0.48759566763109363
Abyssinian_44,0,"[10.181818181818182, 7.751515151515152, 157.93131313131315, 207.03030303030303]","[78, 43, 73, 96]",0.21433442440812106
german_shorthaired_84,14,"[0.0, 69.36, 172.928, 117.376]","[88, 85, 73, 63]",0.22657854603742775
leonberger_38,19,"[92.96000000000001, 76.608, 99.904, 146.496]","[102, 73, 59, 84]",0.3194367960077788
Siamese_99,32,"[4.032, 32.616, 166.208, 165.312]","[40, 64, 127, 109]",0.5038182732771411
english_setter_70,13,"[28.224, 39.056, 175.168, 154.56]","[47, 160, 18, 17]",0.011302370664712008
boxer_21,8,"[0.0, 41.480000000000004, 217.28, 143.36]","[137, 64, 87, 61]",0.15517132814803608
japanese_chin_75,17,"[167.552, 28.448, 56.448, 163.52]","[67, 61, 74, 67]",0.0
Abyssinian_96,0,"[86.688, 54.208, 72.128, 157.696]","[99, 67, 59, 86]",0.44609350017357313
Russian_Blue_62,27,"[70.336, 63.984, 76.608, 122.75200000000001]","[87, 75, 67, 74]",0.4468957921692277
Egyptian_Mau_90,11,"[37.536842105263155, 4.126315789473684, 133.22105263157894, 211.0315789473684]","[68, 127, 29, 55]",0.056733604677471926
Persian_70,9,"[53.128, 38.528, 126.784, 172.48]","[74, 127, 64, 34]",0.09950747312829955
pug_37,8,"[76.16, 43.272, 86.016, 91.84]","[92, 66, 65, 46]",0.37849493360606434
Birman_80,6,"[13.44, 24.240000000000002, 185.472, 160.38400000000001]","[101, 75, 72, 71]",0.1718507569411053
great_pyrenees_32,15,"[7.168, 57.568, 109.312, 137.088]","[37, 56, 74, 68]",0.32553071100769143
newfoundland_193,22,"[0.0, 80.904, 148.288, 105.28]","[89, 76, 68, 51]",0.1671847785778947
Siamese_76,32,"[42.784, 4.928, 142.912, 205.184]","[51, 42, 107, 103]",0.3758450314031377
Abyssinian_228,0,"[1.4933333333333334, 28.0, 197.12, 168.0]","[47, 175, 21, 2]",0.0012682629870129868
yorkshire_terrier_22,36,"[34.048, 37.448, 182.784, 148.288]","[43, 59, 112, 80]",0.33057029458309
miniature_pinscher_25,21,"[45.696, 39.647999999999996, 102.592, 151.872]","[81, 62, 66, 67]",0.28380989283683483
newfoundland_34,22,"[42.608000000000004, 31.36, 155.45600000000002, 191.744]","[102, 52, 79, 84]",0.22262662656837354
shiba_inu_76,31,"[73.92, 39.688, 82.432, 146.048]","[81, 64, 78, 75]",0.46180515211864664
japanese_chin_58,17,"[54.656, 37.408, 119.616, 125.44]","[88, 56, 75, 64]",0.3199012349723196
havanese_95,16,"[40.376, 12.544, 139.328, 170.24]","[65, 29, 93, 71]",0.27838208524440405
yorkshire_terrier_89,36,"[54.656, 48.2, 151.424, 136.64000000000001]","[67, 75, 80, 75]",0.2899871026109541
saint_bernard_38,1,"[86.384, 34.944, 63.168, 151.872]","[90, 64, 64, 37]",0.22580631451484828
pug_44,25,"[50.44, 28.224, 135.296, 195.328]","[79, 47, 72, 66]",0.17981543656407822
havanese_74,16,"[10.752, 42.336, 213.248, 114.24000000000001]","[66, 90, 119, 65]",0.3175098164265706
wheaten_terrier_54,35,"[31.584, 47.488, 101.248, 173.376]","[72, 45, 62, 84]",0.27851579824184647
Siamese_85,32,"[82.856, 11.648, 102.144, 197.568]","[98, 30, 87, 83]",0.3578226935018547
scottish_terrier_79,30,"[27.232, 2.688, 133.504, 169.792]","[54, 31, 83, 89]",0.3258791666004115
Abyssinian_221,26,"[8.96, 26.46666666666667, 182.93333333333334, 176.21333333333334]","[39, 167, 60, 30]",0.05583941895679059
scottish_terrier_40,30,"[27.133333333333333, 7.933333333333334, 175.0, 216.06666666666666]","[61, 49, 95, 87]",0.2185833296601578
samoyed_85,29,"[71.68, 28.896, 100.352, 155.904]","[82, 35, 74, 75]",0.35473961704062784
saint_bernard_20,28,"[150.08, 109.536, 73.92, 77.952]","[157, 126, 67, 57]",0.6627663310622055
Russian_Blue_85,27,"[60.032000000000004, 42.824, 163.968, 142.912]","[93, 72, 85, 68]",0.24666074675412075
pomeranian_85,24,"[37.0, 27.776, 148.288, 195.776]","[75, 33, 82, 68]",0.19206901375523208
american_pit_bull_terrier_97,2,"[39.872, 28.0, 176.512, 168.0]","[89, 57, 70, 69]",0.16287844452501812
Persian_30,23,"[23.344, 0.448, 176.512, 223.552]","[75, 61, 85, 61]",0.13140018155289135
miniature_pinscher_71,21,"[44.800000000000004, 64.776, 102.144, 97.664]","[104, 66, 60, 50]",0.19828986780029298
staffordshire_bull_terrier_58,1,"[26.896, 1.792, 164.864, 221.312]","[80, 35, 70, 74]",0.1419707786135489
staffordshire_bull_terrier_34,2,"[78.848, 53.16, 77.952, 103.936]","[76, 63, 65, 62]",0.4654683513913023
Siamese_92,32,"[0.0, 49.056, 210.56, 136.64000000000001]","[128, 57, 68, 66]",0.155990849426621
saint_bernard_82,28,"[34.048, 53.536, 189.952, 142.464]","[89, 54, 63, 60]",0.13968275600111885
wheaten_terrier_37,35,"[37.0, 7.6160000000000005, 149.184, 216.38400000000001]","[86, 91, 64, 50]",0.09912942477272556
Birman_76,6,"[0.448, 33.824, 223.552, 162.17600000000002]","[30, 54, 82, 76]",0.17189462643858017
Siamese_39,32,"[17.92, 47.304, 154.112, 122.304]","[109, 52, 75, 72]",0.23025142750624827
samoyed_52,29,"[52.68, 6.72, 130.816, 217.28]","[74, 33, 83, 64]",0.18688629243534724
boxer_9,8,"[48.712, 17.472, 138.88, 206.528]","[60, 32, 77, 62]",0.16644232259064148
shiba_inu_40,24,"[90.496, 46.816, 98.56, 116.48]","[101, 44, 60, 56]",0.27392714614721964
miniature_pinscher_29,21,"[15.232000000000001, 43.024, 118.272, 153.216]","[69, 64, 60, 58]",0.19204065697251788
Siamese_75,7,"[32.896, 9.856, 159.04, 214.144]","[77, 118, 85, 69]",0.17220895794672397
pomeranian_21,24,"[79.296, 61.192, 109.76, 107.968]","[77, 68, 79, 62]",0.3965379679754512
British_Shorthair_218,9,"[0.0, 20.96, 186.66666666666669, 189.65333333333334]","[89, 71, 79, 63]",0.14058545416197976
staffordshire_bull_terrier_28,1,"[43.456, 56.263999999999996, 106.624, 117.376]","[72, 99, 88, 66]",0.39129468272318696
Siamese_227,6,"[38.0, 7.466666666666667, 144.10666666666668, 216.53333333333333]","[82, 31, 81, 99]",0.25698713300310294
