index,pred_class,true_bbox,cam_bboxes,mobilenet_iou
British_Shorthair_59,9,"[62.272, 47.304, 161.728, 125.44]","[46, 51, 178, 136]",0.7937440416387438
beagle_93,4,"[29.568, 41.480000000000004, 142.912, 129.472]","[44, 50, 130, 116]",0.7978662096605601
pug_30,25,"[39.168, 6.272, 138.88, 195.328]","[36, 0, 153, 148]",0.6541879012899774
Egyptian_Mau_69,5,"[37.448, 38.976, 132.608, 152.768]","[85, 54, 101, 99]",0.38561404595857884
keeshond_8,18,"[57.53333333333333, 21.46666666666667, 127.86666666666667, 201.6]","[40, 32, 142, 150]",0.657211087612187
saint_bernard_31,28,"[77.056, 75.08, 89.152, 101.248]","[66, 76, 104, 84]",0.7289265401124142
scottish_terrier_73,30,"[72.0, 18.666666666666668, 98.46666666666667, 205.33333333333334]","[53, 45, 129, 112]",0.4665438273229797
miniature_pinscher_95,21,"[55.368, 17.92, 112.896, 206.08]","[58, 42, 126, 119]",0.5219713560557909
Ragdoll_94,26,"[67.016, 62.272, 113.34400000000001, 138.43200000000002]","[50, 66, 133, 114]",0.7205987970632187
boxer_197,8,"[69.888, 69.21600000000001, 74.816, 77.952]","[76, 80, 96, 84]",0.49720266797148904
english_setter_50,13,"[25.984, 62.984, 147.84, 108.864]","[42, 44, 144, 121]",0.6700527385370709
wheaten_terrier_57,35,"[9.408, 28.448, 201.15200000000002, 152.768]","[75, 28, 127, 129]",0.5303010116289489
leonberger_68,19,"[9.584, 4.48, 202.94400000000002, 219.52]","[24, 35, 168, 189]",0.712723003108528
scottish_terrier_87,30,"[71.68, 37.0, 110.208, 148.736]","[58, 48, 115, 107]",0.6071599575736655
great_pyrenees_200,15,"[103.04, 23.792, 107.072, 176.512]","[81, 28, 143, 154]",0.6748860004483596
Ragdoll_234,26,"[55.25333333333334, 59.36, 92.58666666666667, 135.14666666666668]","[60, 64, 95, 83]",0.5562437606989844
Abyssinian_33,0,"[23.89333333333333, 59.4, 151.32444444444445, 115.98222222222222]","[49, 78, 133, 107]",0.6306312670066727
saint_bernard_71,28,"[37.448, 24.192, 139.776, 168.448]","[45, 34, 135, 98]",0.5440623338483405
newfoundland_192,22,"[0.0, 31.584, 222.656, 154.112]","[39, 41, 149, 102]",0.4429100968829111
beagle_97,4,"[5.376, 56.232, 170.68800000000002, 126.336]","[17, 41, 157, 141]",0.8242619172722313
chihuahua_46,10,"[43.824, 48.384, 128.12800000000001, 142.464]","[40, 46, 97, 86]",0.4143132476489168
american_pit_bull_terrier_69,34,"[0.0, 29.792, 224.0, 165.76]","[89, 41, 135, 118]",0.4290303536955323
leonberger_29,19,"[68.992, 38.792, 130.368, 147.392]","[51, 39, 173, 128]",0.67635533790291
saint_bernard_68,28,"[20.16, 75.488, 120.06400000000001, 82.432]","[46, 77, 118, 79]",0.6321384903903854
german_shorthaired_51,14,"[59.912, 40.32, 106.624, 153.216]","[46, 34, 135, 144]",0.6958493133284093
boxer_37,8,"[0.448, 49.096000000000004, 200.256, 105.72800000000001]","[47, 61, 134, 100]",0.5714669510437455
great_pyrenees_21,15,"[8.866666666666667, 47.2, 201.6, 130.2]","[0, 62, 185, 98]",0.6365344769430927
yorkshire_terrier_198,36,"[17.92, 39.647999999999996, 143.808, 149.184]","[66, 53, 119, 98]",0.3952617738856896
wheaten_terrier_53,35,"[0.448, 43.376, 159.04, 142.016]","[23, 77, 156, 108]",0.5969462279154374
Birman_55,6,"[53.01941747572816, 9.423948220064725, 131.93527508090617, 192.10355987055019]","[35, 44, 154, 155]",0.7109256680246883
chihuahua_7,1,"[84.224, 90.24000000000001, 85.568, 67.648]","[65, 79, 116, 84]",0.5940582988505747
staffordshire_bull_terrier_92,34,"[64.70400000000001, 46.144, 109.76, 160.38400000000001]","[40, 45, 135, 107]",0.568710640319897
great_pyrenees_75,15,"[28.896, 14.784, 145.15200000000002, 181.44]","[77, 0, 111, 105]",0.29946824003698236
Russian_Blue_34,27,"[11.0, 35.392, 199.36, 188.16]","[46, 36, 178, 142]",0.5916358058065114
miniature_pinscher_40,21,"[90.048, 36.064, 75.264, 159.936]","[72, 41, 101, 103]",0.5277825454345466
Persian_36,23,"[0.0, 53.536, 223.552, 142.464]","[0, 84, 127, 96]",0.38281703954694146
yorkshire_terrier_63,36,"[46.408, 16.128, 137.088, 193.536]","[41, 44, 140, 138]",0.6809096905038878
english_cocker_spaniel_56,12,"[39.872, 53.576, 114.24000000000001, 132.16]","[51, 53, 118, 114]",0.6938988374297426
american_pit_bull_terrier_87,27,"[61.824, 57.16, 81.536, 124.992]","[66, 91, 62, 76]",0.46235298148563453
wheaten_terrier_40,35,"[39.24, 32.256, 146.496, 191.744]","[42, 29, 150, 156]",0.7433510396161109
english_setter_83,13,"[4.032, 66.568, 175.616, 101.248]","[17, 77, 116, 87]",0.5675795086072174
Bombay_97,7,"[28.87111111111111, 27.0, 194.6311111111111, 161.77777777777777]","[17, 59, 207, 118]",0.6970834198059384
Ragdoll_36,26,"[37.448, 52.864000000000004, 142.016, 171.136]","[35, 87, 137, 106]",0.5806375245214185
boxer_67,8,"[0.0, 21.688, 222.656, 136.64000000000001]","[81, 41, 143, 96]",0.4450984124898698
Bengal_19,5,"[59.584, 39.424, 116.928, 143.808]","[90, 67, 103, 97]",0.455709135596425
english_setter_35,17,"[10.752, 18.823999999999998, 212.352, 190.848]","[58, 45, 144, 102]",0.3624254569005352
Bombay_95,7,"[28.896, 2.688, 167.104, 220.864]","[37, 29, 151, 176]",0.7200751706802717
Siamese_28,32,"[2.688, 71.456, 178.304, 120.96000000000001]","[57, 75, 141, 116]",0.6109905574866246
pug_92,25,"[49.728, 59.400000000000006, 59.584, 104.384]","[52, 68, 80, 64]",0.4781199394968716
scottish_terrier_51,30,"[98.11200000000001, 53.984, 84.672, 142.016]","[91, 68, 103, 100]",0.6110158312308323
Bombay_87,7,"[12.992, 64.28800000000001, 150.976, 113.34400000000001]","[45, 66, 136, 102]",0.6437700676434889
Siamese_46,32,"[70.152, 16.576, 115.136, 207.424]","[50, 23, 142, 143]",0.5938801065587451
Sphynx_246,27,"[74.99065420560747, 21.98130841121495, 141.83177570093457, 193.64485981308408]","[71, 29, 82, 73]",0.20516710673404792
boxer_94,8,"[16.128, 29.344, 206.08, 166.656]","[26, 41, 158, 127]",0.5842571129521232
Birman_1,26,"[64.736, 38.976, 103.04, 185.024]","[56, 42, 122, 129]",0.6179320985184121
saint_bernard_55,28,"[3.136, 59.36, 215.936, 132.16]","[0, 59, 185, 90]",0.5643700965894232
samoyed_3,29,"[45.512, 1.792, 120.06400000000001, 219.52]","[56, 19, 127, 115]",0.44432817387164225
pug_61,25,"[28.224, 45.2, 195.776, 145.6]","[22, 74, 160, 111]",0.5846425513851121
miniature_pinscher_74,21,"[35.448, 8.064, 147.392, 210.56]","[58, 33, 124, 137]",0.5473844658150397
Abyssinian_36,0,"[78.4, 39.666666666666664, 69.06666666666666, 155.4]","[75, 59, 100, 99]",0.4956449124923162
american_bulldog_98,1,"[33.376, 75.264, 113.34400000000001, 148.736]","[40, 150, 67, 41]",0.1629461210677185
wheaten_terrier_44,35,"[60.480000000000004, 65.184, 91.84, 119.616]","[55, 45, 121, 120]",0.5610759612672745
leonberger_83,19,"[23.296, 46.816, 190.4, 148.288]","[30, 44, 147, 118]",0.5910379630440493
scottish_terrier_33,30,"[73.688, 33.152, 110.656, 149.632]","[56, 38, 126, 116]",0.6751498456384711
american_bulldog_44,1,"[44.616, 24.192, 134.4, 150.08]","[38, 0, 129, 114]",0.4601526017109618
samoyed_59,29,"[81.536, 47.088, 84.672, 87.808]","[64, 35, 90, 89]",0.5645885091346542
wheaten_terrier_25,35,"[59.504000000000005, 44.800000000000004, 116.48, 179.20000000000002]","[44, 40, 146, 184]",0.7769958308516974
leonberger_8,19,"[0.0, 55.368, 148.736, 131.264]","[28, 42, 107, 136]",0.6262091958336854
beagle_90,4,"[38.344, 23.744, 146.94400000000002, 199.808]","[42, 34, 146, 139]",0.6697602464661451
basset_hound_53,3,"[11.200000000000001, 0.896, 206.528, 222.656]","[29, 0, 168, 179]",0.6485602077971797
japanese_chin_41,17,"[41.664, 42.064, 174.272, 138.88]","[63, 36, 103, 98]",0.3814082296244095
Bombay_30,7,"[6.72, 31.584, 217.28, 134.848]","[33, 38, 151, 124]",0.6390493100003983
newfoundland_93,22,"[34.048, 57.568, 126.784, 114.688]","[29, 65, 161, 119]",0.6764921995714578
german_shorthaired_73,14,"[88.072, 43.456, 93.632, 173.824]","[68, 61, 117, 111]",0.5507958296459824
Birman_19,6,"[52.864000000000004, 45.96, 116.48, 137.536]","[64, 46, 135, 115]",0.6234773630599856
japanese_chin_64,17,"[26.432000000000002, 28.896, 197.568, 167.104]","[30, 53, 158, 117]",0.5599374297237633
samoyed_90,29,"[56.0, 37.0, 168.0, 148.288]","[47, 47, 154, 131]",0.728018107433473
pug_4,25,"[37.448, 21.952, 147.392, 185.472]","[59, 27, 132, 101]",0.4545844557230408
american_pit_bull_terrier_70,2,"[39.647999999999996, 30.912, 131.264, 167.104]","[61, 39, 120, 109]",0.5201109492969173
Russian_Blue_68,27,"[56.896, 41.44, 157.248, 142.016]","[46, 48, 146, 121]",0.6912254427379997
havanese_19,16,"[48.2, 18.368000000000002, 131.712, 190.4]","[68, 35, 110, 82]",0.35967831009955
english_setter_55,13,"[39.344, 0.0, 140.672, 224.0]","[41, 31, 152, 151]",0.6271502422745918
shiba_inu_21,31,"[0.0, 28.0, 185.024, 166.656]","[41, 25, 111, 114]",0.3953047289365886
scottish_terrier_89,30,"[0.896, 32.480000000000004, 202.496, 146.94400000000002]","[81, 60, 113, 101]",0.38355841097872073
english_setter_80,13,"[22.400000000000002, 45.064, 201.6, 133.504]","[43, 43, 181, 130]",0.8485936729148076
Bombay_29,7,"[21.000000000000004, 57.68000000000001, 201.74, 137.76000000000002]","[53, 63, 142, 110]",0.5620382578650523
boxer_195,3,"[53.312, 75.488, 108.416, 90.496]","[41, 68, 121, 118]",0.6871560677966102
saint_bernard_53,28,"[66.752, 24.72, 155.008, 176.512]","[45, 40, 156, 114]",0.5128691526872726
saint_bernard_3,28,"[42.112, 40.544, 139.776, 154.56]","[74, 41, 119, 88]",0.420436526628478
english_cocker_spaniel_25,12,"[37.896, 23.296, 147.392, 200.704]","[73, 46, 121, 131]",0.4787787412619123
wheaten_terrier_45,35,"[69.44, 56.672, 122.75200000000001, 126.336]","[54, 42, 129, 112]",0.5846858622675011
english_setter_56,13,"[0.0, 46.512, 223.552, 140.224]","[42, 40, 154, 143]",0.6497378572545547
Siamese_66,32,"[98.336, 58.688, 97.21600000000001, 165.312]","[71, 66, 122, 113]",0.5583019748207771
chihuahua_75,10,"[0.0, 32.032, 224.0, 163.968]","[41, 55, 155, 97]",0.4093514326837293
boxer_96,8,"[0.448, 8.344, 223.552, 207.424]","[33, 37, 163, 166]",0.5835232002551406
basset_hound_86,3,"[80.19200000000001, 89.55199999999999, 63.616, 81.536]","[61, 75, 100, 89]",0.5064837392993174
german_shorthaired_22,14,"[51.784, 3.584, 120.96000000000001, 214.144]","[53, 0, 134, 182]",0.7385671353566946
shiba_inu_41,31,"[29.568, 37.856, 139.328, 140.672]","[51, 49, 139, 104]",0.5625850685968451
Siamese_233,32,"[28.493333333333332, 1.4933333333333334, 167.25333333333333, 221.01333333333335]","[30, 40, 159, 155]",0.6667078457189766
Birman_94,26,"[48.384, 47.752, 125.44, 80.64]","[0, 0, 29, 29]",0.0
British_Shorthair_31,9,"[0.0, 57.608000000000004, 221.312, 115.584]","[40, 61, 143, 96]",0.5366666250343466
Birman_21,6,"[0.448, 67.016, 190.4, 115.136]","[83, 72, 121, 109]",0.5033268791115862
Abyssinian_31,0,"[45.36, 1.6800000000000002, 127.68, 221.20000000000002]","[51, 0, 140, 224]",0.8278829012945709
american_bulldog_24,1,"[52.232, 24.64, 128.12800000000001, 192.64000000000001]","[37, 0, 150, 177]",0.6156092409868641
beagle_60,4,"[51.784, 51.968, 113.34400000000001, 137.088]","[50, 40, 115, 97]",0.5640991199536529
havanese_198,16,"[51.336, 82.432, 113.34400000000001, 109.312]","[39, 80, 115, 105]",0.7556640509408252
wheaten_terrier_200,35,"[70.336, 64.88, 88.70400000000001, 120.512]","[68, 70, 121, 118]",0.6947880592764061
pug_9,25,"[50.056, 83.328, 56.896, 96.768]","[57, 87, 67, 59]",0.4526066232626781
japanese_chin_42,17,"[58.056, 33.6, 112.0, 185.92000000000002]","[58, 36, 125, 107]",0.5394786360337875
basset_hound_9,3,"[0.0, 43.68, 155.45600000000002, 152.32]","[81, 41, 96, 89]",0.24914862512102642
Abyssinian_50,0,"[37.0, 0.0, 148.288, 217.28]","[73, 37, 102, 87]",0.27541885217350404
Bengal_23,5,"[18.368000000000002, 47.448, 204.73600000000002, 113.792]","[32, 56, 167, 94]",0.6738114398182643
newfoundland_27,22,"[47.936, 61.6, 131.264, 133.952]","[33, 48, 97, 129]",0.4591407073772948
Abyssinian_29,0,"[69.30000000000001, 24.360000000000003, 117.60000000000001, 136.92000000000002]","[47, 26, 110, 133]",0.6117206004795964
British_Shorthair_53,26,"[62.272, 41.480000000000004, 161.728, 144.256]","[115, 106, 65, 20]",0.055721686267459616
havanese_54,16,"[45.616, 30.016000000000002, 139.328, 193.984]","[58, 38, 108, 97]",0.3876066115611048
Bombay_88,7,"[6.720000000000001, 28.0, 164.64000000000001, 166.88000000000002]","[58, 38, 135, 149]",0.550192975235492
Maine_Coon_70,20,"[0.0, 37.0, 202.94400000000002, 149.184]","[28, 45, 168, 135]",0.7491082615254799
english_cocker_spaniel_195,16,"[34.048, 45.472, 172.032, 146.048]","[63, 39, 97, 97]",0.3409821643736548
boxer_90,1,"[2.24, 52.232, 171.136, 133.056]","[34, 46, 150, 140]",0.7351509171388934
pomeranian_54,24,"[62.272, 38.304, 116.928, 146.94400000000002]","[57, 36, 130, 123]",0.7404716135132369
staffordshire_bull_terrier_60,2,"[10.304, 54.472, 124.096, 131.264]","[33, 69, 93, 67]",0.3825201644740399
newfoundland_63,22,"[5.376, 28.448, 213.696, 164.416]","[75, 171, 24, 8]",0.005464629942255037
Ragdoll_90,26,"[42.56, 64.144, 128.576, 141.568]","[50, 71, 145, 112]",0.6499268091933009
havanese_84,16,"[38.344, 20.16, 144.704, 175.168]","[41, 42, 134, 119]",0.6290953166163491
Bengal_70,11,"[39.2, 46.592, 113.792, 137.088]","[48, 75, 68, 68]",0.29641942078668737
american_bulldog_71,1,"[55.775999999999996, 26.88, 76.16, 183.68]","[45, 0, 117, 125]",0.35347102661329904
Sphynx_98,33,"[60.336, 11.200000000000001, 94.08, 198.912]","[50, 0, 138, 178]",0.5688776089043698
Persian_22,23,"[0.0, 56.712, 186.816, 128.12800000000001]","[68, 67, 119, 99]",0.49104537604888804
american_bulldog_84,1,"[54.208, 28.448, 129.472, 167.552]","[34, 44, 148, 139]",0.7249587672040618
basset_hound_57,3,"[150.528, 96.688, 73.47200000000001, 47.04]","[86, 50, 94, 103]",0.11797065971394928
Bengal_94,5,"[10.304, 43.136, 213.248, 106.176]","[30, 64, 167, 98]",0.5753914467795596
pug_22,25,"[40.768, 22.92, 182.336, 194.88]","[78, 43, 120, 113]",0.3816102184328785
pomeranian_35,23,"[48.608000000000004, 46.592, 106.624, 148.288]","[43, 45, 118, 103]",0.6303749140931553
pug_23,25,"[18.272, 21.056, 183.68, 190.4]","[37, 29, 132, 95]",0.3585656823705091
British_Shorthair_61,9,"[58.016000000000005, 30.464000000000002, 99.904, 181.44]","[47, 44, 116, 126]",0.6245648851296743
pug_63,25,"[1.344, 62.088, 189.056, 120.96000000000001]","[77, 68, 96, 93]",0.39041090369797204
staffordshire_bull_terrier_65,34,"[4.928, 84.03999999999999, 204.288, 65.856]","[33, 86, 164, 87]",0.6077340843810398
Siamese_86,32,"[24.192, 43.68, 199.808, 128.12800000000001]","[0, 42, 180, 116]",0.6212966140044832
japanese_chin_193,24,"[57.792, 63.192, 140.672, 105.28]","[51, 57, 104, 77]",0.4319530221025389
beagle_39,4,"[31.808, 65.184, 122.75200000000001, 129.92000000000002]","[58, 61, 109, 96]",0.5052808921182538
chihuahua_82,10,"[78.4, 38.448, 64.96000000000001, 121.408]","[62, 82, 88, 86]",0.4864344205987026
Abyssinian_44,0,"[10.181818181818182, 7.751515151515152, 157.93131313131315, 207.03030303030303]","[42, 44, 139, 139]",0.5082870963049746
german_shorthaired_84,14,"[0.0, 69.36, 172.928, 117.376]","[53, 68, 136, 112]",0.5960637519581646
leonberger_38,19,"[92.96000000000001, 76.608, 99.904, 146.496]","[66, 66, 125, 122]",0.5758536652481171
Siamese_99,32,"[4.032, 32.616, 166.208, 165.312]","[40, 65, 142, 127]",0.570957993084278
english_setter_70,13,"[28.224, 39.056, 175.168, 154.56]","[55, 55, 129, 87]",0.41453106526164346
boxer_21,8,"[0.0, 41.480000000000004, 217.28, 143.36]","[93, 46, 131, 130]",0.5045270658641466
japanese_chin_75,17,"[167.552, 28.448, 56.448, 163.52]","[44, 41, 121, 105]",0.0
Abyssinian_96,0,"[86.688, 54.208, 72.128, 157.696]","[59, 41, 131, 136]",0.43557268101285046
Russian_Blue_62,27,"[70.336, 63.984, 76.608, 122.75200000000001]","[51, 69, 110, 105]",0.6230731320246682
Egyptian_Mau_90,11,"[37.536842105263155, 4.126315789473684, 133.22105263157894, 211.0315789473684]","[38, 50, 143, 145]",0.6503572562005945
Persian_70,23,"[53.128, 38.528, 126.784, 172.48]","[36, 88, 133, 108]",0.5276340700918365
pug_37,25,"[76.16, 43.272, 86.016, 91.84]","[67, 59, 105, 89]",0.611977536387286
Birman_80,6,"[13.44, 24.240000000000002, 185.472, 160.38400000000001]","[76, 69, 116, 102]",0.3977578552674409
great_pyrenees_32,15,"[7.168, 57.568, 109.312, 137.088]","[0, 48, 143, 110]",0.556237309846842
newfoundland_193,22,"[0.0, 80.904, 148.288, 105.28]","[52, 61, 124, 124]",0.4781017708607269
Siamese_76,32,"[42.784, 4.928, 142.912, 205.184]","[38, 33, 145, 151]",0.7046818152417093
Abyssinian_228,0,"[1.4933333333333334, 28.0, 197.12, 168.0]","[29, 44, 172, 146]",0.7399920154463661
yorkshire_terrier_22,36,"[34.048, 37.448, 182.784, 148.288]","[38, 54, 147, 123]",0.6670805241469699
miniature_pinscher_25,21,"[45.696, 39.647999999999996, 102.592, 151.872]","[54, 56, 103, 118]",0.6698821286282968
newfoundland_34,22,"[42.608000000000004, 31.36, 155.45600000000002, 191.744]","[33, 43, 171, 181]",0.8546341088710057
shiba_inu_76,31,"[73.92, 39.688, 82.432, 146.048]","[57, 53, 128, 109]",0.5283499536711546
japanese_chin_58,17,"[54.656, 37.408, 119.616, 125.44]","[58, 52, 124, 84]",0.6239289234457155
havanese_95,16,"[40.376, 12.544, 139.328, 170.24]","[54, 28, 130, 101]",0.525651232158129
yorkshire_terrier_89,36,"[54.656, 48.2, 151.424, 136.64000000000001]","[45, 69, 136, 95]",0.555476588535275
saint_bernard_38,34,"[86.384, 34.944, 63.168, 151.872]","[58, 35, 124, 124]",0.4570815416021734
pug_44,25,"[50.44, 28.224, 135.296, 195.328]","[56, 36, 127, 97]",0.46615032892106056
havanese_74,16,"[10.752, 42.336, 213.248, 114.24000000000001]","[60, 90, 164, 70]",0.438088090010808
wheaten_terrier_54,35,"[31.584, 47.488, 101.248, 173.376]","[47, 41, 111, 108]",0.4183100468153238
Siamese_85,32,"[82.856, 11.648, 102.144, 197.568]","[78, 35, 125, 124]",0.5503417238792657
scottish_terrier_79,30,"[27.232, 2.688, 133.504, 169.792]","[31, 40, 131, 90]",0.5125278086008409
Abyssinian_221,0,"[8.96, 26.46666666666667, 182.93333333333334, 176.21333333333334]","[31, 58, 163, 133]",0.6581115800326922
scottish_terrier_40,30,"[27.133333333333333, 7.933333333333334, 175.0, 216.06666666666666]","[33, 43, 149, 143]",0.5635033278970336
samoyed_85,29,"[71.68, 28.896, 100.352, 155.904]","[64, 35, 115, 117]",0.6763707748408345
saint_bernard_20,8,"[150.08, 109.536, 73.92, 77.952]","[144, 120, 80, 69]",0.7926771824578442
Russian_Blue_85,27,"[60.032000000000004, 42.824, 163.968, 142.912]","[47, 62, 150, 126]",0.6676301261152935
pomeranian_85,24,"[37.0, 27.776, 148.288, 195.776]","[52, 32, 135, 115]",0.5244307353314007
american_pit_bull_terrier_97,2,"[39.872, 28.0, 176.512, 168.0]","[37, 64, 128, 80]",0.33497239438550197
Persian_30,23,"[23.344, 0.448, 176.512, 223.552]","[32, 42, 160, 125]",0.5068473733959165
miniature_pinscher_71,21,"[44.800000000000004, 64.776, 102.144, 97.664]","[41, 125, 18, 39]",0.05239902174867852
staffordshire_bull_terrier_58,1,"[26.896, 1.792, 164.864, 221.312]","[54, 0, 145, 157]",0.5646024563098313
staffordshire_bull_terrier_34,34,"[78.848, 53.16, 77.952, 103.936]","[56, 58, 114, 85]",0.5933961321026691
Siamese_92,32,"[0.0, 49.056, 210.56, 136.64000000000001]","[113, 58, 94, 102]",0.3332531783205085
saint_bernard_82,28,"[34.048, 53.536, 189.952, 142.464]","[53, 45, 135, 107]",0.47114163008396154
wheaten_terrier_37,35,"[37.0, 7.6160000000000005, 149.184, 216.38400000000001]","[42, 34, 154, 145]",0.6202961811483
Birman_76,6,"[0.448, 33.824, 223.552, 162.17600000000002]","[0, 50, 165, 133]",0.6026657258190667
Siamese_39,32,"[17.92, 47.304, 154.112, 122.304]","[92, 47, 107, 109]",0.39881791592504773
samoyed_52,29,"[52.68, 6.72, 130.816, 217.28]","[43, 22, 140, 111]",0.4903868565658731
boxer_9,8,"[48.712, 17.472, 138.88, 206.528]","[31, 18, 143, 104]",0.42686645598251677
shiba_inu_40,31,"[90.496, 46.816, 98.56, 116.48]","[65, 41, 123, 115]",0.7107015218318009
miniature_pinscher_29,21,"[15.232000000000001, 43.024, 118.272, 153.216]","[59, 70, 93, 84]",0.31808849342797
Siamese_75,7,"[32.896, 9.856, 159.04, 214.144]","[38, 44, 154, 147]",0.664240423596817
pomeranian_21,24,"[79.296, 61.192, 109.76, 107.968]","[70, 72, 113, 81]",0.6664811273141872
British_Shorthair_218,9,"[0.0, 20.96, 186.66666666666669, 189.65333333333334]","[54, 55, 136, 136]",0.503207956923138
staffordshire_bull_terrier_28,34,"[43.456, 56.263999999999996, 106.624, 117.376]","[46, 63, 65, 91]",0.47262911605481894
Siamese_227,6,"[38.0, 7.466666666666667, 144.10666666666668, 216.53333333333333]","[56, 42, 130, 125]",0.49741410580153356
havanese_29,16,"[41.664, 42.376, 113.792, 139.776]","[29, 58, 85, 87]",0.37003429855474346
Egyptian_Mau_92,11,"[52.02452316076294, 59.81471389645777, 117.7983651226158, 133.66757493188013]","[56, 85, 121, 102]",0.7045766529193407
samoyed_50,29,"[85.568, 31.584, 138.43200000000002, 164.416]","[99, 35, 125, 114]",0.6260864326286583
german_shorthaired_66,14,"[57.568, 28.672, 136.64000000000001, 194.43200000000002]","[39, 28, 152, 171]",0.7618402658836827
Sphynx_25,33,"[37.448, 26.432000000000002, 121.85600000000001, 197.568]","[36, 31, 159, 161]",0.6527631436144054
Russian_Blue_9,27,"[36.654545454545456, 40.96, 102.63272727272728, 141.7309090909091]","[0, 42, 124, 98]",0.4719195878457004
great_pyrenees_78,15,"[61.120000000000005, 41.216, 103.936, 156.352]","[53, 28, 119, 97]",0.4562734450916296
chihuahua_200,10,"[38.08, 42.18666666666667, 127.68, 151.57333333333335]","[79, 27, 116, 104]",0.3249674131958185
havanese_94,17,"[69.44, 70.56, 97.664, 83.776]","[53, 72, 112, 85]",0.8000947009361984
havanese_20,16,"[22.400000000000002, 39.688, 176.96, 146.048]","[80, 44, 113, 90]",0.393504976639254
Ragdoll_263,26,"[0.8145454545454546, 19.330909090909092, 213.00363636363636, 187.75272727272727]","[27, 43, 152, 136]",0.5169032042956999
pomeranian_88,24,"[71.232, 93.408, 87.36, 102.144]","[61, 83, 108, 98]",0.6454548752505418
Ragdoll_74,26,"[19.712, 42.824, 203.84, 142.464]","[44, 62, 136, 92]",0.4308560455075665
keeshond_30,18,"[60.480000000000004, 58.464, 101.696, 128.576]","[41, 67, 140, 113]",0.6602871089283501
chihuahua_63,10,"[58.016000000000005, 21.504, 137.536, 202.048]","[42, 40, 115, 112]",0.3747535161953609
american_bulldog_23,1,"[21.056, 37.448, 151.872, 147.392]","[41, 38, 144, 121]",0.6694485323948002
Persian_260,23,"[0.0, 52.98461538461538, 220.55384615384617, 141.2923076923077]","[63, 88, 127, 91]",0.3708616781733176
miniature_pinscher_196,21,"[33.973333333333336, 0.0, 141.12, 223.25333333333333]","[67, 171, 23, 9]",0.006570279210585333
beagle_69,3,"[62.72, 56.0, 161.28, 70.784]","[70, 59, 117, 85]",0.5905094327970042
pomeranian_57,24,"[28.448, 38.528, 135.744, 159.936]","[42, 45, 130, 107]",0.5799101889501805
scottish_terrier_88,30,"[58.688, 59.808, 104.384, 119.168]","[35, 66, 141, 100]",0.6483143025194645
Ragdoll_20,26,"[58.952, 14.336, 103.04, 179.20000000000002]","[63, 23, 115, 142]",0.6778343655173639
newfoundland_72,22,"[62.72, 52.192, 122.75200000000001, 143.808]","[39, 36, 137, 158]",0.6913798653575205
Maine_Coon_72,20,"[38.344, 12.544, 148.288, 199.36]","[45, 35, 144, 120]",0.5694348571326625
Bombay_9,7,"[92.736, 37.448, 131.264, 148.288]","[84, 40, 110, 134]",0.6575743732382361
english_setter_6,13,"[71.12, 29.12, 152.88000000000002, 151.20000000000002]","[26, 25, 176, 139]",0.5898844181579358
american_bulldog_96,1,"[9.408, 37.896, 192.64000000000001, 149.632]","[55, 39, 127, 113]",0.49786456172254445
shiba_inu_44,31,"[13.44, 79.56, 113.34400000000001, 105.72800000000001]","[0, 62, 166, 86]",0.41925779835532634
scottish_terrier_96,30,"[0.448, 40.24, 126.336, 146.048]","[39, 66, 115, 96]",0.4000817299923403
japanese_chin_86,17,"[16.576, 37.448, 204.73600000000002, 146.496]","[28, 45, 167, 112]",0.6236120710504905
shiba_inu_68,31,"[70.784, 39.688, 151.872, 146.048]","[54, 57, 138, 132]",0.6294380177014834
boxer_30,8,"[54.656, 57.568, 105.72800000000001, 138.43200000000002]","[47, 71, 91, 101]",0.546273508812114
Ragdoll_99,26,"[38.08, 44.616, 185.92000000000002, 142.016]","[39, 65, 146, 108]",0.5971909591627309
japanese_chin_72,17,"[46.592, 40.136, 177.40800000000002, 146.048]","[66, 54, 158, 102]",0.6219972215740729
miniature_pinscher_38,34,"[39.872, 37.0, 107.52, 149.184]","[34, 24, 129, 127]",0.6078195933559338
pomeranian_84,24,"[22.400000000000002, 38.792, 200.256, 146.94400000000002]","[67, 46, 122, 109]",0.451906859742178
wheaten_terrier_63,35,"[34.944, 36.96, 137.536, 159.488]","[34, 41, 157, 146]",0.8104365602197366
saint_bernard_45,28,"[40.32, 73.52000000000001, 74.816, 64.512]","[31, 63, 128, 91]",0.4143655384615385
great_pyrenees_73,15,"[31.808, 52.192, 132.608, 137.536]","[72, 36, 106, 109]",0.40427859463733995
yorkshire_terrier_70,36,"[0.0, 34.72, 222.656, 161.28]","[28, 62, 165, 125]",0.5743531929245541
beagle_67,4,"[38.976, 34.272, 176.512, 161.728]","[113, 58, 85, 117]",0.34837367965135346
Abyssinian_5,0,"[0.0, 28.0, 219.52, 166.88000000000002]","[39, 46, 161, 148]",0.6504429432367385
pomeranian_67,24,"[41.896, 4.032, 138.88, 218.624]","[33, 30, 152, 142]",0.6119667603583129
pug_27,25,"[67.2, 71.49600000000001, 70.784, 112.0]","[74, 69, 86, 79]",0.49813203273581785
samoyed_54,29,"[37.0, 22.400000000000002, 148.288, 201.6]","[42, 39, 143, 134]",0.6409797365572614
